index,xy,r,theta,value
"(2.69230769, -2.38461538)",[ 2.69230769 -2.38461538],3.596513757538775,-0.7248661430801171,(-0.3077181069257132-0.09732218362313676j)
"(2.84615385, -2.38461538)",[ 2.84615385 -2.38461538],3.7130825803370393,-0.6973907882516818,(-0.07216318320732935-0.3074152517973437j)
"(3.0, -2.38461538)",[ 3.         -2.38461538],3.8322826762299966,-0.6716061553109521,(0.22465361295678643-0.21206031437809095j)
"(-3.0, -2.23076923)",[-3.         -2.23076923],3.738493193455726,-2.5022067480687347,(-0.3387765923998919-0.2024474147770772j)
"(-2.84615385, -2.23076923)",[-2.84615385 -2.23076923],3.6162028559505086,-2.476818159595977,(-0.3757442205035998+0.1432327996802732j)
"(-2.69230769, -2.23076923)",[-2.69230769 -2.23076923],3.4964055907671705,-2.4496712710992403,(-0.13153933534862944+0.3881141282175755j)
"(-2.53846154, -2.23076923)",[-2.53846154 -2.23076923],3.379366560107673,-2.4206213300894013,(0.21015203867374735+0.3609581530012803j)
"(-2.38461538, -2.23076923)",[-2.38461538 -2.23076923],3.265382346379569,-2.3895154852770295,(0.4155916600261941+0.09232857446581322j)
"(-2.23076923, -2.23076923)",[-2.23076923 -2.23076923],3.1547840995905863,-2.356194490192345,(0.36444192269272413-0.2354714685197026j)
"(-2.07692308, -2.23076923)",[-2.07692308 -2.23076923],3.0479404255581306,-2.320495378423849,(0.10583913398615115-0.42927648979341176j)
"(-1.92307692, -2.23076923)",[-1.92307692 -2.23076923],2.9452599541893543,-2.282255451913668,(-0.204858890456396-0.4010664585740124j)
"(-1.76923077, -2.23076923)",[-1.76923077 -2.23076923],2.8471931573094205,-2.241317885155008,(-0.41650638712434124-0.19162463472868904j)
"(-1.61538462, -2.23076923)",[-1.61538462 -2.23076923],2.7542328928482678,-2.1975392295270044,(-0.45849623646814214+0.08526199471852854j)
"(-1.46153846, -2.23076923)",[-1.46153846 -2.23076923],2.6669132021072537,-2.1507991006781184,(-0.34978129782967804+0.319678074978496j)
"(-1.30769231, -2.23076923)",[-1.30769231 -2.23076923],2.5858055872682946,-2.1010121004918805,(-0.15977419037107762+0.4534757252860225j)
"(-1.15384615, -2.23076923)",[-1.15384615 -2.23076923],2.5115119540596686,-2.0481417079490565,(0.03940845428316893+0.4853827538829456j)
"(-1.0, -2.23076923)",[-1.         -2.23076923],2.444653627308947,-1.9922155338114138,(0.20165510699427344+0.4489716024268283j)
"(-0.84615385, -2.23076923)",[-0.84615385 -2.23076923],2.3858557574557215,-1.9333405656810259,(0.311269733516512+0.38638928956405233j)
"(-0.69230769, -2.23076923)",[-0.69230769 -2.23076923],2.33572714484118,-1.8717165603093349,(0.37243613791731833+0.33171463360633163j)
"(-0.53846154, -2.23076923)",[-0.53846154 -2.23076923],2.2948359827172755,-1.807645088472154,(0.3952982236993447+0.3056993720536627j)
"(-0.38461538, -2.23076923)",[-0.38461538 -2.23076923],2.2636829168519466,-1.7415315363186783,(0.3855416323372923+0.3167289720814941j)
"(-0.23076923, -2.23076923)",[-0.23076923 -2.23076923],2.24267380486543,-1.6738779350117146,(0.339668011754248+0.3620132942226833j)
"(-0.07692308, -2.23076923)",[-0.07692308 -2.23076923],2.2320950960367885,-1.6052654291839534,(0.24656689397166018+0.4258469073767742j)
"(0.07692308, -2.23076923)",[ 0.07692308 -2.23076923],2.2320950960367885,-1.53632722440584,(0.09644197684275341+0.47634182906013145j)
"(0.23076923, -2.23076923)",[ 0.23076923 -2.23076923],2.24267380486543,-1.4677147185780788,(-0.10299447119520447+0.467133716279424j)
"(0.38461538, -2.23076923)",[ 0.38461538 -2.23076923],2.2636829168519466,-1.400061117271115,(-0.3092908551423617+0.3530874830859673j)
"(0.53846154, -2.23076923)",[ 0.53846154 -2.23076923],2.2948359827172755,-1.3339475651176393,(-0.4427769407039514+0.1228836100693903j)
"(0.69230769, -2.23076923)",[ 0.69230769 -2.23076923],2.33572714484118,-1.2698760932804585,(-0.41698969057363383-0.16670548108867386j)
"(0.84615385, -2.23076923)",[ 0.84615385 -2.23076923],2.3858557574557215,-1.2082520879087675,(-0.20137056584926963-0.3893343465619641j)
"(1.0, -2.23076923)",[ 1.         -2.23076923],2.444653627308947,-1.1493771197783795,(0.12227590240660607-0.40947979122153355j)
"(1.15384615, -2.23076923)",[ 1.15384615 -2.23076923],2.5115119540596686,-1.0934509456407369,(0.37189010719514726-0.18684477945086608j)
"(1.30769231, -2.23076923)",[ 1.30769231 -2.23076923],2.5858055872682946,-1.0405805530979126,(0.37444394004274373+0.15438035942478734j)
"(1.46153846, -2.23076923)",[ 1.46153846 -2.23076923],2.6669132021072537,-0.9907935529116749,(0.11149795232093603+0.3780380240955963j)
"(1.61538462, -2.23076923)",[ 1.61538462 -2.23076923],2.7542328928482678,-0.9440534240627889,(-0.22842817399389875+0.3084852344150516j)
"(1.76923077, -2.23076923)",[ 1.76923077 -2.23076923],2.8471931573094205,-0.9002747684347854,(-0.3742851668103267-0.006452909593768642j)
"(1.92307692, -2.23076923)",[ 1.92307692 -2.23076923],2.9452599541893543,-0.8593372016761254,(-0.20057806918769822-0.30563578241423084j)
"(2.07692308, -2.23076923)",[ 2.07692308 -2.23076923],3.0479404255581306,-0.8210972751659443,(0.1426410049120444-0.32766091432557076j)
"(2.23076923, -2.23076923)",[ 2.23076923 -2.23076923],3.1547840995905863,-0.7853981633974483,(0.34538043880090047-0.05325216518530515j)
"(2.38461538, -2.23076923)",[ 2.38461538 -2.23076923],3.265382346379569,-0.7520771683127638,(0.22078842346388242+0.2607648161881959j)
"(2.53846154, -2.23076923)",[ 2.53846154 -2.23076923],3.379366560107673,-0.7209713235003922,(-0.1086124996118471+0.3157837239921814j)
"(2.69230769, -2.23076923)",[ 2.69230769 -2.23076923],3.4964055907671705,-0.691921382490553,(-0.32014699915787964+0.06292327545348626j)
"(2.84615385, -2.23076923)",[ 2.84615385 -2.23076923],3.6162028559505086,-0.6647744939938162,(-0.20749150366027844-0.24201865059713654j)
"(3.0, -2.23076923)",[ 3.         -2.23076923],3.738493193455726,-0.6393859055210586,(0.10893422357662466-0.2919718286061445j)
"(-3.0, -2.07692308)",[-3.         -2.07692308],3.6487819173303144,-2.53604798929149,(-0.39602967659053745+0.05940782552939304j)
"(-2.84615385, -2.07692308)",[-2.84615385 -2.07692308],3.523379232797189,-2.511191232054322,(-0.19286170060128688+0.360142533317615j)
"(-2.69230769, -2.07692308)",[-2.69230769 -2.07692308],3.400313247021489,-2.4845177167471264,(0.16890123453669767+0.3811472247260335j)
"(-2.53846154, -2.07692308)",[-2.53846154 -2.07692308],3.279847019343411,-2.455863142254464,(0.4102136511424241+0.11315566064496126j)
"(-2.38461538, -2.07692308)",[-2.38461538 -2.07692308],3.162277658708866,-2.425050977801082,(0.3615074610326326-0.2409151241900911j)
"(-2.23076923, -2.07692308)",[-2.23076923 -2.07692308],3.0479404255581306,-2.3918936019608408,(0.06945870499822974-0.43806591446347976j)
"(-2.07692308, -2.07692308)",[-2.07692308 -2.07692308],2.9372127877417005,-2.356194490192345,(-0.2678368374471001-0.3651042753097096j)
"(-1.92307692, -2.07692308)",[-1.92307692 -2.07692308],2.830518383701716,-2.317751898634968,(-0.45401250718391656-0.08645171929799177j)
"(-1.76923077, -2.07692308)",[-1.76923077 -2.07692308],2.7283304414515994,-2.2763645039634146,(-0.4102272764642793+0.23246399665075299j)
"(-1.61538462, -2.07692308)",[-1.61538462 -2.07692308],2.6311740631834355,-2.2318394963122503,(-0.18886088919762295+0.44205764875666237j)
"(-1.46153846, -2.07692308)",[-1.46153846 -2.07692308],2.5396267738185188,-2.1840036744767453,(0.09178624391510028+0.4809120253648744j)
"(-1.30769231, -2.07692308)",[-1.30769231 -2.07692308],2.4543163320708725,-2.132717889179413,(0.3262039809838332+0.3762283861601615j)
"(-1.15384615, -2.07692308)",[-1.15384615 -2.07692308],2.3759146487419343,-2.0778948291432084,(0.46457511585824207+0.1993673609280399j)
"(-1.0, -2.07692308)",[-1.         -2.07692308],2.305126781814112,-2.019519670226553,(0.5117473429856011+0.018932223986518195j)
"(-0.84615385, -2.07692308)",[-0.84615385 -2.07692308],2.2426738100103876,-1.9576720455965129,(0.5023904598990484-0.12333351280311462j)
"(-0.69230769, -2.07692308)",[-0.69230769 -2.07692308],2.1892691515366085,-1.8925468797470943,(0.47550653785712343-0.2126328539075226j)
"(-0.53846154, -2.07692308)",[-0.53846154 -2.07692308],2.145588569669371,-1.8244704232677296,(0.45950619943476456-0.248850086669604j)
"(-0.38461538, -2.07692308)",[-0.38461538 -2.07692308],2.1122354202998372,-1.7539071416435876,(0.46690704987637477-0.23376106082977732j)
"(-0.23076923, -2.07692308)",[-0.23076923 -2.07692308],2.0897042656202527,-1.681453547440337,(0.4927965369775762-0.16459278079663306j)
"(-0.07692308, -2.07692308)",[-0.07692308 -2.07692308],2.078347093358896,-1.6078164440934841,(0.5134243390841257-0.036994589942878214j)
"(0.07692308, -2.07692308)",[ 0.07692308 -2.07692308],2.078347093358896,-1.533776209496309,(0.4875846706831881+0.1419711042572763j)
"(0.23076923, -2.07692308)",[ 0.23076923 -2.07692308],2.0897042656202527,-1.4601391061494562,(0.36935798438212053+0.3355134866973314j)
"(0.38461538, -2.07692308)",[ 0.38461538 -2.07692308],2.1122354202998372,-1.3876855119462055,(0.138920166449756+0.4684374732349653j)
"(0.53846154, -2.07692308)",[ 0.53846154 -2.07692308],2.145588569669371,-1.3171222303220635,(-0.15853360928160984+0.45004906814906953j)
"(0.69230769, -2.07692308)",[ 0.69230769 -2.07692308],2.1892691515366085,-1.2490457738426988,(-0.40059546512628946+0.23634522901440738j)
"(0.84615385, -2.07692308)",[ 0.84615385 -2.07692308],2.2426738100103876,-1.1839206079932802,(-0.441011901248568-0.10253002071106257j)
"(1.0, -2.07692308)",[ 1.         -2.07692308],2.305126781814112,-1.1220729833632401,(-0.2215592691163674-0.38040601877314434j)
"(1.15384615, -2.07692308)",[ 1.15384615 -2.07692308],2.3759146487419343,-1.063697824446585,(0.13998872557431788-0.4040234396317636j)
"(1.30769231, -2.07692308)",[ 1.30769231 -2.07692308],2.4543163320708725,-1.00887476441038,(0.3918225366847717-0.13717949705622484j)
"(1.46153846, -2.07692308)",[ 1.46153846 -2.07692308],2.5396267738185188,-0.9575889791130479,(0.33341018644603304+0.22685163558934526j)
"(1.61538462, -2.07692308)",[ 1.61538462 -2.07692308],2.6311740631834355,-0.909753157277543,(0.004266231488139241+0.3922304569066033j)
"(1.76923077, -2.07692308)",[ 1.76923077 -2.07692308],2.7283304414515994,-0.8652281496263787,(-0.3162761257859026+0.21450552781715526j)
"(1.92307692, -2.07692308)",[ 1.92307692 -2.07692308],2.830518383701716,-0.8238407549548253,(-0.3420724239319562-0.14818947197162116j)
"(2.07692308, -2.07692308)",[ 2.07692308 -2.07692308],2.9372127877417005,-0.7853981633974483,(-0.051248926680242834-0.36024626758954853j)
"(2.23076923, -2.07692308)",[ 2.23076923 -2.07692308],3.0479404255581306,-0.7496990516289523,(0.2766827879885082-0.22267376521695584j)
"(2.38461538, -2.07692308)",[ 2.38461538 -2.07692308],3.162277658708866,-0.7165416757887113,(0.3231926170350616+0.12503101833088456j)
"(2.53846154, -2.07692308)",[ 2.53846154 -2.07692308],3.279847019343411,-0.6857295113353291,(0.04837298883160323+0.33455832124867j)
"(2.69230769, -2.07692308)",[ 2.69230769 -2.07692308],3.400313247021489,-0.6570749368426668,(-0.2633459381011986+0.1985333635024278j)
"(2.84615385, -2.07692308)",[ 2.84615385 -2.07692308],3.523379232797189,-0.6304014215354711,(-0.2924384586411419-0.134734025008769j)
"(3.0, -2.07692308)",[ 3.         -2.07692308],3.6487819173303144,-0.6055446642983033,(-0.016714718602492306-0.31429908443604804j)
"(-3.0, -1.92307692)",[-3.         -1.92307692],3.5634568666165567,-2.571552190617017,(-0.2832762015746854+0.29106192151063665j)
"(-2.84615385, -1.92307692)",[-2.84615385 -1.92307692],3.4349405494282585,-2.547378951158467,(0.0766842777776511+0.4077168552400762j)
"(-2.69230769, -1.92307692)",[-2.69230769 -1.92307692],3.308586637503969,-2.521343167958323,(0.38232815193406816+0.18319076769826434j)
"(-2.53846154, -1.92307692)",[-2.53846154 -1.92307692],3.1846525446735723,-2.4932606655643763,(0.3866501140242758-0.1958113306560114j)
"(-2.38461538, -1.92307692)",[-2.38461538 -1.92307692],3.0634319562819132,-2.462930162677546,(0.09330258590858169-0.4332869253535907j)
"(-2.23076923, -1.92307692)",[-2.23076923 -1.92307692],2.9452599541893543,-2.430133528471022,(-0.2737806899944005-0.36136157164091687j)
"(-2.07692308, -1.92307692)",[-2.07692308 -1.92307692],2.830518383701716,-2.394637081749722,(-0.4616665835491741-0.04436376328740576j)
"(-1.92307692, -1.92307692)",[-1.92307692 -1.92307692],2.7196414617506792,-2.356194490192345,(-0.36534357331532713+0.3026846885340129j)
"(-1.76923077, -1.92307692)",[-1.76923077 -1.92307692],2.613121190789183,-2.3145519121076212,(-0.06583315631884733+0.4807191480856284j)
"(-1.61538462, -1.92307692)",[-1.61538462 -1.92307692],2.511511957122488,-2.2694561537114817,(0.2613769150022789+0.4214862510276396j)
"(-1.46153846, -1.92307692)",[-1.46153846 -1.92307692],2.4154336070974622,-2.220666776470536,(0.46964379321944644+0.18966585629311244j)
"(-1.30769231, -1.92307692)",[-1.30769231 -1.92307692],2.325571761496476,-2.1679729864521256,(0.50823786390212-0.09259067985819393j)
"(-1.15384615, -1.92307692)",[-1.15384615 -1.92307692],2.242673801092461,-2.111215826300775,(0.4132305648849502-0.32541816091556575j)
"(-1.0, -1.92307692)",[-1.         -1.92307692],2.167538890132467,-2.050315619442405,(0.25792468167043736-0.467905896841266j)
"(-0.84615385, -1.92307692)",[-0.84615385 -1.92307692],2.101000042386127,-1.9853032036450982,(0.10781370607572732-0.5302778298409128j)
"(-0.69230769, -1.92307692)",[-0.69230769 -1.92307692],2.043896958721213,-1.9163519068242008,(0.0017928967588491133-0.5460970081602216j)
"(-0.53846154, -1.92307692)",[-0.53846154 -1.92307692],1.9970392260283367,-1.8438050310388772,(-0.044058430641306705-0.5470529144946613j)
"(-0.38461538, -1.92307692)",[-0.38461538 -1.92307692],1.9611613474595175,-1.7681918846447773,(-0.024671037328371434-0.5484436135133693j)
"(-0.23076923, -1.92307692)",[-0.23076923 -1.92307692],1.9368735833170627,-1.6902252526081878,(0.06095206322564779-0.543035519632782j)
"(-0.07692308, -1.92307692)",[-0.07692308 -1.92307692],1.924614766771099,-1.6107750155795286,(0.20495084865162264-0.5008197316834216j)
"(0.07692308, -1.92307692)",[ 0.07692308 -1.92307692],1.924614766771099,-1.5308176380102647,(0.37498504417073975-0.37902302588541575j)
"(0.23076923, -1.92307692)",[ 0.23076923 -1.92307692],1.9368735833170627,-1.4513674009816055,(0.5006737363651699-0.15062531486149192j)
"(0.38461538, -1.92307692)",[ 0.38461538 -1.92307692],1.9611613474595175,-1.3734007689450158,(0.4873724573000596+0.15236662207997834j)
"(0.53846154, -1.92307692)",[ 0.53846154 -1.92307692],1.9970392260283367,-1.297787622550916,(0.27555817074556693+0.4138690103366136j)
"(0.69230769, -1.92307692)",[ 0.69230769 -1.92307692],2.043896958721213,-1.2252407467655924,(-0.07986383289129663+0.47652584213130356j)
"(0.84615385, -1.92307692)",[ 0.84615385 -1.92307692],2.101000042386127,-1.1562894499446952,(-0.38965897413229733+0.26074424759627224j)
"(1.0, -1.92307692)",[ 1.         -1.92307692],2.167538890132467,-1.0912770341473885,(-0.4370991293021524-0.12419941790581612j)
"(1.15384615, -1.92307692)",[ 1.15384615 -1.92307692],2.242673801092461,-1.0303768272890184,(-0.1648660474952212-0.40799907823743387j)
"(1.30769231, -1.92307692)",[ 1.30769231 -1.92307692],2.325571761496476,-0.9736196671376677,(0.22723196036505064-0.3605801062517572j)
"(1.46153846, -1.92307692)",[ 1.46153846 -1.92307692],2.4154336070974622,-0.9209258771192573,(0.41308242123698546-0.013230772479621407j)
"(1.61538462, -1.92307692)",[ 1.61538462 -1.92307692],2.511511957122488,-0.8721364998783114,(0.2273678407905478+0.33090663265595077j)
"(1.76923077, -1.92307692)",[ 1.76923077 -1.92307692],2.613121190789183,-0.8270407414821719,(-0.15865252136231398+0.35698925813561533j)
"(1.92307692, -1.92307692)",[ 1.92307692 -1.92307692],2.7196414617506792,-0.7853981633974483,(-0.3778721711826654+0.04426777875685857j)
"(2.07692308, -1.92307692)",[ 2.07692308 -1.92307692],2.830518383701716,-0.7469555718400713,(-0.22074915380758586-0.2976581874036797j)
"(2.23076923, -1.92307692)",[ 2.23076923 -1.92307692],2.9452599541893543,-0.7114591251187713,(0.14813595432528065-0.32907342858127564j)
"(2.38461538, -1.92307692)",[ 2.38461538 -1.92307692],3.0634319562819132,-0.6786624909122471,(0.3503671170474478-0.026663120877951273j)
"(2.53846154, -1.92307692)",[ 2.53846154 -1.92307692],3.1846525446735723,-0.648331988025417,(0.18326975853481672+0.28903535136800423j)
"(2.69230769, -1.92307692)",[ 2.69230769 -1.92307692],3.308586637503969,-0.6202494856314702,(-0.1673210011730019+0.28867110951431635j)
"(2.84615385, -1.92307692)",[ 2.84615385 -1.92307692],3.4349405494282585,-0.5942137024313265,(-0.3253404935852711-0.017085173853893115j)
"(3.0, -1.92307692)",[ 3.         -1.92307692],3.5634568666165567,-0.5700404629727764,(-0.1282366089168548-0.2917849217188035j)
"(-3.0, -1.76923077)",[-3.         -1.76923077],3.482840438135918,-2.6087487657801605,(-0.0666174745554015+0.4062582403837069j)
"(-2.84615385, -1.76923077)",[-2.84615385 -1.76923077],3.351233989948272,-2.5854264238802993,(0.3085843853974621+0.28646660393896456j)
"(-2.69230769, -1.76923077)",[-2.69230769 -1.76923077],3.221598704858805,-2.560212469191963,(0.42059263047861645-0.09366243697446576j)
"(-2.53846154, -1.76923077)",[-2.53846154 -1.76923077],3.0941823649510325,-2.5329033463427275,(0.17372141798309487-0.40557558835638097j)
"(-2.38461538, -1.76923077)",[-2.38461538 -1.76923077],2.96927062223155,-2.5032728444465193,(-0.22412252761519097-0.3925398705247333j)
"(-2.23076923, -1.76923077)",[-2.23076923 -1.76923077],2.8471931573094205,-2.471071095229682,(-0.45767892215761913-0.07187032787437513j)
"(-2.07692308, -1.76923077)",[-2.07692308 -1.76923077],2.7283304414515994,-2.4360244764212755,(-0.36058141593023774+0.3092035199755212j)
"(-1.92307692, -1.76923077)",[-1.92307692 -1.76923077],2.613121190789183,-2.3978370682770684,(-0.01667313750074631+0.4868164463973207j)
"(-1.76923077, -1.76923077)",[-1.76923077 -1.76923077],2.502070149901794,-2.356194490192345,(0.34063417783837463+0.3653373534493798j)
"(-1.61538462, -1.76923077)",[-1.61538462 -1.76923077],2.39575561943353,-2.3107712119769532,(0.5101762606196262+0.044007608674450575j)
"(-1.46153846, -1.76923077)",[-1.46153846 -1.76923077],2.294835982717276,-2.2612427831192514,(0.4360693412271404-0.29166035632397985j)
"(-1.30769231, -1.76923077)",[-1.30769231 -1.76923077],2.200053793694129,-2.2073045432185445,(0.19624331264591474-0.499728862839313j)
"(-1.15384615, -1.76923077)",[-1.15384615 -1.76923077],2.112235416658052,-2.148698262033004,(-0.08391854049766799-0.5420662905390061j)
"(-1.0, -1.76923077)",[-1.         -1.76923077],2.032283818150111,-2.085247639667678,(-0.3112207547222126-0.4644994901694404j)
"(-0.84615385, -1.76923077)",[-0.84615385 -1.76923077],1.961161353735234,-2.0169018773383,(-0.453343966396766-0.3424937888408971j)
"(-0.69230769, -1.76923077)",[-0.69230769 -1.76923077],1.8998598514490297,-1.943784047316269,(-0.5231200745265241-0.23898604510859373j)
"(-0.53846154, -1.76923077)",[-0.53846154 -1.76923077],1.849356198133276,-1.866237164613357,(-0.5471494626065672-0.19066093359257855j)
