index,xy,r,theta,value
"(2.53846154, -0.07692308)",[ 2.53846154 -0.07692308],2.539626773818519,-0.03029376111143565,(0.32894525313532497+0.45675055105701456j)
"(2.69230769, -0.07692308)",[ 2.69230769 -0.07692308],2.6934063670136785,-0.028563659005154778,(-0.24728638898391211+0.4775119427649506j)
"(2.84615385, -0.07692308)",[ 2.84615385 -0.07692308],2.8471931613619943,-0.027020450231060412,(-0.5152551644513746-0.006951355592103062j)
"(3.0, -0.07692308)",[ 3.         -0.07692308],3.000986031329817,-0.02563540954664463,(-0.21402742042052825-0.44651482005657656j)
"(-3.0, 0.07692308)",[-3.          0.07692308],3.000986031329817,3.1159572440431487,(0.15818607056691492-0.4087099867547434j)
"(-2.84615385, 0.07692308)",[-2.84615385  0.07692308],2.8471931613619943,3.114572203358733,(-0.31597973825094533-0.3234031099572794j)
"(-2.69230769, 0.07692308)",[-2.69230769  0.07692308],2.6934063670136785,3.1130289945846386,(-0.4399719538184891+0.15790209764745822j)
"(-2.53846154, 0.07692308)",[-2.53846154  0.07692308],2.539626773818519,3.1112988924783576,(-0.04183261106497646+0.48262540070443954j)
"(-2.38461538, 0.07692308)",[-2.38461538  0.07692308],2.3858557522971147,3.109345769803188,(0.43695394384554+0.2500395189373098j)
"(-2.23076923, 0.07692308)",[-2.23076923  0.07692308],2.2320950960367885,3.1071235512007367,(0.42874727575420957-0.3028026061744811j)
"(-2.07692308, 0.07692308)",[-2.07692308  0.07692308],2.078347093358896,3.1045725362912058,(-0.09571795371130039-0.540995206005219j)
"(-1.92307692, 0.07692308)",[-1.92307692  0.07692308],1.924614766771099,3.1016139648051615,(-0.5569144265141389-0.15381753600933587j)
"(-1.76923077, 0.07692308)",[-1.76923077  0.07692308],1.7709022213977483,3.098141756481281,(-0.4032571483146266+0.4592601526305017j)
"(-1.61538462, 0.07692308)",[-1.61538462  0.07692308],1.6172150848817948,3.094009548548104,(0.24772150506219684+0.6024661724969665j)
"(-1.46153846, 0.07692308)",[-1.46153846  0.07692308],1.4635613517361883,3.089009589824155,(0.6989099210286001+0.05825728330625466j)
"(-1.30769231, 0.07692308)",[-1.30769231  0.07692308],1.3099527998633471,3.0828368286326913,(0.4175516605954648-0.6422481342430595j)
"(-1.15384615, 0.07692308)",[-1.15384615  0.07692308],1.1564074100880315,3.0750244869378633,(-0.38647558222361955-0.7636594017165881j)
"(-1.0, 0.07692308)",[-1.          0.07692308],1.0029542164210121,3.064820759261192,(-0.9899750076102347-0.11326794483892563j)
"(1.0, 0.07692308)",[1.         0.07692308],1.0029542164210121,0.07677189432860157,(-0.8779277358595647-0.4798582058792908j)
"(1.15384615, 0.07692308)",[1.15384615 0.07692308],1.1564074100880315,0.06656816665193002,(-0.10117276894646608-1.001632634358756j)
"(1.30769231, 0.07692308)",[1.30769231 0.07692308],1.3099527998633471,0.05875582495710201,(0.745691084104374-0.631417301587469j)
"(1.46153846, 0.07692308)",[1.46153846 0.07692308],1.4635613517361883,0.05258306376563785,(0.8916148064090776+0.2594189175108079j)
"(1.61538462, 0.07692308)",[1.61538462 0.07692308],1.6172150848817948,0.04758310504168928,(0.2437701486776146+0.83920014722192j)
"(1.76923077, 0.07692308)",[1.76923077 0.07692308],1.7709022213977483,0.04345089710851197,(-0.5524963927291753+0.6054389641251053j)
"(1.92307692, 0.07692308)",[1.92307692 0.07692308],1.924614766771099,0.0399786887846319,(-0.7525075062579137-0.15745909468033398j)
"(2.07692308, 0.07692308)",[2.07692308 0.07692308],2.078347093358896,0.03702011729858756,(-0.22351651989340512-0.6870138192427104j)
"(2.23076923, 0.07692308)",[2.23076923 0.07692308],2.2320950960367885,0.03446910238905671,(0.4620926607145808-0.49991292148123245j)
"(2.38461538, 0.07692308)",[2.38461538 0.07692308],2.3858557522971147,0.03224688378660528,(0.6242589229113409+0.1560927773874904j)
"(2.53846154, 0.07692308)",[2.53846154 0.07692308],2.539626773818519,0.03029376111143565,(0.14995662216173583+0.5914744860405906j)
"(2.69230769, 0.07692308)",[2.69230769 0.07692308],2.6934063670136785,0.028563659005154778,(-0.43062693162664206+0.38920263891605017j)
"(2.84615385, 0.07692308)",[2.84615385 0.07692308],2.8471931613619943,0.027020450231060412,(-0.5192689767516624-0.19255698025908408j)
"(3.0, 0.07692308)",[3.         0.07692308],3.000986031329817,0.02563540954664463,(-0.06373226726677078-0.5260717635390423j)
"(-3.0, 0.23076923)",[-3.          0.23076923],3.008862648496071,3.064820762574917,(0.23089329006639964-0.3691353794533567j)
"(-2.84615385, 0.23076923)",[-2.84615385  0.23076923],2.855494033505343,3.060688554811921,(-0.24298126316174126-0.37750380351134205j)
"(-2.69230769, 0.23076923)",[-2.69230769  0.23076923],2.7021797007504755,3.0560873601222855,(-0.459991709780463+0.05957786654534993j)
"(-2.53846154, 0.23076923)",[-2.53846154  0.23076923],2.548929466967253,3.050932766744239,(-0.15024768330573193+0.4562126963559067j)
"(-2.38461538, 0.23076923)",[-2.38461538  0.23076923],2.3957556110854332,3.045118878541227,(0.35806730613627524+0.3471164978874843j)
"(-2.23076923, 0.23076923)",[-2.23076923  0.23076923],2.24267380486543,3.0385110453729753,(0.4890961181849013-0.174778849910765j)
"(-2.07692308, 0.23076923)",[-2.07692308  0.23076923],2.0897042656202527,3.0309354329443527,(0.06617429838021346-0.5388663049487403j)
"(-1.92307692, 0.23076923)",[-1.92307692  0.23076923],1.9368735833170627,3.022163727776502,(-0.47121742349546236-0.32075225235691657j)
"(-1.76923077, 0.23076923)",[-1.76923077  0.23076923],1.7842174629314629,3.0118901169171526,(-0.5326107832443966+0.2801192847551257j)
"(-1.61538462, 0.23076923)",[-1.61538462  0.23076923],1.6317848841214753,2.999695599852296,(-0.01504448427931604+0.6396204004138814j)
"(-1.46153846, 0.23076923)",[-1.46153846  0.23076923],1.4796449261812663,2.9849907769591293,(0.5824728813683766+0.3637059846228932j)
"(-1.30769231, 0.23076923)",[-1.30769231  0.23076923],1.3278981945721324,2.9669204554540367,(0.6769502710368849-0.3164294202133142j)
"(-1.15384615, 0.23076923)",[-1.15384615  0.23076923],1.1766968069067814,2.9441970937399127,(0.1678048971790319-0.814440984238169j)
"(-1.0, 0.23076923)",[-1.          0.23076923],1.0262818509136722,2.9147938062662444,(-0.5581039936528579-0.7888795768010214j)
"(1.0, 0.23076923)",[1.         0.23076923],1.0262818509136722,0.2267988473235488,(-0.4745433608553302-0.8842036367406415j)
"(1.15384615, 0.23076923)",[1.15384615 0.23076923],1.1766968069067814,0.19739555984988078,(0.4789277882076612-0.9006758968365427j)
"(1.30769231, 0.23076923)",[1.30769231 0.23076923],1.3278981945721324,0.17467219813575646,(1.0039679286302892-0.11866064572014884j)
"(1.46153846, 0.23076923)",[1.46153846 0.23076923],1.4796449261812663,0.156601876630664,(0.6434707595665445+0.7359227663755886j)
"(1.61538462, 0.23076923)",[1.61538462 0.23076923],1.6317848841214753,0.14189705373749725,(-0.2442755335475717+0.8980024523918791j)
"(1.76923077, 0.23076923)",[1.76923077 0.23076923],1.7842174629314629,0.12970253667264073,(-0.8379508279790397+0.2641370284143661j)
"(1.92307692, 0.23076923)",[1.92307692 0.23076923],1.9368735833170627,0.11942892581329113,(-0.627096800562631-0.5383678166936171j)
"(2.07692308, 0.23076923)",[2.07692308 0.23076923],2.0897042656202527,0.11065722064544037,(0.12895082754345283-0.7661691396441405j)
"(2.23076923, 0.23076923)",[2.23076923 0.23076923],2.24267380486543,0.10308160821681787,(0.6831603839736082-0.2604380342990272j)
"(2.38461538, 0.23076923)",[2.38461538 0.23076923],2.3957556110854332,0.09647377504856629,(0.5335070537383138+0.43659535953517414j)
"(2.53846154, 0.23076923)",[2.53846154 0.23076923],2.548929466967253,0.09065988684555384,(-0.11281718819185739+0.6418307766301604j)
"(2.69230769, 0.23076923)",[2.69230769 0.23076923],2.7021797007504755,0.08550529346750772,(-0.5843963167470854+0.20018475057286084j)
"(2.84615385, 0.23076923)",[2.84615385 0.23076923],2.855494033505343,0.08090409877787211,(-0.4322025129071753-0.3975345664740574j)
"(3.0, 0.23076923)",[3.         0.23076923],3.008862648496071,0.07677189101487608,(0.13990679999343733-0.5420228668702267j)
"(-3.0, 0.38461538)",[-3.          0.38461538],3.024554345772703,3.0140830968881382,(0.31466330820671407-0.29560965674009554j)
"(-2.84615385, 0.38461538)",[-2.84615385  0.38461538],2.872023803592576,3.0072712134087043,(-0.13058656321966436-0.42521360956549903j)
"(-2.69230769, 0.38461538)",[-2.69230769  0.38461538],2.719641463164893,2.9996956005456292,(-0.45301367677582555-0.07476928985714587j)
"(-2.53846154, 0.38461538)",[-2.53846154  0.38461538],2.5674337344110203,2.9912212274498042,(-0.28041262711932635+0.3833213658960224j)
"(-2.38461538, 0.38461538)",[-2.38461538  0.38461538],2.415433605186673,2.981679532013724,(0.22006605687657946+0.4405679133725279j)
"(-2.23076923, 0.38461538)",[-2.23076923  0.38461538],2.2636829168519466,2.9708574440660116,(0.511961779603095+0.011609135408855487j)
"(-2.07692308, 0.38461538)",[-2.07692308  0.38461538],2.1122354202998372,2.9584818387411023,(0.2660489783298206-0.46330660485298997j)
"(-1.92307692, 0.38461538)",[-1.92307692  0.38461538],1.9611613474595175,2.9441970957399124,(-0.28506897789743874-0.4815500272371912j)
"(-1.76923077, 0.38461538)",[-1.76923077  0.38461538],1.8105541991465866,2.9275319726071993,(-0.5890028801164293-0.0013961542958701714j)
"(-1.61538462, 0.38461538)",[-1.61538462  0.38461538],1.6605410145687725,2.9078494760685314,(-0.33613909953297144+0.5254859595563885j)
"(-1.46153846, 0.38461538)",[-1.46153846  0.38461538],1.511298666905955,2.884268941313005,(0.25502828506656217+0.6153910790310082j)
"(-1.30769231, 0.38461538)",[-1.30769231  0.38461538],1.3630803968092566,2.8555412155985898,(0.6923239437238894+0.19749823161113986j)
"(-1.15384615, 0.38461538)",[-1.15384615  0.38461538],1.216260633418005,2.819842101793151,(0.6859427350880986-0.3988840092236493j)
"(-1.0, 0.38461538)",[-1.          0.38461538],1.0714144812034905,2.7744188237921925,(0.34930186190200635-0.8387358159105693j)
"(1.0, 0.38461538)",[1.         0.38461538],1.0714144812034905,0.36717382979760066,(0.08689357605488733-0.997427188498279j)
"(1.15384615, 0.38461538)",[1.15384615 0.38461538],1.216260633418005,0.3217505517966422,(0.8952978269572693-0.4787652825664462j)
"(1.30769231, 0.38461538)",[1.30769231 0.38461538],1.3630803968092566,0.2860514379912036,(0.9040390560539195+0.4717331889054003j)
"(1.46153846, 0.38461538)",[1.46153846 0.38461538],1.511298666905955,0.25732371227678813,(0.12353218552591368+0.9951347749501406j)
"(1.61538462, 0.38461538)",[1.61538462 0.38461538],1.6605410145687725,0.23374317752126195,(-0.7267736898090118+0.6396725381853277j)
"(1.76923077, 0.38461538)",[1.76923077 0.38461538],1.8105541991465866,0.21406068098259406,(-0.8916474357771635-0.23937445968792376j)
"(1.92307692, 0.38461538)",[1.92307692 0.38461538],1.9611613474595175,0.19739555784988075,(-0.2679093701085011-0.831807476673826j)
"(2.07692308, 0.38461538)",[2.07692308 0.38461538],2.1122354202998372,0.18311081484869104,(0.5296468498966904-0.6314130370421738j)
"(2.23076923, 0.38461538)",[2.23076923 0.38461538],2.2636829168519466,0.17073520952378166,(0.767740029443395+0.11480275453497006j)
"(2.38461538, 0.38461538)",[2.38461538 0.38461538],2.415433605186673,0.15991312157606916,(0.2784557922376865+0.6763968725718063j)
"(2.53846154, 0.38461538)",[2.53846154 0.38461538],2.5674337344110203,0.1503714261399891,(-0.4181347697646889+0.5491466911975063j)
"(2.69230769, 0.38461538)",[2.69230769 0.38461538],2.719641463164893,0.14189705304416395,(-0.6471144704490851-0.08443554258812586j)
"(2.84615385, 0.38461538)",[2.84615385 0.38461538],2.872023803592576,0.13432144018108905,(-0.2315374242736727-0.5735159853062353j)
"(3.0, 0.38461538)",[3.         0.38461538],3.024554345772703,0.1275095567016548,(0.36970702166930947-0.4567771970903079j)
"(-3.0, 0.53846154)",[-3.          0.53846154],3.0479404242962445,2.9639964858094903,(0.3882938594900022-0.17846394498174975j)
"(-2.84615385, 0.53846154)",[-2.84615385  0.53846154],2.8966416015670617,2.954613383395847,(0.019926329731076033-0.4393959534035159j)
"(-2.69230769, 0.53846154)",[-2.69230769  0.53846154],2.745625889973415,2.9441970930256267,(-0.3914333045605462-0.2289805316900701j)
"(-2.53846154, 0.53846154)",[-2.53846154  0.53846154],2.5949427392754436,2.9325697103265864,(-0.39984683852747654+0.24406021649695334j)
"(-2.38461538, 0.53846154)",[-2.38461538  0.53846154],2.444653623847705,2.9195107506546103,(0.020811993793072258+0.484501224315451j)
"(-2.23076923, 0.53846154)",[-2.23076923  0.53846154],2.2948359827172755,2.904743891912536,(0.44719605952032443+0.2308721214554109j)
"(-2.07692308, 0.53846154)",[-2.07692308  0.53846154],2.145588569669371,2.88791855711696,(0.4447467994691318-0.27670311137327686j)
"(-1.92307692, 0.53846154)",[-1.92307692  0.53846154],1.9970392260283367,2.8685839493458127,(0.002410215501464259-0.5470005490224494j)
"(-1.76923077, 0.53846154)",[-1.76923077  0.53846154],1.849356198133276,2.8461518157713326,(-0.47473643451020886-0.321898220867806j)
"(-1.61538462, 0.53846154)",[-1.61538462  0.53846154],1.7027648988018622,2.819842099193151,(-0.5693663309842562+0.20312745870176213j)
"(-1.46153846, 0.53846154)",[-1.46153846  0.53846154],1.5575735938049102,2.7886022644945903,(-0.21736767340958266+0.6034405639167933j)
"(-1.30769231, 0.53846154)",[-1.30769231  0.53846154],1.4142135650927365,2.750985609507491,(0.30311570988948316+0.6165414431388846j)
"(-1.15384615, 0.53846154)",[-1.15384615  0.53846154],1.2733034861842616,2.704965491403989,(0.6796920649591991+0.31022993460712417j)
"(-1.0, 0.53846154)",[-1.          0.53846154],1.1357556207473383,2.6476512834775514,(0.8331831887800734-0.06648450425209007j)
"(-0.84615385, 0.53846154)",[-0.84615385  0.53846154],1.002954220255837,2.574863436830993,(0.9469880580740176-0.3047330380653115j)
"(0.84615385, 0.53846154)",[0.84615385 0.53846154],1.002954220255837,0.5667292167588005,(-0.33222647631976404-0.9429279356454198j)
"(1.0, 0.53846154)",[1.         0.53846154],1.1357556207473383,0.49394137011224176,(0.6183206309528625-0.7783543473840449j)
"(1.15384615, 0.53846154)",[1.15384615 0.53846154],1.2733034861842616,0.43662716218580416,(1.0009864151063226+0.10749390320812317j)
"(1.30769231, 0.53846154)",[1.30769231 0.53846154],1.4142135650927365,0.3906070440823022,(0.4703695702218703+0.9068603498679556j)
"(1.46153846, 0.53846154)",[1.46153846 0.53846154],1.5575735938049102,0.35299038909520314,(-0.4827903933566436+0.8997677424743576j)
"(1.61538462, 0.53846154)",[1.61538462 0.53846154],1.7027648988018622,0.32175055439664224,(-0.9956578068770061+0.10958052500302784j)
"(1.76923077, 0.53846154)",[1.76923077 0.53846154],1.849356198133276,0.2954408378184605,(-0.6276137755923917-0.736173940478566j)
"(1.92307692, 0.53846154)",[1.92307692 0.53846154],1.9970392260283367,0.27300870424398066,(0.25361612154887025-0.8885568592195746j)
"(2.07692308, 0.53846154)",[2.07692308 0.53846154],2.145588569669371,0.25367409647283296,(0.8378442600431733-0.2572871389667287j)
"(2.23076923, 0.53846154)",[2.23076923 0.53846154],2.2948359827172755,0.23684876167725732,(0.6291835003478119+0.5383074252249439j)
"(2.38461538, 0.53846154)",[2.38461538 0.53846154],2.444653623847705,0.22208190293518315,(-0.11889615983993275+0.7718115356843452j)
"(2.53846154, 0.53846154)",[2.53846154 0.53846154],2.5949427392754436,0.20902294326320664,(-0.680307078390544+0.2816605225403251j)
"(2.69230769, 0.53846154)",[2.69230769 0.53846154],2.745625889973415,0.1973955605641665,(-0.5566674564623271-0.415805724521495j)
"(2.84615385, 0.53846154)",[2.84615385 0.53846154],2.8966416015670617,0.18697927019394636,(0.07386159353175979-0.6524925136594387j)
"(3.0, 0.53846154)",[3.         0.53846154],3.0479404242962445,0.17759616778030318,(0.5705377284252958-0.24725815411167626j)
"(-3.0, 0.69230769)",[-3.          0.69230769],3.078845552741017,2.9147938062662444,(0.4218812375396413-0.01880017845363289j)
"(-2.84615385, 0.69230769)",[-2.84615385  0.69230769],2.9291435054471058,2.9029833321574543,(0.19064964456116015-0.3900542972883359j)
"(-2.69230769, 0.69230769)",[-2.69230769  0.69230769],2.7798939971276373,2.88990268242885,(-0.2547542052871664-0.3673168005072956j)
"(-2.53846154, 0.69230769)",[-2.53846154  0.69230769],2.631174058798146,2.875340605438868,(-0.45940515154910294+0.03861124609630723j)
"(-2.38461538, 0.69230769)",[-2.38461538  0.69230769],2.483078824396374,2.859037701494486,(-0.20899456312355483+0.4280696242264784j)
"(-2.23076923, 0.69230769)",[-2.23076923  0.69230769],2.33572714484118,2.840672420075355,(0.2618108666744022+0.418029251851281j)
"(-2.07692308, 0.69230769)",[-2.07692308  0.69230769],2.1892691515366085,2.8198421006375955,(0.5118349595182041+0.010891863720115235j)
"(-1.92307692, 0.69230769)",[-1.92307692  0.69230769],2.043896958721213,2.796037073560489,(0.31481028652215-0.4298814564480971j)
"(-1.76923077, 0.69230769)",[-1.76923077  0.69230769],1.8998598514490297,2.7686049330684206,(-0.15872924925257204-0.5332235734401387j)
"(-1.61538462, 0.69230769)",[-1.61538462  0.69230769],1.7574861046863728,2.7367008695460893,(-0.534723313606213-0.2327612186083853j)
"(-1.46153846, 0.69230769)",[-1.46153846  0.69230769],1.6172150777470224,2.6992184314954013,(-0.5675627932681638+0.2352224297808044j)
"(-1.30769231, 0.69230769)",[-1.30769231  0.69230769],1.4796449287806424,2.6546934238866324,(-0.2931117947468711+0.5820325992031055j)
"(-1.15384615, 0.69230769)",[-1.15384615  0.69230769],1.345604278940491,2.601173153319209,(0.08118351993910389+0.6937563656687062j)
"(-1.0, 0.69230769)",[-1.          0.69230769],1.2162606372127382,2.536047991544823,(0.377147760531684+0.6625901379556277j)
"(-0.84615385, 0.69230769)",[-0.84615385  0.69230769],1.093282340250202,2.455863146544893,(0.5284337169047136+0.6812329828700188j)
"(0.84615385, 0.69230769)",[0.84615385 0.69230769],1.093282340250202,0.6857295070449002,(0.24037364708817616-0.973392970861887j)
"(1.0, 0.69230769)",[1.         0.69230769],1.2162606372127382,0.60554466204497,(0.9511654627730218-0.3128492247486916j)
"(1.15384615, 0.69230769)",[1.15384615 0.69230769],1.345604278940491,0.5404195002705842,(0.777008490575587+0.6491055843016984j)
"(1.30769231, 0.69230769)",[1.30769231 0.69230769],1.4796449287806424,0.48689922970316096,(-0.12733588459959427+1.0246797323320047j)
"(1.46153846, 0.69230769)",[1.46153846 0.69230769],1.6172150777470224,0.442374222094392,(-0.9336731171507642+0.4700386267389387j)
"(1.61538462, 0.69230769)",[1.61538462 0.69230769],1.7574861046863728,0.40489178404370413,(-0.9111560804985916-0.5040943487820665j)
"(1.76923077, 0.69230769)",[1.76923077 0.69230769],1.8998598514490297,0.37298772052137247,(-0.0957147885363834-1.0156011806872542j)
"(1.92307692, 0.69230769)",[1.92307692 0.69230769],2.043896958721213,0.3455555800293042,(0.7615146543798632-0.6257930433588321j)
"(2.07692308, 0.69230769)",[2.07692308 0.69230769],2.1892691515366085,0.3217505529521978,(0.9014542484467115+0.2761068716925063j)
"(2.23076923, 0.69230769)",[2.23076923 0.69230769],2.33572714484118,0.30092023351443814,(0.24682245638931455+0.8609467370686592j)
"(2.38461538, 0.69230769)",[2.38461538 0.69230769],2.483078824396374,0.28255495209530723,(-0.5615525755950175+0.6343738637359279j)
"(2.53846154, 0.69230769)",[2.53846154 0.69230769],2.631174058798146,0.26625204815092535,(-0.7885165678328248-0.13260307452975548j)
"(2.69230769, 0.69230769)",[2.69230769 0.69230769],2.7798939971276373,0.25168997116094327,(-0.281702774288377-0.699415383839809j)
"(2.84615385, 0.69230769)",[2.84615385 0.69230769],2.9291435054471058,0.23860932143233893,(0.4282780925503832-0.5677854781198028j)
"(3.0, 0.69230769)",[3.         0.69230769],3.078845552741017,0.2267988473235488,(0.6672748403306734+0.07491098076134708j)
"(-3.0, 0.84615385)",[-3.          0.84615385],3.117046091714048,2.8666828109215445,(0.38358310421025515+0.16282349616786698j)
"(-2.84615385, 0.84615385)",[-2.84615385  0.84615385],2.9692706302625305,2.8526172427247434,(0.34199507107830474-0.25709989176544906j)
"(-2.69230769, 0.84615385)",[-2.69230769  0.84615385],2.822144049389215,2.8370817688423613,(-0.04671360412502895-0.4373843269637617j)
"(-2.53846154, 0.84615385)",[-2.53846154  0.84615385],2.675773407433633,2.819842098011333,(-0.40819015612917353-0.1961358055026299j)
"(-2.38461538, 0.84615385)",[-2.38461538  0.84615385],2.5302898743824525,2.80061369805093,(-0.39830800531726396+0.24374717350495545j)
"(-2.23076923, 0.84615385)",[-2.23076923  0.84615385],2.3858557574557215,2.779048414703664,(-0.023197598697005557+0.48177983660974777j)
"(-2.07692308, 0.84615385)",[-2.07692308  0.84615385],2.2426738100103876,2.754716934788177,(0.38988391722621596+0.3116804672710334j)
"(-1.92307692, 0.84615385)",[-1.92307692  0.84615385],2.101000042386127,2.727085776739592,(0.5035348325820794-0.12004492711899081j)
"(-1.76923077, 0.84615385)",[-1.76923077  0.84615385],1.961161353735234,2.6954871030463896,(0.24555695286547785-0.4788167031338212j)
"(-1.61538462, 0.84615385)",[-1.61538462  0.84615385],1.823579942969972,2.6590793578733662,(-0.18220525595750994-0.5305280533825575j)
"(-1.46153846, 0.84615385)",[-1.46153846  0.84615385],1.6888075698341107,2.6167968795123002,(-0.5118575966290044-0.2868040257907051j)
"(-1.30769231, 0.84615385)",[-1.30769231  0.84615385],1.557573598743558,2.567287822146799,(-0.6120432624057154+0.07345337826045685j)
"(-1.15384615, 0.84615385)",[-1.15384615  0.84615385],1.4308519405374007,2.5088438148303847,(-0.5311963594983767+0.3777646824555187j)
"(-1.0, 0.84615385)",[-1.          0.84615385],1.3099527998633471,2.439335719839407,(-0.40968923301698373+0.5632550879814537j)
"(-0.84615385, 0.84615385)",[-0.84615385  0.84615385],1.1966422505242096,2.356194490192345,(-0.38654907962341156+0.6520015722371105j)
"(-0.69230769, 0.84615385)",[-0.69230769  0.84615385],1.093282340250202,2.2565258338397967,(-0.5680070194300411+0.633420735655631j)
"(-0.53846154, 0.84615385)",[-0.53846154  0.84615385],1.002954220255837,2.1375255435536973,(-0.945372741489283+0.3065429776016774j)
"(0.53846154, 0.84615385)",[0.53846154 0.84615385],1.002954220255837,1.004067110036096,(-0.9265241602149464-0.37750334186281376j)
"(0.69230769, 0.84615385)",[0.69230769 0.84615385],1.093282340250202,0.8850668197499965,(-0.19247476939687383-0.9950106697588481j)
"(0.84615385, 0.84615385)",[0.84615385 0.84615385],1.1966422505242096,0.7853981633974483,(0.7342167660882594-0.7074641009648949j)
"(1.0, 0.84615385)",[1.         0.84615385],1.3099527998633471,0.7022569337503863,(0.9887979959289269+0.24046981625065586j)
"(1.15384615, 0.84615385)",[1.15384615 0.84615385],1.4308519405374007,0.6327488387594086,(0.31807654863321544+0.972850831407958j)
"(1.30769231, 0.84615385)",[1.30769231 0.84615385],1.557573598743558,0.5743048314429945,(-0.667615348751902+0.8012597580973627j)
"(1.46153846, 0.84615385)",[1.46153846 0.84615385],1.6888075698341107,0.5247957740774932,(-1.0570988582091738-0.12579451530351288j)
"(1.61538462, 0.84615385)",[1.61538462 0.84615385],1.823579942969972,0.4825132957164271,(-0.48841828512454216-0.9582779783009039j)
"(1.76923077, 0.84615385)",[1.76923077 0.84615385],1.961161353735234,0.4461055505434036,(0.5164988099817591-0.9373969270074781j)
"(1.92307692, 0.84615385)",[1.92307692 0.84615385],2.101000042386127,0.4145068768502015,(1.0447669215829678-0.09597828615473407j)
"(2.07692308, 0.84615385)",[2.07692308 0.84615385],2.2426738100103876,0.3868757188016163,(0.640214439690829+0.7885193838734612j)
"(2.23076923, 0.84615385)",[2.23076923 0.84615385],2.3858557574557215,0.36254423888612924,(-0.293003289603238+0.9288222554513264j)
"(2.38461538, 0.84615385)",[2.38461538 0.84615385],2.5302898743824525,0.34097895553886326,(-0.894009428753805+0.24706051004432708j)
"(2.53846154, 0.84615385)",[2.53846154 0.84615385],2.675773407433633,0.32175055557846033,(-0.652701209537267-0.5890923346770645j)
"(2.69230769, 0.84615385)",[2.69230769 0.84615385],2.822144049389215,0.304510884747432,(0.14493018243951966-0.8183427208641186j)
"(2.84615385, 0.84615385)",[2.84615385 0.84615385],2.9692706302625305,0.28897541086504963,(0.7295729281185332-0.2880689180653353j)
"(3.0, 0.84615385)",[3.         0.84615385],3.117046091714048,0.27490984266824864,(0.5888647304428128+0.4481130973049356j)
"(-3.0, 1.0)",[-3.  1.],3.1622776601683795,2.819842099193151,(0.2541431490376805+0.32259097767598516j)
"(-2.84615385, 1.0)",[-2.84615385  1.        ],3.0167187038021663,2.8037144657721416,(0.4182972877546281-0.04831318416505225j)
"(-2.69230769, 1.0)",[-2.69230769  1.        ],2.87202379823586,2.785956769009263,(0.18941654892344478-0.38849883269128305j)
"(-2.53846154, 1.0)",[-2.53846154  1.        ],2.7283304400418897,2.7663218309405133,(-0.22421701193589183-0.3834154590474505j)
"(-2.38461538, 1.0)",[-2.38461538  1.        ],2.5858055825085815,2.7445132076745455,(-0.45547535861534294-0.03739366452277923j)
"(-2.23076923, 1.0)",[-2.23076923  1.        ],2.444653627308947,2.720173446573276,(-0.3107370118905066+0.3537505794074328j)
"(-2.07692308, 1.0)",[-2.07692308  1.        ],2.305126781814112,2.6928693101581365,(0.0857725087144015+0.4781589137652873j)
"(-1.92307692, 1.0)",[-1.92307692  1.        ],2.167538890132467,2.6620733609422853,(0.43147985286122664+0.2565054538171539j)
"(-1.76923077, 1.0)",[-1.76923077  1.        ],2.032283818150111,2.627141340717012,(0.5007671162194182-0.13833443246459698j)
"(-1.61538462, 1.0)",[-1.61538462  1.        ],1.8998598554979111,2.5872851586669303,(0.28574841485501556-0.4566135182560069j)
"(-1.46153846, 1.0)",[-1.46153846  1.        ],1.7709022192258872,2.5415424396974737,(-0.057336452544714575-0.5566878942360858j)
"(-1.30769231, 1.0)",[-1.30769231  1.        ],1.6462257371433409,2.488746023340547,(-0.35864145135165043-0.4595180985263605j)
"(-1.15384615, 1.0)",[-1.15384615  1.        ],1.526879477191904,2.427501953327889,(-0.5412540602900535-0.27980024840096623j)
"(-1.0, 1.0)",[-1.  1.],1.4142135623730951,2.356194490192345,(-0.6264538791481868-0.13291309129566567j)
"(-0.84615385, 1.0)",[-0.84615385  1.        ],1.3099527998633471,2.273053260545283,(-0.6723194730278189-0.09637726955078048j)
"(-0.69230769, 1.0)",[-0.69230769  1.        ],1.2162606372127382,2.1763409888398666,(-0.6948105495198889-0.22529945620482475j)
"(-0.53846154, 1.0)",[-0.53846154  1.        ],1.1357556207473383,2.0647376969071383,(-0.5880978253007186-0.5404770226218537j)
"(-0.38461538, 1.0)",[-0.38461538  1.        ],1.0714144812034905,1.9379701565924972,(-0.1341278669040063-0.8707738545840079j)
"(-0.23076923, 1.0)",[-0.23076923  1.        ],1.0262818509136722,1.7975951741184455,(0.6242072486540439-0.7246671029940889j)
"(-0.07692308, 1.0)",[-0.07692308  1.        ],1.0029542164210121,1.647568221123498,(0.9899715632479116+0.10896186365188526j)
"(0.07692308, 1.0)",[0.07692308 1.        ],1.0029542164210121,1.494024432466295,(0.4457802092119574+0.8921440415651866j)
"(0.23076923, 1.0)",[0.23076923 1.        ],1.0262818509136722,1.3439974794713478,(-0.49647690542586725+0.8535915294403361j)
"(0.38461538, 1.0)",[0.38461538 1.        ],1.0714144812034905,1.203622496997296,(-0.9833577655278843+0.05886368585336014j)
"(0.53846154, 1.0)",[0.53846154 1.        ],1.1357556207473383,1.0768549566826549,(-0.5929430694585411-0.7936646026851008j)
