index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)"
"(-1.0, -3.0)",(-0.010131556205369385+0.005347027544359391j),(0.0026699461058043673-0.008959452455958016j),(0.011072971243367933+0.0010680948279429257j),(0.01104141952473575+0.002301800858082303j),(0.005540925096219418-0.007997087686005586j),(-0.007241364451694686+0.001040612257282587j),(0.005405432904147164-0.0009265754377528508j),(-0.005378294330765339+0.00283978708507989j),(0.010510392042924876-0.0024667299921187166j),(0.0008062274916974612-0.015584006014624086j),(0.00989543921095675-0.006587673901340911j),(-0.003330565539090215+0.0056643397992682315j),(0.0039104456340652415-0.0036629459981167645j)
"(-0.8461538461538458, -3.0)",(-0.005103123101433244+0.010134277688674937j),(-0.002186595944324255-0.008924444078274354j),(0.010511248893505867-0.0034978553079258097j),(0.011365020145605297-0.0009914814325806965j),(0.004236784330740267-0.009061525996837728j),(-0.0074585114814662784+0.0015430541291585065j),(0.0055655945587287725-0.0009153211457221914j),(-0.005210144146960316+0.002746691763595224j),(0.009666258933633431-0.0033751209866273156j),(-0.0039645368953480815-0.015108272159962296j),(0.005667210600783716-0.01125778685668886j),(0.0007239864287242006+0.006903683994619445j),(0.0008357957474419025-0.005298601334901638j)
"(-0.6923076923076921, -3.0)",(0.0013006821232135041+0.01115731394605166j),(-0.006028196345811299-0.0066923875632525715j),(0.008415684738250849-0.007089866038690246j),(0.010858857990071087-0.0038231486311044675j),(0.0031608300140598573-0.009763715895730338j),(-0.007734270777898413+0.0017021765819767503j),(0.005788002990210674-0.0005860315769898924j),(-0.005235161945018327+0.0023354563552118244j),(0.009019780166893763-0.0034672998694750268j),(-0.007269928173324215-0.01368412381543449j),(0.00018218545807704723-0.013323117729257483j),(0.004693896218011933+0.005675906859315985j),(-0.0024143866960321357-0.004816705155039795j)
"(-0.5384615384615383, -3.0)",(0.006815747879715918+0.00878241188297528j),(-0.008165836010732-0.003294895847173003j),(0.005528873392342916-0.009395897952815688j),(0.009891802756982794-0.006037042649858525j),(0.0024320716095901215-0.010218682361261666j),(-0.00808696725283134+0.0014761806217449707j),(0.006012253077714501+9.623232108489748e-05j),(-0.0053780556088836185+0.0016029116704601423j),(0.00861742693655352-0.0028863625735729495j),(-0.009095556471737834-0.012211965403641906j),(-0.005063118673020403-0.013079121823138619j),(0.007376413215853017+0.00267193442579484j),(-0.004690936511225992-0.002743201516696709j)
"(-0.3846153846153846, -3.0)",(0.010098081319848767+0.00436497757001622j),(-0.00858130509123323+0.00025488397495688456j),(0.002502333086838673-0.010476380563987907j),(0.008789661196749182-0.007623456910431451j),(0.002124549986742215-0.010511734885753278j),(-0.008476952527375955+0.0008161733786084626j),(0.006114767090858539+0.0011560458872359903j),(-0.005502424284349779+0.000532210469822481j),(0.008350931706337869-0.0017358290335020502j),(-0.009657727951726135-0.011240981177491772j),(-0.009202769479968693-0.011431908980575091j),(0.008316130783892038-0.0010520058876277588j),(-0.005507690293213332-1.075376654284639e-08j)
"(-0.23076923076923084, -3.0)",(0.010873997782752564-0.0005571955026300482j),(-0.007688055859726723+0.0032522600790810003j),(-0.00021503444908503857-0.01060974950114332j),(0.007799587848941694-0.00865448963768826j),(0.0022822428595971954-0.01067896370037886j),(-0.008796223188499697-0.00032209316472415773j),(0.005908633771793605+0.0025711471150578974j),(-0.005411247507892919-0.0008643939325597705j),(0.00800115476805075-0.00010810810219726447j),(-0.009162698208435302-0.010965639127955985j),(-0.012010814426131259-0.009387980321209513j),(0.007716933704255146-0.004579849269076336j),(-0.004985514397441994+0.002580039336972545j)
"(-0.07692307692307665, -3.0)",(0.009640041925713832-0.004827686311233965j),(-0.006053086230722575+0.005375924990922656j),(-0.002388690055866726-0.01014800438693718j),(0.00708536879297392-0.009227341112735135j),(0.0029253034092781376-0.010696262513394303j),(-0.008862916510261703-0.0019494249783443393j),(0.005165019194208437+0.004221977384406723j),(-0.004865431804986428-0.0024873609076240927j),(0.007284346346625123+0.0018521130475073191j),(-0.007703758399597395-0.011281290549866742j),(-0.01365405159927668-0.007747484390670108j),(0.006143526727507809-0.007392531578028252j),(-0.0035791880363874396+0.004508469697887622j)
"(0.0769230769230771, -3.0)",(0.007219165861369176-0.007875131412876577j),(-0.004191522790048563+0.006616287438410976j),(-0.003951729295197751-0.009417374219454933j),(0.0067381694632131575-0.009423807627900743j),(0.0040439098129760945-0.010475731438261702j),(-0.008430851123848693-0.003997993779473537j),(0.003672274723797224+0.005842218138180702j),(-0.0036419674304972124-0.004091961891148889j),(0.005922483899146006+0.0038778391385003207j),(-0.0052901919897066175-0.01183323009079202j),(-0.0143950409881297-0.0070122271236199105j),(0.004227226500827827-0.009376981548487215j),(-0.001798654303541599+0.005661594768815627j)
"(0.23076923076923084, -3.0)",(0.004401222096482622-0.009640244468477964j),(-0.0024675690552713172+0.007146787086765343j),(-0.00493875165847784-0.008668558620223598j),(0.006789997791013644-0.009286774793222683j),(0.005579031807979845-0.009871598124561912j),(-0.007228074181758257-0.006267885829246887j),(0.0013406633332797174+0.0070010868115703735j),(-0.0016436050368420219-0.005265726121873378j),(0.0037548514694530372+0.005541809244209054j),(-0.001976623173764496-0.01206355427044752j),(-0.014369194625772174-0.0074070740207316885j),(0.0024910769103862413-0.010691115316613781j),(-3.890619176149865e-05+0.00616812718128729j)
"(0.384615384615385, -3.0)",(0.0017561902227840884-0.010378858562014736j),(-0.0010824862989154145+0.007204285340266775j),(-0.0054259463453359205-0.0080641111383502j),(0.00722185795222522-0.008811558634538065j),(0.007393352253718879-0.008701125285316717j),(-0.0050365739646781385-0.0083854579661211j),(-0.0016636176279881537+0.0071599686874124855j),(0.0009588708013637356-0.0054916042484365905j),(0.000880707765754828+0.0062999326896274405j),(0.0019567473045286536-0.011309175985414786j),(-0.01347945692452784-0.008902829174461861j),(0.0013044142777657326-0.011592467984752806j),(0.0014690796910681763+0.006271140436718697j)
"(0.5384615384615388, -3.0)",(-0.00039880782177855855-0.010465296982841026j),(-0.0001109225381890974+0.007008539328155034j),(-0.005488893108332452-0.007686014391554712j),(0.007963431840061791-0.007950226261864278j),(0.00924125869566339-0.006787438228957719j),(-0.0018130038708143539-0.009806541925060546j),(-0.0048102760106002096+0.0058380896014978536j),(0.003620548065684026-0.004335677784132375j),(-0.0022242196486188456+0.005656582380871207j),(0.0058569002457925234-0.009008149110728687j),(-0.01142057445784877-0.011181382063612657j),(0.0009164339256790593-0.012291579083909945j),(0.00262766684822351+0.006225395707051467j)
"(0.6923076923076925, -3.0)",(-0.001942680115638013-0.010256681766059357j),(0.00044891620566023466+0.00672268487547366j),(-0.005179944236397466-0.007549415157900337j),(0.00888560894084671-0.006628706627927054j),(0.010753952305590782-0.004028388927186747j),(0.00217530260634811-0.009902868081170432j),(-0.0072141794166423615+0.002878120771861014j),(0.005463976480801243-0.0017375103244332783j),(-0.00472000501151088+0.003440800864692443j),(0.008705348792109371-0.005013258816144934j),(-0.007845884312886232-0.013563740840995684j),(0.0015025626008835936-0.012845178300390161j),(0.003410178740792935+0.006242761324185632j)
"(0.8461538461538463, -3.0)",(-0.0028649324773290176-0.010025003293066404j),(0.0006323565056324916+0.006442867500798531j),(-0.004522649104353478-0.007614196290647877j),(0.009791461908525348-0.0047776992421094955j),(0.01146183828525435-0.0004861694320491619j),(0.006258861163488679-0.008155055812053403j),(-0.00785304993440869-0.0012778974077076333j),(0.005564858753374359+0.0017238062205445707j),(-0.0056442163538457+8.572002852808655e-05j),(0.009391944531402508+0.00010170053498496817j),(-0.0026730894187766098-0.015002697327750657j),(0.00316696279748253-0.01308635812942864j),(0.0037991464516114798+0.006470387936887545j)
"(1.0, -3.0)",(-0.003190131471024359-0.009936003501696686j),(0.00048112479428684304+0.006202931322861588j),(-0.0035199137773224733-0.007791783698960556j),(0.010415318252093037-0.002377391428907838j),(0.010876325069264742+0.003524081691487302j),(0.009404680952532727-0.0044300408216912685j),(-0.006010362691493859-0.005475739586027083j),(0.003460149744859865+0.004805453305659173j),(-0.004386213577908714-0.003292385601706301j),(0.007254062138092726+0.004968141185232045j),(0.003551222427327111-0.01428541512203977j),(0.005866641458381568-0.012603262532779044j),(0.00374127808904756+0.0069784269089918855j)
"(1.1538461538461542, -3.0)",(-0.0029290330592058916-0.010048508592870823j),(3.2699592610300926e-05+0.005983956136282532j),(-0.002173231434235696-0.007949262743226018j),(0.010442449979702178+0.0004884824515087325j),(0.00864029624998211+0.0073880682274793455j),(0.010460099919481481+0.0007506194196930161j),(-0.0018079539715788137-0.008089573123137692j),(-0.0003457001190101234+0.006008257397161139j),(-0.0012071296456991024-0.0052165236058680274j),(0.002667544842514628+0.007804370203187305j),(0.009434874024806231-0.01053487344351941j),(0.009261202405825475-0.01080946051925109j),(0.003128426610398989+0.007738868474269947j)
"(1.3076923076923084, -3.0)",(-0.0020609861018712444-0.010314972976223183j),(-0.0006764506158223199+0.005724044830304381j),(-0.0005104315544081533-0.007916293247044293j),(0.00956134390115018+0.003581860486321104j),(0.004726364550399683+0.010242433754932556j),(0.008604650653490371+0.006111932236211408j),(0.0034722534131961286-0.0076829539083354435j),(-0.004261977781025595+0.004382604559552786j),(0.002557304894777894-0.004584843869032853j),(-0.0027183099436151625+0.007266360530504445j),(0.012957079681198703-0.00389950967211547j),(0.012556526318308728-0.007165405854245592j),(0.0018158646948359617+0.008589659358508783j)
"(1.4615384615384617, -3.0)",(-0.0005489156336635909-0.010576147386623335j),(-0.0015972396588466897+0.005328778650709649j),(0.0013822974597615567-0.007502191496031923j),(0.007553449198025866+0.006485355839546693j),(-0.00038158560237363495+0.011165074502303926j),(0.0038807385643760822+0.009863349686355998j),(0.007622063872281859-0.0038883663769252496j),(-0.0061953012578904775+0.0003441756518930737j),(0.004946755107505233-0.0014899475889902786j),(-0.006481287394212723+0.0034045901983174296j),(0.012287030519522457+0.003959479404222144j),(0.014488323946406706-0.0015665740795929519j),(-0.0003076746379598338+0.009197972367921622j)
"(1.6153846153846159, -3.0)",(0.0016117425228530892-0.010556594031649085j),(-0.0026481340188528823+0.004686253923556901j),(0.003332176368517898-0.006530028879702047j),(0.00440950137043546+0.008632166937108478j),(-0.005627400785266502+0.009503505955753045j),(-0.0024646208275307317+0.010333358280533117j),(0.008435216707300009+0.001985181500058718j),(-0.004747244870982757-0.004128996937749438j),(0.0044582753522165244+0.0024761938909666397j),(-0.006656629403322809-0.0019360654884825906j),(0.006984479217374651+0.010116780126170377j),(0.013623950753665319+0.005217589441239595j),(-0.003191988357592341+0.009061560223922915j)
"(1.7692307692307692, -3.0)",(0.004312519297563772-0.009881532660125548j),(-0.0036952722633867945+0.003692010241302446j),(0.005068363145821045-0.0048903073103566935j),(0.000438462692033832+0.009415724784893007j),(-0.009550249133964229+0.0052581512932375635j),(-0.008137296930404598+0.006836114032509677j),(0.0050205016148745524+0.007177207364741606j),(-0.0003712176151694155-0.006361840656436518j),(0.0011851575818105568+0.004905845633822022j),(-0.0030848366350823115-0.005820833514619604j),(-0.0011248589053777275+0.011642393351347154j),(0.009056165638508492+0.01134590962966613j),(-0.006465395299153221+0.0076062691434909705j)
"(1.9230769230769234, -3.0)",(0.007236118738725789-0.008145061677446136j),(-0.0045421654588013735+0.002287504105668182j),(0.006243434638701251-0.0026076678132739006j),(-0.0036871604342362937+0.008381354051229917j),(-0.010726744757039258-0.0006499034443917777j),(-0.010608589208910054+0.00035498195665705336j),(-0.00126361001119405+0.008746056454694737j),(0.004449259899020003-0.004665912540014054j),(-0.0028850004389380083+0.004089829767401072j),(0.0021145749121833737-0.005915624205590935j),(-0.00827041925854424+0.007443272026390459j),(0.0012759885350756034+0.014314060277511344j),(-0.00932530133345422+0.004425928554686975j)
"(2.0769230769230775, -3.0)",(0.009787467819942289-0.005055690142323045j),(-0.0049421308561785355+0.0005098282461008038j),(0.006501289488054947+9.899914401241017e-05j),(-0.007012309182369003+0.005460246647341786j),(-0.008398782990124476-0.006434111892887899j),(-0.008378199899121596-0.0064697326771969935j),(-0.007082907474484463+0.005389930395482476j),(0.006511594187889194+0.00020945321884137445j),(-0.004954444252739616+0.0004110977778222214j),(0.005604899820019715-0.0021726622674712393j),(-0.01057761634842145-0.0004837693773747739j),(-0.00733775760313209+0.012115685774368737j),(-0.010614626166789109-0.0003604382635491433j)
"(2.230769230769231, -3.0)",(0.011121934143535555-0.0006545956010720541j),(-0.00464665214168417-0.0014602855261304157j),(0.0055920380521594214+0.002795374583670875j),(-0.008542848883279624+0.0011563569407783976j),(-0.0030349171934406886-0.009952780318630299j),(-0.002073561402568421-0.010336269055364666j),(-0.008853237281030546-0.0013172706213460022j),(0.004122685093956691+0.0051228658467829535j),(-0.003405423878028108-0.0035848083627665864j),(0.005030306871106582+0.0028278638189374572j),(-0.006601429825963065-0.007624401073211178j),(-0.013075751608633796+0.004749628782432309j),(-0.009206043394415123-0.005789694636260625j)
"(2.384615384615385, -3.0)",(0.010346619763245026+0.00446052180974251j),(-0.003494540165945171-0.003278056165058651j),(0.0035103715716632298+0.00488572052318437j),(-0.007620439956432465-0.0034335136268498737j),(0.003521118433235983-0.009598528550179484j),(0.005392018115800592-0.008994042813260134j),(-0.005112192479937967-0.007393076229641468j),(-0.0013267457218206753+0.006495443719240071j),(0.0007472419128457328-0.004865360462018582j),(0.0008577320782707553+0.0054899745691413095j),(0.0012214005399816665-0.009538824164460561j),(-0.012704571075624702-0.004922142400463596j),(-0.004672511530090537-0.010052216859564292j)
"(2.5384615384615383, -3.0)",(0.006919294809159073+0.009048845737812124j),(-0.0015265631878114843-0.004475679016866846j),(0.0006047982429489606+0.005763486350553036j),(-0.004305171044056503-0.00686276563133257j),(0.008575766711529705-0.005217495715569346j),(0.010038879838675574-0.0027921281651732007j),(0.0020696840254393555-0.008773929771843225j),(-0.0059420168332540695+0.0030445309583376017j),(0.004327772649289163-0.0023064833199226663j),(-0.003728205899149928+0.003858627752867091j),(0.007700467631208619-0.005002429412054812j),(-0.0057522007065252765-0.012007803307402412j),(0.002041998307807868-0.011064175233943114j)
"(2.6923076923076925, -3.0)",(0.0011433686071548842+0.011453741814215095j),(0.0009191396894001566-0.004590282420449894j),(-0.0024137738805098765+0.005040924479597058j),(0.00043018095361690295-0.007839508472114676j),(0.00973934919565027+0.0014694556181822148j),(0.009036224656578282+0.0050344467055708905j),(0.007988157673720095-0.004211961803913736j),(-0.006083827406675758-0.0028470558049233483j),(0.004392725865544865+0.0021446717383687137j),(-0.005144925626086902-0.0007153072892652181j),(0.008350042977480487+0.002719109906254896j),(0.004338784158211912-0.01224378334540549j),(0.00847111431652546-0.007591813179927019j)
"(2.8461538461538467, -3.0)",(-0.00550589623385096+0.010236921690926097j),(0.0032002796039919735-0.003369756638245867j),(-0.004623752885106135+0.002784597301822246j),(0.004880649439106769-0.0058374326204006415j),(0.006240056800630807+0.007373435147917304j),(0.0026774145306276294+0.009904690121760618j),(0.00837619892782272+0.0033919802066662372j),(-0.0013922642303694243-0.006606136514184327j),(0.0007718041221250979+0.00481299978297212j),(-0.0023103466141177987-0.0044800534982537225j),(0.0028363165623947607+0.007918984587217664j),(0.011592283825156719-0.0050837558179205435j),(0.011453072006304415-0.00041696140330168364j)
"(3.0, -3.0)",(-0.010573998935661483+0.00507427333986998j),(0.004517666925734358-0.000989168840929966j),(-0.005207519561139896-0.00036269730793324996j),(0.007216350876764455-0.0015215546206365997j),(-0.0003551784772589816+0.00946256587638764j),(-0.005334726049236999+0.008658126833365427j),(0.0026788686023482174+0.00862846865937499j),(0.004524992424548865-0.00504845414700737j),(-0.003525265089976305+0.0033482509242828175j),(0.0023270814811485246-0.004314485561198787j),(-0.004470431929163061+0.006719186819521493j),(0.011200757075960036+0.0051423616352642395j),(0.008865733902937527+0.0073417289953658675j)
"(-3.0, -2.8461538461538463)",(0.012162522649177727-0.002391682699161797j),(0.004477880486884282+0.008919003317872513j),(0.0036441327887362226+0.009434306063732531j),(0.008504819743948117-0.00041102078042056227j),(-0.0048821017121090104-0.003788651781471426j),(0.003967565459630112+0.0024481133026805833j),(-0.0053792921757688525-0.001459354147472998j),(0.007647415348873906+0.005855328978478715j),(0.011311309768140317-0.006444767494093325j),(0.009610715522862004+0.003765755668514897j),(-0.0058689472550678455+0.0011043951386059698j),(0.0045996868357970734+0.0002839229560556092j),(-0.005710216624071285-0.0013939174290608456j)
"(-2.8461538461538463, -2.8461538461538463)",(0.005357786410703795-0.011193424636621385j),(0.009754496486824832+0.0023461247287289485j),(0.009432313730157554+0.00405949695461707j),(0.006293325617896167-0.006075099190908737j),(-0.006403642288011506-4.141559899732801e-05j),(0.00476099066533958-0.0003031339079350117j),(-0.005131402323290409+0.001959342410010769j),(0.009469256863741438-0.0004490873502295545j),(0.003122441105198307-0.012833710798408407j),(0.009172941183496385-0.005572059741673173j),(-0.0024476794496899133+0.005698949327170281j),(0.0027796374510689857-0.0037505760978906767j),(-0.004345816967738162+0.003937282874922957j)
"(-2.6923076923076925, -2.8461538461538463)",(-0.005628381916990317-0.011067154236433476j),(0.008215732779344944-0.005835881045870054j),(0.009714611774825984-0.003770900136178004j),(0.0009553910729799863-0.008933902313505803j),(-0.005406254592824469+0.0038569540003197296j),(0.0039021304610710817-0.0029543245968284087j),(-0.0031099276548260273+0.00443357654011059j),(0.007035322254868524-0.006082908582292244j),(-0.006940420728113851-0.011430690813741207j),(0.0014135671937045415-0.011079998072591727j),(0.0034220634929669497+0.005475459203484182j),(-0.0016006469707837963-0.004455919308736367j),(0.0007527024923895649+0.005798345484582692j)
"(-2.5384615384615383, -2.8461538461538463)",(-0.01217232015416594-0.002439341757927736j),(0.0011750892373369982-0.010044698713173851j),(0.004541265642620546-0.009542891187499021j),(-0.004945115016251593-0.007789705655087614j),(-0.00238819132060661+0.006464487006345883j),(0.001830925996367536-0.004689808135970503j),(-0.00029456615718474093+0.005336541964907838j),(0.0020791337245709266-0.008852021137626034j),(-0.013001117867303074-0.0036530786685607442j),(-0.007906245067474985-0.008533677219066664j),(0.006724738792790188+0.00043493075181014196j),(-0.004651466705445984-0.001220275420739489j),(0.005138602940828083+0.00274613994649097j)
"(-2.3846153846153846, -2.8461538461538463)",(-0.009572233321332297+0.007887961165221927j),(-0.00654758150641052-0.007740656069821091j),(-0.0030683546480098976-0.010260863917116057j),(-0.00886871219443815-0.0033256531619714233j),(0.0015113361710334646+0.006993422872897257j),(-0.0007375243905247163-0.0051397697120103445j),(0.0023503999243697535+0.004731240904521556j),(-0.003078366133340799-0.008306076711824387j),(-0.012296545369986811+0.005797773211989422j),(-0.012118229335777135+0.0002881856773029147j),(0.0045774234187109415-0.0053642299696801095j),(-0.0037480749281606895+0.0031445315516798744j),(0.0052346391927872975-0.0025030352159953694j)
"(-2.230769230769231, -2.8461538461538463)",(-0.00014043181078887516+0.01238228411000091j),(-0.010127265178239078-0.0007063676787896116j),(-0.00913790033178758-0.005837790344614832j),(-0.009390575072428537+0.002502023102872031j),(0.005050711172877835+0.005450023332822775j),(-0.0031173371074368645-0.004371320245189817j),(0.0042087281034977435+0.003110342820941798j),(-0.006711788217615371-0.005373951505768861j),(-0.00600704507696622+0.012239109667547305j),(-0.008422500939280826+0.009414432305985073j),(-0.0014815020436042858-0.007250144028621017j),(0.00032622721420092464+0.004976727262337285j),(0.00116637484899117-0.005655926983119811j)
"(-2.0769230769230766, -2.8461538461538463)",(0.009204031790349756+0.008238173127574239j),(-0.007708395732882465+0.006606163452775593j),(-0.010890140949543292+0.001299427782758662j),(-0.0065705633463988165+0.007490930855521589j),(0.007319222655127658+0.0024472216453717706j),(-0.004845929571590416-0.0027362526214825835j),(0.005086373197380466+0.0010769311248361956j),(-0.008177525621244498-0.0015111727244385875j),(0.002342509113866122+0.013408445187776688j),(0.0007029782564923081+0.01314070875268689j),(-0.006890110793129922-0.003629754105536024j),(0.0042473794208227385+0.0028159934189229932j),(-0.0037055454590251566-0.00438969561385038j)
