index,x,value,0,1
"(2.0886075949367093, -2.4683544303797467)","(2.0886075949367093, -2.4683544303797467)",(0.03739670907410805-0.2901825758588996j),(0.12574894022237204+0.27192623004378935j),(-0.08835223114826399-0.562108805902689j)
"(2.1645569620253164, -2.4683544303797467)","(2.1645569620253164, -2.4683544303797467)",(0.1758564082601101-0.21319710797148056j),(0.0005728749512349061+0.2973394045104057j),(0.1752835333088752-0.5105365124818863j)
"(2.2405063291139244, -2.4683544303797467)","(2.2405063291139244, -2.4683544303797467)",(0.2518574315650421-0.07916368576332317j),(-0.12358089142481771+0.26751943530558553j),(0.3754383229898598-0.3466831210689087j)
"(2.3164556962025316, -2.4683544303797467)","(2.3164556962025316, -2.4683544303797467)",(0.24554291865635405+0.07090349335508431j),(-0.22307251969266903+0.18785195364300017j),(0.4686154383490231-0.11694846028791586j)
"(2.3924050632911396, -2.4683544303797467)","(2.3924050632911396, -2.4683544303797467)",(0.16148300774293145+0.19166667207931332j),(-0.2786433819465159+0.0736008456096231j),(0.44012638968944734+0.11806582646969022j)
"(2.4683544303797467, -2.4683544303797467)","(2.4683544303797467, -2.4683544303797467)",(0.02739934154367013+0.2469941543182734j),(-0.2794531592664498-0.05285763312390914j),(0.30685250081011994+0.29985178744218255j)
"(2.5443037974683547, -2.4683544303797467)","(2.5443037974683547, -2.4683544303797467)",(-0.1141242565554919+0.2208568709443319j),(-0.22554013314385346-0.16640857883479024j),(0.11141587658836156+0.38726544977912214j)
"(2.620253164556962, -2.4683544303797467)","(2.620253164556962, -2.4683544303797467)",(-0.2185152563150931+0.12221930278535897j),(-0.12808748585532642-0.24432714376304465j),(-0.09042777045976669+0.3665464465484036j)
"(2.6962025316455698, -2.4683544303797467)","(2.6962025316455698, -2.4683544303797467)",(-0.25278705103235155-0.017645661334003138j),(-0.007325606291355161-0.271086537912053j),(-0.2454614447409964+0.25344087657804987j)
"(2.7721518987341778, -2.4683544303797467)","(2.7721518987341778, -2.4683544303797467)",(-0.20566416870899543-0.1546732505236117j),(0.11158105391584536-0.24177652200517885j),(-0.3172452226248408+0.08710327148156716j)
"(2.848101265822785, -2.4683544303797467)","(2.848101265822785, -2.4683544303797467)",(-0.09112324516128009-0.24549745598658268j),(0.20384030874970652-0.16331678810231715j),(-0.2949635539109866-0.08218066788426553j)
"(2.924050632911393, -2.4683544303797467)","(2.924050632911393, -2.4683544303797467)",(0.05578836972509854-0.2608075530777417j),(0.2503958425464281-0.05310777334624041j),(-0.19460747282132956-0.20769977973150133j)
"(3.0, -2.4683544303797467)","(3.0, -2.4683544303797467)",(0.18962756627840208-0.19446915634018705j),(0.2421443617445784+0.06466978884743588j),(-0.052516795466176325-0.2591389451876229j)
"(-3.0, -2.392405063291139)","(-3.0, -2.392405063291139)",(-0.44556016668318166-0.20875403630459166j),(-0.17364597671553658-0.07386902569572806j),(-0.2719141899676451-0.1348850106088636j)
"(-2.9240506329113924, -2.392405063291139)","(-2.9240506329113924, -2.392405063291139)",(-0.5090797579633288-0.010475588475678272j),(-0.20247719422015326-0.030716137753647867j),(-0.3066025637431756+0.020240549277969595j)
"(-2.848101265822785, -2.392405063291139)","(-2.848101265822785, -2.392405063291139)",(-0.4783159012684347+0.19498047451074677j),(-0.22001253854709518+0.021819393275300376j),(-0.2583033627213395+0.17316108123544638j)
"(-2.7721518987341773, -2.392405063291139)","(-2.7721518987341773, -2.392405063291139)",(-0.3624130474278001+0.36246257170246543j),(-0.2234580194047157+0.08017958267449624j),(-0.13895502802308443+0.2822829890279692j)
"(-2.6962025316455698, -2.392405063291139)","(-2.6962025316455698, -2.392405063291139)",(-0.1912113982623831+0.4576168954881902j),(-0.2113777014964676+0.14003875469880717j),(0.020166303234084495+0.317578140789383j)
"(-2.620253164556962, -2.392405063291139)","(-2.620253164556962, -2.392405063291139)",(-0.006950858321472103+0.46557852670308j),(-0.18385352871656038+0.19686443791535876j),(0.17690267039508828+0.26871408878772124j)
"(-2.5443037974683547, -2.392405063291139)","(-2.5443037974683547, -2.392405063291139)",(0.147147391222085+0.3942733583070731j),(-0.14241695288595166+0.2464710242092984j),(0.28956434410803666+0.14780233409777468j)
"(-2.4683544303797467, -2.392405063291139)","(-2.4683544303797467, -2.392405063291139)",(0.23827136656566633+0.2715650744345415j),(-0.08978834083346127+0.2854805345015947j),(0.3280597073991276-0.013915460067053263j)
"(-2.392405063291139, -2.392405063291139)","(-2.392405063291139, -2.392405063291139)",(0.2523182853013598+0.13717169958574266j),(-0.02948719078261926+0.3116327784290743j),(0.28180547608397905-0.17446107884333162j)
"(-2.3164556962025316, -2.392405063291139)","(-2.3164556962025316, -2.392405063291139)",(0.19696296965940377+0.03166592619462982j),(0.03461250552266512+0.32392061199057975j),(0.16235046413673865-0.29225468579594993j)
"(-2.240506329113924, -2.392405063291139)","(-2.240506329113924, -2.392405063291139)",(0.09882919469842122-0.014409584506472672j),(0.09871097739990677+0.3225576290088896j),(0.00011821729851444786-0.3369672135153623j)
"(-2.1645569620253164, -2.392405063291139)","(-2.1645569620253164, -2.392405063291139)",(-0.00429436936074562+0.01159002671856113j),(0.15943951883402188+0.3088100407781668j),(-0.1637338881947675-0.2972200140596057j)
"(-2.088607594936709, -2.392405063291139)","(-2.088607594936709, -2.392405063291139)",(-0.07395701513511271+0.10155354387448426j),(0.21411062628590494+0.28473880573757293j),(-0.28806764142101765-0.18318526186308867j)
"(-2.0126582278481013, -2.392405063291139)","(-2.0126582278481013, -2.392405063291139)",(-0.08138859293163697+0.22934592171114487j),(0.26084891856242515+0.2529019136822568j),(-0.3422375114940621-0.023555991971111922j)
"(-1.9367088607594936, -2.392405063291139)","(-1.9367088607594936, -2.392405063291139)",(-0.014959951248438075+0.3582024289296545j),(0.298609724642868+0.216061778605057j),(-0.3135696758913061+0.1421406503245975j)
"(-1.860759493670886, -2.392405063291139)","(-1.860759493670886, -2.392405063291139)",(0.11708208629697697+0.45066117376399073j),(0.32710608874847236+0.1769318364771398j),(-0.21002400245149538+0.27372933728685095j)
"(-1.7848101265822784, -2.392405063291139)","(-1.7848101265822784, -2.392405063291139)",(0.2891199134704869+0.47833763917044736j),(0.3466723150513162+0.13798292058066147j),(-0.057552401580829304+0.3403547185897859j)
"(-1.7088607594936709, -2.392405063291139)","(-1.7088607594936709, -2.392405063291139)",(0.46502673752098467+0.4290163888315935j),(0.3580935178259482+0.10131668443236969j),(0.10693321969503645+0.3276997043992238j)
"(-1.6329113924050633, -2.392405063291139)","(-1.6329113924050633, -2.392405063291139)",(0.6074111031958329+0.30936463035813533j),(0.3624273734288562+0.0686023434179436j),(0.24498372976697666+0.2407622869401917j)
"(-1.5569620253164556, -2.392405063291139)","(-1.5569620253164556, -2.392405063291139)",(0.6867631964298786+0.14280014364505364j),(0.3608382356260706+0.04106542411204599j),(0.325924960803808+0.10173471953300765j)
"(-1.481012658227848, -2.392405063291139)","(-1.481012658227848, -2.392405063291139)",(0.688195471217551-0.036679288585599136j),(0.3544567889730133+0.019513264516617508j),(0.3337386822445377-0.056192553102216644j)
"(-1.4050632911392404, -2.392405063291139)","(-1.4050632911392404, -2.392405063291139)",(0.6142343947271812-0.19291768933240364j),(0.3442719304151679+0.0043812574199351174j),(0.2699624643120133-0.19729894675233875j)
"(-1.3291139240506329, -2.392405063291139)","(-1.3291139240506329, -2.392405063291139)",(0.4832315019216866-0.2960396313731551j),(0.33105652009374403-0.004214536330492354j),(0.1521749818279426-0.29182509504266274j)
"(-1.2531645569620253, -2.392405063291139)","(-1.2531645569620253, -2.392405063291139)",(0.324101667969638-0.3288356420878989j),(0.3153254235266857-0.006429658976714273j),(0.008776244442952323-0.3224059831111846j)
"(-1.1772151898734178, -2.392405063291139)","(-1.1772151898734178, -2.392405063291139)",(0.16896282172499671-0.28970727480454356j),(0.297322820016128-0.0026558527298011364j),(-0.12835999829113126-0.28705142207474243j)
"(-1.10126582278481, -2.392405063291139)","(-1.10126582278481, -2.392405063291139)",(0.045640376298630964-0.19176417196005324j),(0.2770356976855994+0.006498514062993166j),(-0.23139532138696842-0.19826268602304642j)
"(-1.0253164556962024, -2.392405063291139)","(-1.0253164556962024, -2.392405063291139)",(-0.02814731693255379-0.058657908932241716j),(0.2542312362149225+0.020212420729454415j),(-0.2823785531474763-0.07887032966169613j)
"(-0.9493670886075947, -2.392405063291139)","(-0.9493670886075947, -2.392405063291139)",(-0.04769971890353808+0.08151736002694646j),(0.22851677667637627+0.03744418460593411j),(-0.27621649557991435+0.04407317542101234j)
"(-0.8734177215189871, -2.392405063291139)","(-0.8734177215189871, -2.392405063291139)",(-0.020958891200674762+0.20259857372639956j),(0.1994217052810539+0.05691808243121321j),(-0.22038059648172867+0.14568049129518634j)
"(-0.7974683544303796, -2.392405063291139)","(-0.7974683544303796, -2.392405063291139)",(0.03469060550360001+0.28547123410937125j),(0.1665003369842568+0.07711477469798j),(-0.1318097314806568+0.20835645941139125j)
"(-0.721518987341772, -2.392405063291139)","(-0.721518987341772, -2.392405063291139)",(0.09735798653122608+0.32090039420784067j),(0.1294534191042614+0.09627667160025528j),(-0.03209543257303531+0.2246237226075854j)
"(-0.6455696202531644, -2.392405063291139)","(-0.6455696202531644, -2.392405063291139)",(0.14595345284527705+0.3097423853520935j),(0.08826301855630662+0.11244045032893911j),(0.057690434288970444+0.19730193502315438j)
"(-0.5696202531645569, -2.392405063291139)","(-0.5696202531645569, -2.392405063291139)",(0.16460121597421987+0.26089309745548045j),(0.043331392618388545+0.12350864360878099j),(0.12126982335583132+0.13738445384669948j)
"(-0.49367088607594933, -2.392405063291139)","(-0.49367088607594933, -2.392405063291139)",(0.1452920469452046+0.1878305243370344j),(-0.004390631137758574+0.1273700000213896j),(0.14968267808296318+0.06046052431564479j)
"(-0.4177215189873418, -2.392405063291139)","(-0.4177215189873418, -2.392405063291139)",(0.08845996156343613+0.10481994500363298j),(-0.05330546420868563+0.12207362018536252j),(0.14176542577212176-0.01725367518172955j)
"(-0.3417721518987342, -2.392405063291139)","(-0.3417721518987342, -2.392405063291139)",(0.0017049918351257215+0.023756972108318647j),(-0.10112469286449385+0.10605435713748297j),(0.10282968469961958-0.08229738502916432j)
"(-0.26582278481012667, -2.392405063291139)","(-0.26582278481012667, -2.392405063291139)",(-0.10272841533524175-0.04770329269280023j),(-0.14490488671394805+0.0783967210287561j),(0.042176471378706296-0.12610001372155633j)
"(-0.1898734177215191, -2.392405063291139)","(-0.1898734177215191, -2.392405063291139)",(-0.2109433305428124-0.1065223919739876j),(-0.1811868297312737+0.039112284196920026j),(-0.02975650081153869-0.14563467617090764j)
"(-0.11392405063291111, -2.392405063291139)","(-0.11392405063291111, -2.392405063291139)",(-0.31013704356010874-0.15337204235017413j),(-0.20625410801116978-0.010607112179818662j),(-0.10388293554893893-0.14276493017035546j)
"(-0.037974683544303556, -2.392405063291139)","(-0.037974683544303556, -2.392405063291139)",(-0.3906068548873205-0.19095420938470348j),(-0.21651311630061193-0.06820881827940463j),(-0.17409373858670857-0.12274539110529885j)
"(0.037974683544304, -2.392405063291139)","(0.037974683544304, -2.392405063291139)",(-0.4468053081786722-0.22217544312148718j),(-0.2089766132910596-0.12972579281568714j),(-0.2378286948876126-0.09244965030580003j)
"(0.11392405063291156, -2.392405063291139)","(0.11392405063291156, -2.392405063291139)",(-0.47749185860174403-0.24874324011088444j),(-0.18180861123867623-0.1899019103237959j),(-0.29568324736306784-0.05884132978708852j)
"(0.1898734177215191, -2.392405063291139)","(0.1898734177215191, -2.392405063291139)",(-0.4851885691604696-0.2705574037692391j),(-0.13486295897971465-0.24253480749321793j),(-0.3503256101807549-0.028022596276021165j)
"(0.26582278481012667, -2.392405063291139)","(0.26582278481012667, -2.392405063291139)",(-0.47519139063396443-0.28600730216838854j),(-0.07012638550645128-0.28104930685671997j),(-0.40506500512751314-0.00495799531166856j)
"(0.3417721518987342, -2.392405063291139)","(0.3417721518987342, -2.392405063291139)",(-0.4543405375358644-0.29302629866508095j),(0.0080350248164036-0.2992773536411431j),(-0.462375562352268+0.006251054976062156j)
"(0.4177215189873418, -2.392405063291139)","(0.4177215189873418, -2.392405063291139)",(-0.4296638575255541-0.29054861389304726j),(0.0929229761877835-0.2923755468846241j),(-0.5225868337133376+0.0018269329915768205j)
"(0.49367088607594933, -2.392405063291139)","(0.49367088607594933, -2.392405063291139)",(-0.4069335419241715-0.2798800806855053j),(0.17592045891855523-0.25776557542191436j),(-0.5828540008427268-0.02211450526359095j)
"(0.5696202531645569, -2.392405063291139)","(0.5696202531645569, -2.392405063291139)",(-0.3891918694319037-0.26543443736872213j),(0.24729813917677418-0.19594559173397896j),(-0.6364900086086779-0.06948884563474317j)
"(0.6455696202531644, -2.392405063291139)","(0.6455696202531644, -2.392405063291139)",(-0.3754757153759704-0.2543427265461805j),(0.29737500626487995-0.11100238646187452j),(-0.6728507216408504-0.14334034008430602j)
"(0.7215189873417724, -2.392405063291139)","(0.7215189873417724, -2.392405063291139)",(-0.3602325776816342-0.2547000882797804j),(0.3179186257021124-0.010664838180500777j),(-0.6781512033837466-0.24403525009927965j)
"(0.79746835443038, -2.392405063291139)","(0.79746835443038, -2.392405063291139)",(-0.3340060010822157-0.2726368706388045j),(0.30359657837972154+0.09421538193852932j),(-0.6376025794619372-0.3668522525773338j)
"(0.8734177215189876, -2.392405063291139)","(0.8734177215189876, -2.392405063291139)",(-0.2857102480781694-0.3088237669158742j),(0.25323558846022437+0.19078948954546643j),(-0.5389458365383938-0.49961325646134064j)
"(0.9493670886075951, -2.392405063291139)","(0.9493670886075951, -2.392405063291139)",(-0.20633475324311415-0.3555587785524376j),(0.17062529499745635+0.2658699875564254j),(-0.3769600482405705-0.621428766108863j)
"(1.0253164556962027, -2.392405063291139)","(1.0253164556962027, -2.392405063291139)",(-0.09330199119084504-0.3962388058567335j),(0.06463291897009582+0.30793014631722465j),(-0.15793491016094086-0.7041689521739581j)
"(1.1012658227848107, -2.392405063291139)","(1.1012658227848107, -2.392405063291139)",(0.04598463583048199-0.40871272199029857j),(-0.05152114420606944+0.30914716868056885j),(0.09750578003655143-0.7178598906708674j)
"(1.1772151898734178, -2.392405063291139)","(1.1772151898734178, -2.392405063291139)",(0.19307758419715962-0.37224714891005223j),(-0.16184391602010614+0.2671239278323824j),(0.35492150021726576-0.6393710767424347j)
"(1.2531645569620258, -2.392405063291139)","(1.2531645569620258, -2.392405063291139)",(0.320926879103424-0.2759782451750217j),(-0.24985968725723662+0.18591775111321016j),(0.5707865663606606-0.46189599628823186j)
"(1.3291139240506329, -2.392405063291139)","(1.3291139240506329, -2.392405063291139)",(0.3998894315475065-0.12565192856733892j),(-0.301296142016617+0.07607414502540553j),(0.7011855735641235-0.20172607359274447j)
"(1.4050632911392409, -2.392405063291139)","(1.4050632911392409, -2.392405063291139)",(0.4063077335082211+0.05457565035327026j),(-0.30672162635200567-0.04649107959596035j),(0.7130293598602268+0.1010667299492306j)
"(1.481012658227848, -2.392405063291139)","(1.481012658227848, -2.392405063291139)",(0.331236199126481+0.2269064301181275j),(-0.26362589554600463-0.1627132520465051j),(0.5948620946724856+0.3896196821646326j)
"(1.556962025316456, -2.392405063291139)","(1.556962025316456, -2.392405063291139)",(0.18598972351045628+0.35020553460996484j),(-0.17747048642102503-0.2534263906273031j),(0.3634602099314813+0.6036319252372679j)
"(1.6329113924050631, -2.392405063291139)","(1.6329113924050631, -2.392405063291139)",(0.0018115992069135944+0.3925824591366049j),(-0.06137463387482521-0.30275147989475j),(0.0631862330817388+0.6953339390313549j)
"(1.708860759493671, -2.392405063291139)","(1.708860759493671, -2.392405063291139)",(-0.17709913384427853+0.3420571030699736j),(0.0656647733982633-0.30120355956018763j),(-0.24276390724254182+0.6432606626301612j)
"(1.7848101265822782, -2.392405063291139)","(1.7848101265822782, -2.392405063291139)",(-0.3055380492229143+0.21162345948761452j),(0.1818322871658001-0.2478724836270959j),(-0.48737033638871435+0.4594959431147104j)
"(1.8607594936708862, -2.392405063291139)","(1.8607594936708862, -2.392405063291139)",(-0.35059680499874984+0.03674972801022691j),(0.2663569410167445-0.1511448427645881j),(-0.6169537460154944+0.187894570774815j)
"(1.9367088607594942, -2.392405063291139)","(1.9367088607594942, -2.392405063291139)",(-0.3019726367498135-0.13422906598013498j),(0.3034810249043602-0.027677464471199523j),(-0.6054536616541737-0.10655160150893546j)
"(2.0126582278481013, -2.392405063291139)","(2.0126582278481013, -2.392405063291139)",(-0.17576080685740958-0.25404144116423616j),(0.28573773979465755+0.100330753398227j),(-0.46149854665206713-0.35437219456246316j)
"(2.0886075949367093, -2.392405063291139)","(2.0886075949367093, -2.392405063291139)",(-0.01025138112616103-0.2904792346253229j),(0.21580541759888797+0.20915620690586098j),(-0.226056798725049-0.49963544153118383j)
"(2.1645569620253164, -2.392405063291139)","(2.1645569620253164, -2.392405063291139)",(0.1451832899852169-0.23609193606523549j),(0.10643930649509188+0.27812927014526334j),(0.03874398349012503-0.5142212062104988j)
"(2.2405063291139244, -2.392405063291139)","(2.2405063291139244, -2.392405063291139)",(0.244786467112929-0.11047791422940367j),(-0.021649482451151822+0.29385944177893125j),(0.26643594956408084-0.4043373560083349j)
"(2.3164556962025316, -2.392405063291139)","(2.3164556962025316, -2.392405063291139)",(0.2601856500255894+0.04564722755890688j),(-0.14366403552331736+0.25319088623400277j),(0.40384968554890677-0.2075436586750959j)
"(2.3924050632911396, -2.392405063291139)","(2.3924050632911396, -2.392405063291139)",(0.18895162215748124+0.18286358377949433j),(-0.23563036734078102+0.16417677853954032j),(0.42458198949826226+0.01868680523995401j)
"(2.4683544303797467, -2.392405063291139)","(2.4683544303797467, -2.392405063291139)",(0.05525371816814423+0.2581630766410202j),(-0.27935283503810027+0.04474412707492951j),(0.3346065532062445+0.21341894956609064j)
"(2.5443037974683547, -2.392405063291139)","(2.5443037974683547, -2.392405063291139)",(-0.09764210151794953+0.2481224391666938j),(-0.2663449246062658-0.0807896958479448j),(0.16870282308831627+0.3289121350146386j)
"(2.620253164556962, -2.392405063291139)","(2.620253164556962, -2.392405063291139)",(-0.22075387209043051+0.1560632605285058j),(-0.1998237271840918-0.18669689002410858j),(-0.020930144906338717+0.3427601505526144j)
"(2.6962025316455698, -2.392405063291139)","(2.6962025316455698, -2.392405063291139)",(-0.2745323932727921+0.010974695474050444j),(-0.09423749898171192-0.25128761465055877j),(-0.18029489429108017+0.2622623101246092j)
"(2.7721518987341778, -2.392405063291139)","(2.7721518987341778, -2.392405063291139)",(-0.24110747709701202-0.14148371268851612j),(0.027674426803945825-0.2616351184657781j),(-0.26878190390095785+0.12015140577726197j)
"(2.848101265822785, -2.392405063291139)","(2.848101265822785, -2.392405063291139)",(-0.12984843251154451-0.2531327717454928j),(0.13972637054439743-0.21648948202983676j),(-0.26957480305594195-0.036643289715656065j)
"(2.924050632911393, -2.392405063291139)","(2.924050632911393, -2.392405063291139)",(0.02548407215417528-0.2882159699008514j),(0.21800745735554147-0.126656664022988j),(-0.1925233852013662-0.16155930587786338j)
"(3.0, -2.392405063291139)","(3.0, -2.392405063291139)",(0.17712282192223228-0.2345237850956391j),(0.24620252669905135-0.01267516164157725j),(-0.06907970477681907-0.22184862345406184j)
"(-3.0, -2.3164556962025316)","(-3.0, -2.3164556962025316)",(-0.4716208742813257-0.056917320892814816j),(-0.17929512412247303+0.01958327400811714j),(-0.29232575015885265-0.07650059490093196j)
"(-2.9240506329113924, -2.3164556962025316)","(-2.9240506329113924, -2.3164556962025316)",(-0.4790286687268999+0.15220153930983954j),(-0.1842646471855171+0.06920863666276937j),(-0.2947640215413828+0.08299290264707018j)
"(-2.848101265822785, -2.3164556962025316)","(-2.848101265822785, -2.3164556962025316)",(-0.39073186461669557+0.34547883235982607j),(-0.17527812428279846+0.12220561658413158j),(-0.2154537403338971+0.22327321577569448j)
"(-2.7721518987341773, -2.3164556962025316)","(-2.7721518987341773, -2.3164556962025316)",(-0.226123664642408+0.47941847331299525j),(-0.15124724027608566+0.17415773172647822j),(-0.07487642436632233+0.30526074158651706j)
"(-2.6962025316455698, -2.3164556962025316)","(-2.6962025316455698, -2.3164556962025316)",(-0.023293666473822208+0.5259686180316259j),(-0.11269116134958271+0.22047036767289652j),(0.0893974948757605+0.30549825035872935j)
"(-2.620253164556962, -2.3164556962025316)","(-2.620253164556962, -2.3164556962025316)",(0.1712935792274466+0.4796567519244539j),(-0.061663959766146914+0.25698908475085425j),(0.2329575389935935+0.22266766717359965j)
"(-2.5443037974683547, -2.3164556962025316)","(-2.5443037974683547, -2.3164556962025316)",(0.31521127298359997+0.3585281548880277j),(-0.0014539617931290279+0.2805159908649628j),(0.316665234776729+0.0780121640230649j)
"(-2.4683544303797467, -2.3164556962025316)","(-2.4683544303797467, -2.3164556962025316)",(0.38115417554146247+0.19874249415921452j),(0.0638718639039608+0.2891506343436458j),(0.31728231163750165-0.09040814018443129j)
"(-2.392405063291139, -2.3164556962025316)","(-2.392405063291139, -2.3164556962025316)",(0.36370792432127375+0.04442697384395952j),(0.1299886636019477+0.2824227647436761j),(0.23371926071932603-0.2379957908997166j)
"(-2.3164556962025316, -2.3164556962025316)","(-2.3164556962025316, -2.3164556962025316)",(0.280066707348131-0.0643537130003542j),(0.19281228643339962+0.2612243654672569j),(0.0872544209147314-0.3255780784676111j)
"(-2.240506329113924, -2.3164556962025316)","(-2.240506329113924, -2.3164556962025316)",(0.16465672936581238-0.10220798752771235j),(0.24890602086616592+0.22758007462063504j),(-0.08424929150035353-0.3297880621483474j)
"(-2.1645569620253164, -2.3164556962025316)","(-2.1645569620253164, -2.3164556962025316)",(0.05928190804699865-0.06478211234063763j),(0.2957523063701188+0.18431414287013953j),(-0.23647039832312014-0.24909625521077716j)
"(-2.088607594936709, -2.3164556962025316)","(-2.088607594936709, -2.3164556962025316)",(0.0015747495649807153+0.03071226216520806j),(0.3318749342091037+0.13467748390609136j),(-0.330300184644123-0.1039652217408833j)
"(-2.0126582278481013, -2.3164556962025316)","(-2.0126582278481013, -2.3164556962025316)",(0.014904521209517074+0.15077024372170628j),(0.3568224488642974+0.08199204844261795j),(-0.34191792765478035+0.06877819527908832j)
"(-1.9367088607594936, -2.3164556962025316)","(-1.9367088607594936, -2.3164556962025316)",(0.10239378599043558+0.2550669066118731j),(0.3710414435381022+0.029355399981599913j),(-0.2686476575476666+0.22571150663027317j)
"(-1.860759493670886, -2.3164556962025316)","(-1.860759493670886, -2.3164556962025316)",(0.24649375027125237+0.3074643337674254j),(0.37567771695186936-0.020569665449654443j),(-0.129183966680617+0.3280339992170798j)
"(-1.7848101265822784, -2.3164556962025316)","(-1.7848101265822784, -2.3164556962025316)",(0.41402544762163795+0.285580656997792j),(0.372344319511859-0.06567336494594225j),(0.041681128109778996+0.35125402194373423j)
"(-1.7088607594936709, -2.3164556962025316)","(-1.7088607594936709, -2.3164556962025316)",(0.5651430163198841+0.18645771646542914j),(0.3628902532620207-0.10443250902912248j),(0.20225276305786336+0.2908902254945516j)
"(-1.6329113924050633, -2.3164556962025316)","(-1.6329113924050633, -2.3164556962025316)",(0.6637067612666268+0.027008780706638424j),(0.34919455760232754-0.13587669426837345j),(0.3145122036642992+0.16288547497501188j)
"(-1.5569620253164556, -2.3164556962025316)","(-1.5569620253164556, -2.3164556962025316)",(0.6863050699109707-0.16063339388382217j),(0.3330002681718093-0.15950916279308172j),(0.3533048017391615-0.0011242310907404332j)
"(-1.481012658227848, -2.3164556962025316)","(-1.481012658227848, -2.3164556962025316)",(0.6276635756341126-0.3374194859633654j),(0.3157933555230411-0.17520481731754892j),(0.31187022011107146-0.1622146686458165j)
"(-1.4050632911392404, -2.3164556962025316)","(-1.4050632911392404, -2.3164556962025316)",(0.5012493870808417-0.46702203635886064j),(0.29872458069864494-0.18310520707843936j),(0.20252480638219666-0.2839168292804213j)
"(-1.3291139240506329, -2.3164556962025316)","(-1.3291139240506329, -2.3164556962025316)",(0.33519535503396725-0.5242926154470633j),(0.28256783389442364-0.18352589101962527j),(0.05262752113954363-0.340766724427438j)
"(-1.2531645569620253, -2.3164556962025316)","(-1.2531645569620253, -2.3164556962025316)",(0.16486540904684-0.5004947521592291j),(0.26770690078261644-0.17688662928659396j),(-0.10284149173577645-0.3236081228726352j)
"(-1.1772151898734178, -2.3164556962025316)","(-1.1772151898734178, -2.3164556962025316)",(0.024146544897079847-0.4042439545234583j),(0.25414324407240796-0.16367017542215162j),(-0.2299966991753281-0.24057377910130667j)
"(-1.10126582278481, -2.3164556962025316)","(-1.10126582278481, -2.3164556962025316)",(-0.06228447160840278-0.2582634084554418j),(0.2415195836645576-0.14441144263928904j),(-0.3038040552729604-0.11385196581615277j)
"(-1.0253164556962024, -2.3164556962025316)","(-1.0253164556962024, -2.3164556962025316)",(-0.08390535032469298-0.09311472982340127j),(0.22915703496821388-0.11971553414956831j),(-0.31306238529290686+0.026600804326167037j)
"(-0.9493670886075947, -2.3164556962025316)","(-0.9493670886075947, -2.3164556962025316)",(-0.04555244626984442+0.06028050169495784j),(0.21610659234853322-0.0903003489171454j),(-0.26165903861837764+0.15058085061210325j)
"(-0.8734177215189871, -2.3164556962025316)","(-0.8734177215189871, -2.3164556962025316)",(0.0350412592850948+0.17738856795184454j),(0.20121818141959624-0.057056893299678516j),(-0.16617692213450144+0.23444546125152305j)
"(-0.7974683544303796, -2.3164556962025316)","(-0.7974683544303796, -2.3164556962025316)",(0.13240031525338675+0.24453012805672864j),(0.18323180193872915-0.021117793140179208j),(-0.05083148668534242+0.26564792119690783j)
"(-0.721518987341772, -2.3164556962025316)","(-0.721518987341772, -2.3164556962025316)",(0.21962753611566674+0.2602614800327792j),(0.16089498623573895+0.016078259065687404j),(0.058732549879927785+0.2441832209670918j)
"(-0.6455696202531644, -2.3164556962025316)","(-0.6455696202531644, -2.3164556962025316)",(0.27426861110335654+0.23373468214698734j),(0.13310856027353085+0.0527410645510578j),(0.14116005082982566+0.18099361759592955j)
"(-0.5696202531645569, -2.3164556962025316)","(-0.5696202531645569, -2.3164556962025316)",(0.2824257017013247+0.18084704583242492j),(0.09909833652649368+0.08671949951909655j),(0.183327365174831+0.09412754631332837j)
"(-0.49367088607594933, -2.3164556962025316)","(-0.49367088607594933, -2.3164556962025316)",(0.24043659453182367+0.11943341655643999j),(0.05860397736568234+0.11554577758987047j),(0.18183261716614132+0.0038876389665695177j)
"(-0.4177215189873418, -2.3164556962025316)","(-0.4177215189873418, -2.3164556962025316)",(0.15413035439201378+0.06481662183090522j),(0.012068324569315324+0.13654927054909835j),(0.14206202982269844-0.07173264871819313j)
"(-0.3417721518987342, -2.3164556962025316)","(-0.3417721518987342, -2.3164556962025316)",(0.036251268101766564+0.026747987622301406j),(-0.03919801567603246+0.1470505477362976j),(0.07544928377779903-0.1203025601139962j)
"(-0.26582278481012667, -2.3164556962025316)","(-0.26582278481012667, -2.3164556962025316)",(-0.09702716144341958+0.008264616701318922j),(-0.09290955768475281+0.14463692249947147j),(-0.004117603758666766-0.13637230579815254j)
"(-0.1898734177215191, -2.3164556962025316)","(-0.1898734177215191, -2.3164556962025316)",(-0.229544611588412+0.0064282641665544815j),(-0.1457934837441145+0.12750716294712328j),(-0.08375112784429752-0.1210788987805688j)
"(-0.11392405063291111, -2.3164556962025316)","(-0.11392405063291111, -2.3164556962025316)",(-0.34782200138175245+0.01444631609265673j),(-0.19370814390888316+0.09485598259921145j),(-0.15411385747286926-0.08040966650655472j)
"(-0.037974683544303556, -2.3164556962025316)","(-0.037974683544303556, -2.3164556962025316)",(-0.4425932235341914+0.02441065158023899j),(-0.23192036488255585+0.04725052213678556j),(-0.21067285865163551-0.022839870556546567j)
