index,x,value,0,1
"(-1.5569620253164556, 2.6962025316455698)","(-1.5569620253164556, 2.6962025316455698)",(0.3576762951556353-0.08247792886908797j),(0.574757893824532+0.109585185417121j),(-0.2170815986688967-0.19206311428620898j)
"(-1.481012658227848, 2.6962025316455698)","(-1.481012658227848, 2.6962025316455698)",(0.35126975151867157-0.023843468678889063j),(0.6109534344017615+0.11007452967598857j),(-0.25968368288308996-0.13391799835487764j)
"(-1.4050632911392404, 2.6962025316455698)","(-1.4050632911392404, 2.6962025316455698)",(0.33741058430792453+0.0462665203862537j),(0.6235358315430141+0.11520169934806347j),(-0.28612524723508953-0.06893517896180977j)
"(-1.3291139240506329, 2.6962025316455698)","(-1.3291139240506329, 2.6962025316455698)",(0.3097251176042504+0.1243303905495754j),(0.6059348276880218+0.1259595170481698j),(-0.29620971008377134-0.001629126498594393j)
"(-1.2531645569620253, 2.6962025316455698)","(-1.2531645569620253, 2.6962025316455698)",(0.2618607039765637+0.20503250246631555j),(0.5527768754750002+0.1410966737142647j),(-0.2909161714984365+0.06393582875205082j)
"(-1.1772151898734178, 2.6962025316455698)","(-1.1772151898734178, 2.6962025316455698)",(0.18897245930718748+0.2808530405829581j),(0.46110869071002886+0.15645097649141398j),(-0.2721362314028414+0.12440206409154414j)
"(-1.10126582278481, 2.6962025316455698)","(-1.10126582278481, 2.6962025316455698)",(0.0894614065839521+0.3420757836752735j),(0.33183706949020936+0.16480674989560787j),(-0.24237566290625726+0.17726903377966566j)
"(-1.0253164556962024, 2.6962025316455698)","(-1.0253164556962024, 2.6962025316455698)",(-0.03335558235759728+0.3775224175151959j),(0.1711002652832058+0.15658017924512813j),(-0.20445584764080307+0.22094223827006776j)
"(-0.9493670886075947, 2.6962025316455698)","(-0.9493670886075947, 2.6962025316455698)",(-0.1701045971971185+0.37621383164011224j),(-0.00886103670914409+0.12151883040175503j),(-0.16124356048797442+0.2546950012383572j)
"(-0.8734177215189871, 2.6962025316455698)","(-0.8734177215189871, 2.6962025316455698)",(-0.30526131091556874+0.32990471232559204j),(-0.18983183025245814+0.051341232425249766j),(-0.11542948066311061+0.27856347990034225j)
"(-0.7974683544303796, 2.6962025316455698)","(-0.7974683544303796, 2.6962025316455698)",(-0.4185389966505868+0.2360783217700263j),(-0.3491720778991129-0.05711990054449918j),(-0.0693669187514739+0.29319822231452547j)
"(-0.721518987341772, 2.6962025316455698)","(-0.721518987341772, 2.6962025316455698)",(-0.48792654396579377+0.10063358088304594j),(-0.46295275445527084-0.19906181444127294j),(-0.02497378951052295+0.2996953953243189j)
"(-0.6455696202531644, 2.6962025316455698)","(-0.6455696202531644, 2.6962025316455698)",(-0.49411877614932753-0.060704492167258484j),(-0.5104250635010199-0.3601325949064349j),(0.01630628735169237+0.2994281027391764j)
"(-0.5696202531645569, 2.6962025316455698)","(-0.5696202531645569, 2.6962025316455698)",(-0.42558163116865505-0.22313653485550577j),(-0.47907475545592193-0.5170303012479677j),(0.053493124287266894+0.2938937663924619j)
"(-0.49367088607594933, 2.6962025316455698)","(-0.49367088607594933, 2.6962025316455698)",(-0.283069411325029-0.35616832360151573j),(-0.3690912099525879-0.640756531056262j),(0.08602179862755889+0.2845882074547462j)
"(-0.4177215189873418, 2.6962025316455698)","(-0.4177215189873418, 2.6962025316455698)",(-0.08222908091962011-0.42939026318406315j),(-0.1958997151310563-0.7023019207778296j),(0.1136706342114362+0.27291165759376645j)
"(-0.3417721518987342, 2.6962025316455698)","(-0.3417721518987342, 2.6962025316455698)",(0.1468819752296567-0.41963777140425645j),(0.010403970782796139-0.6797448948881787j),(0.13647800444686056+0.26010712348392223j)
"(-0.26582278481012667, 2.6962025316455698)","(-0.26582278481012667, 2.6962025316455698)",(0.3639400103732332-0.31786533902732894j),(0.20928144517025754-0.5650931269884993j),(0.1546585652029757+0.2472277879611704j)
"(-0.1898734177215191, 2.6962025316455698)","(-0.1898734177215191, 2.6962025316455698)",(0.5258288319040865-0.13379694686665114j),(0.3573020872212906-0.36892463095879025j),(0.16852674468279594+0.2351276840921391j)
"(-0.11392405063291111, 2.6962025316455698)","(-0.11392405063291111, 2.6962025316455698)",(0.596115369184988+0.1033259038018641j),(0.41768300553640497-0.12114282515323863j),(0.178432363648583+0.22446872895510273j)
"(-0.037974683544303556, 2.6962025316455698)","(-0.037974683544303556, 2.6962025316455698)",(0.5544016588345877+0.3487816298310704j),(0.3696910777358741+0.13304444988822858j),(0.18471058109871355+0.2157371799428418j)
"(0.037974683544304, 2.6962025316455698)","(0.037974683544304, 2.6962025316455698)",(0.4031033138825061+0.5508958848264177j),(0.21545705049596564+0.34163248965530085j),(0.18764626338654045+0.20926339517111683j)
"(0.11392405063291156, 2.6962025316455698)","(0.11392405063291156, 2.6962025316455698)",(0.16952188388319991+0.6624911241503613j),(-0.017929623744175036+0.4572510060536673j),(0.18745150762737495+0.2052401180966939j)
"(0.1898734177215191, 2.6962025316455698)","(0.1898734177215191, 2.6962025316455698)",(-0.09796141968414152+0.6526799104217202j),(-0.2822158375072024+0.4489438472469789j),(0.1842544178230609+0.20373606317474138j)
"(0.26582278481012667, 2.6962025316455698)","(0.26582278481012667, 2.6962025316455698)",(-0.3393293058193909+0.5159955442053423j),(-0.5174265327608917+0.31129242600392776j),(0.1780972269415008+0.20470311820141462j)
"(0.3417721518987342, 2.6962025316455698)","(0.3417721518987342, 2.6962025316455698)",(-0.4962441745590793+0.2761995165544625j),(-0.6651864755811798+0.0682226654644927j),(0.16894230102210048+0.2079768510899698j)
"(0.4177215189873418, 2.6962025316455698)","(0.4177215189873418, 2.6962025316455698)",(-0.5262515228568216-0.016784496656509357j),(-0.6829367641512458-0.23005564971284803j),(0.15668524129442424+0.21327115305633867j)
"(0.49367088607594933, 2.6962025316455698)","(0.49367088607594933, 2.6962025316455698)",(-0.41434284270090505-0.29671311600571465j),(-0.5555178498361665-0.5168818919122308j),(0.1411750071352614+0.22016877590651612j)
"(0.5696202531645569, 2.6962025316455698)","(0.5696202531645569, 2.6962025316455698)",(-0.17869975750449205-0.4957615537186525j),(-0.3009412864278802-0.723871833482891j),(0.12224152892338816+0.22811027976423845j)
"(0.6455696202531644, 2.6962025316455698)","(0.6455696202531644, 2.6962025316455698)",(0.13132773575749634-0.5608325229084078j),(0.0315962236484818-0.7972170823710651j),(0.09973151210901453+0.23638455946265735j)
"(0.7215189873417724, 2.6962025316455698)","(0.7215189873417724, 2.6962025316455698)",(0.445101974303865-0.46742756427035415j),(0.3715490371025527-0.7115522643415509j),(0.07355293720131229+0.2441247000711968j)
"(0.79746835443038, 2.6962025316455698)","(0.79746835443038, 2.6962025316455698)",(0.6865047087854914-0.22739742928032636j),(0.6427766484753916-0.4777108416875182j),(0.04372806031009982+0.25031341240719185j)
"(0.8734177215189876, 2.6962025316455698)","(0.8734177215189876, 2.6962025316455698)",(0.7920736370681656+0.1117910671869459j),(0.7816201518125097-0.14201157241802106j),(0.010453485255655967+0.25380263960496696j)
"(0.9493670886075951, 2.6962025316455698)","(0.9493670886075951, 2.6962025316455698)",(0.7270402861534107+0.47660261178584773j),(0.7528761506324273+0.22325065468351415j),(-0.025835864479016694+0.2533519571023336j)
"(1.0253164556962027, 2.6962025316455698)","(1.0253164556962027, 2.6962025316455698)",(0.49511928267887007+0.7838809804694076j),(0.5595234841589495+0.5361910787730705j),(-0.06440420148007944+0.2476899016963371j)
"(1.1012658227848107, 2.6962025316455698)","(1.1012658227848107, 2.6962025316455698)",(0.1392787926000037+0.9604091744191032j),(0.24344025713671782+0.7248080561924157j),(-0.10416146453671413+0.23560111822668747j)
"(1.1772151898734178, 2.6962025316455698)","(1.1772151898734178, 2.6962025316455698)",(-0.26710274754032615+0.960812282246932j),(-0.12347369955321354+0.7447723079901315j),(-0.14362904798711262+0.21603997425680058j)
"(1.2531645569620258, 2.6962025316455698)","(1.2531645569620258, 2.6962025316455698)",(-0.6368541525999298+0.7792474233562405j),(-0.4559176911550048+0.5909795159611082j),(-0.18093646144492506+0.18826790739513238j)
"(1.3291139240506329, 2.6962025316455698)","(1.3291139240506329, 2.6962025316455698)",(-0.8895029106257167+0.4517348076523752j),(-0.6756414717063058+0.2997275768892118j),(-0.2138614389194109+0.15200723076316341j)
"(1.4050632911392409, 2.6962025316455698)","(1.4050632911392409, 2.6962025316455698)",(-0.9706133425864374+0.04826730677777862j),(-0.7306882766332896-0.05933134864164661j),(-0.23992506595314775+0.10759865541942523j)
"(1.481012658227848, 2.6962025316455698)","(1.481012658227848, 2.6962025316455698)",(-0.8650852578131857-0.34357612378117064j),(-0.6085350000004957-0.3997200465082601j),(-0.25655025781269003+0.05614392272708944j)
"(1.556962025316456, 2.6962025316455698)","(1.556962025316456, 2.6962025316455698)",(-0.6009427519874486-0.6395673648876798j),(-0.3396568141532709-0.6391769099138706j),(-0.2612859378341777-0.00039045497380926775j)
"(1.6329113924050631, 2.6962025316455698)","(1.6329113924050631, 2.6962025316455698)",(-0.2425006077736409-0.7791146969453551j),(0.009589774308542787-0.7199786209894434j),(-0.2520903820821837-0.05913607595591167j)
"(1.708860759493671, 2.6962025316455698)","(1.708860759493671, 2.6962025316455698)",(0.12549934588314612-0.7397624299664431j),(0.3531551065505716-0.623381902216577j),(-0.22765576066742546-0.11638052774986621j)
"(1.7848101265822782, 2.6962025316455698)","(1.7848101265822782, 2.6962025316455698)",(0.41884188043966536-0.5421759934601609j),(0.6065848031527677-0.3744312407273221j),(-0.1877429227131024-0.1677447527328388j)
"(1.8607594936708862, 2.6962025316455698)","(1.8607594936708862, 2.6962025316455698)",(0.5745786646574472-0.24428807651254328j),(0.7080613595013088-0.03579327050622647j),(-0.13348269484386158-0.2084948060063168j)
"(1.9367088607594942, 2.6962025316455698)","(1.9367088607594942, 2.6962025316455698)",(0.5662521773292696+0.0739306235222118j),(0.6338420302924004+0.30791772893154506j),(-0.06758985296313076-0.23398710540933326j)
"(2.0126582278481013, 2.6962025316455698)","(2.0126582278481013, 2.6962025316455698)",(0.4096879235382363+0.3311701121500564j),(0.40411935144141525+0.5713948822799032j),(0.005568572096821038-0.24022477012984683j)
"(2.0886075949367093, 2.6962025316455698)","(2.0886075949367093, 2.6962025316455698)",(0.15786927770323897+0.46559720982706354j),(0.07776438724711833+0.690074548112827j),(0.08010489045612064-0.22447733828576344j)
"(2.1645569620253164, 2.6962025316455698)","(2.1645569620253164, 2.6962025316455698)",(-0.11374793773200828+0.45038284678831464j),(-0.262729308700148+0.636273309066112j),(0.1489813709681397-0.18589046227779737j)
"(2.2405063291139244, 2.6962025316455698)","(2.2405063291139244, 2.6962025316455698)",(-0.32761598053605484+0.2999024812870298j),(-0.5322477930225624+0.42589338304865954j),(0.20463181248650758-0.12599090176162978j)
"(2.3164556962025316, 2.6962025316455698)","(2.3164556962025316, 2.6962025316455698)",(-0.42480036891336337+0.0650135692667985j),(-0.6646081440561195+0.11399449644845093j),(0.23980777514275606-0.048980927181652444j)
"(2.3924050632911396, 2.6962025316455698)","(2.3924050632911396, 2.6962025316455698)",(-0.3805445916215791-0.18130884225107546j),(-0.6291222075473221-0.2195881333901742j),(0.24857761592574296+0.03827929113909874j)
"(2.4683544303797467, 2.6962025316455698)","(2.4683544303797467, 2.6962025316455698)",(-0.21058062872769215-0.36414579545845216j),(-0.43794071624496533-0.4908241238682146j),(0.22736008751727318+0.12667832840976245j)
"(2.5443037974683547, 2.6962025316455698)","(2.5443037974683547, 2.6962025316455698)",(0.033481035894000866-0.4272388990936149j),(-0.1423548953732941-0.6329192212914416j),(0.17583593126729496+0.20568032219782673j)
"(2.620253164556962, 2.6962025316455698)","(2.620253164556962, 2.6962025316455698)",(0.2784497136019476-0.3485232855331475j),(0.18088900600508484-0.6130615053043609j),(0.09756070759686272+0.2645382197712134j)
"(2.6962025316455698, 2.6962025316455698)","(2.6962025316455698, 2.6962025316455698)",(0.4497281990714668-0.14642429948824753j),(0.44961870190304704-0.44020742541383673j),(0.00010949716841977125+0.2937831259255892j)
"(2.7721518987341778, 2.6962025316455698)","(2.7721518987341778, 2.6962025316455698)",(0.491973702625109+0.12479807229047979j),(0.5973481557119776-0.16200504751822797j),(-0.10537445308686866+0.28680311980870776j)
"(2.848101265822785, 2.6962025316455698)","(2.848101265822785, 2.6962025316455698)",(0.3847103201134152+0.3894608157919016j),(0.589988759901624+0.14819642641796746j),(-0.20527843978820884+0.24126438937393418j)
"(2.924050632911393, 2.6962025316455698)","(2.924050632911393, 2.6962025316455698)",(0.14868036314092542+0.570826649105903j),(0.43389229487815084+0.4107272950283724j),(-0.2852119317372254+0.16009935407753054j)
"(3.0, 2.6962025316455698)","(3.0, 2.6962025316455698)",(-0.15883296456572693+0.6120298160823013j),(0.17328288012484183+0.5602250004829146j),(-0.33211584469056876+0.051804815599386794j)
"(-3.0, 2.7721518987341778)","(-3.0, 2.7721518987341778)",(-0.24389958538478718+0.004831703798667514j),(-0.09912368997872367+0.19308033315146717j),(-0.1447758954060635-0.18824862935279965j)
"(-2.9240506329113924, 2.7721518987341778)","(-2.9240506329113924, 2.7721518987341778)",(-0.2433729517382276+0.08063014123870726j),(-0.0386366058793335+0.20569405566813095j),(-0.20473634585889408-0.1250639144294237j)
"(-2.848101265822785, 2.7721518987341778)","(-2.848101265822785, 2.7721518987341778)",(-0.22156977117597076+0.15464599097285475j),(0.01661243716359638+0.1996131263010211j),(-0.23818220833956713-0.04496713532816635j)
"(-2.7721518987341773, 2.7721518987341778)","(-2.7721518987341773, 2.7721518987341778)",(-0.1800466228077955+0.2212757462507989j),(0.06134044835713267+0.17984985267241937j),(-0.24138707116492816+0.04142589357837953j)
"(-2.6962025316455698, 2.7721518987341778)","(-2.6962025316455698, 2.7721518987341778)",(-0.12182338591850203+0.275664101821856j),(0.09281014704196663+0.15243750829574418j),(-0.21463353296046866+0.12322659352611186j)
"(-2.620253164556962, 2.7721518987341778)","(-2.620253164556962, 2.7721518987341778)",(-0.05114809366138634+0.3141029659143919j),(0.1107233342112455+0.1234280277243882j),(-0.16187142787263184+0.19067493819000372j)
"(-2.5443037974683547, 2.7721518987341778)","(-2.5443037974683547, 2.7721518987341778)",(0.026871106685155244+0.3343783104650555j),(0.11680997894569853+0.09812423932279528j),(-0.08993887226054328+0.23625407114226024j)
"(-2.4683544303797467, 2.7721518987341778)","(-2.4683544303797467, 2.7721518987341778)",(0.10675533256956894+0.3359980232777254j),(0.11425778048484594+0.08059101961489556j),(-0.0075024479152770085+0.2554070036628298j)
"(-2.392405063291139, 2.7721518987341778)","(-2.392405063291139, 2.7721518987341778)",(0.18321399389973175+0.3202421998713032j),(0.10710227709216341+0.07342832697575298j),(0.07611171680756833+0.2468138728955502j)
"(-2.3164556962025316, 2.7721518987341778)","(-2.3164556962025316, 2.7721518987341778)",(0.25169227445319275+0.29000737866200815j),(0.09965711667842844+0.07775504074867784j),(0.15203515777476428+0.2122523379133303j)
"(-2.240506329113924, 2.7721518987341778)","(-2.240506329113924, 2.7721518987341778)",(0.30881691835149166+0.24945770538300885j),(0.0960241866362879+0.0933437073397336j),(0.21279273171520377+0.15611399804327525j)
"(-2.1645569620253164, 2.7721518987341778)","(-2.1645569620253164, 2.7721518987341778)",(0.35266405728138617+0.20353553372883726j),(0.09969429440856498+0.11885378158492867j),(0.2529697628728212+0.08468175214390859j)
"(-2.088607594936709, 2.7721518987341778)","(-2.088607594936709, 2.7721518987341778)",(0.38280449437067143+0.1574098958145568j),(0.11323410525820228+0.1521240075293145j),(0.26957038911246917+0.0052858882852423105j)
"(-2.0126582278481013, 2.7721518987341778)","(-2.0126582278481013, 2.7721518987341778)",(0.40012172145508906+0.11594719822522552j),(0.13805142118781594+0.1904947789314283j),(0.2620703002672731-0.07454758070620278j)
"(-1.9367088607594936, 2.7721518987341778)","(-1.9367088607594936, 2.7721518987341778)",(0.40643571230025954+0.08327448092762546j),(0.1742333582514347+0.23113477351089165j),(0.23220235404882483-0.1478602925832662j)
"(-1.860759493670886, 2.7721518987341778)","(-1.860759493670886, 2.7721518987341778)",(0.4039938080716376+0.062477135635349346j),(0.22045595940408547+0.27134354425601953j),(0.18353784866755213-0.20886640862067019j)
"(-1.7848101265822784, 2.7721518987341778)","(-1.7848101265822784, 2.7721518987341778)",(0.3949061970082357+0.055438582971278516j),(0.27396742938190555+0.30879670232138967j),(0.12093876762633018-0.25335811935011116j)
"(-1.7088607594936709, 2.7721518987341778)","(-1.7088607594936709, 2.7721518987341778)",(0.3806095291309355+0.06279768646443779j),(0.3306515612869906+0.3416972813634213j),(0.049957967843944934-0.2788995948989835j)
"(-1.6329113924050633, 2.7721518987341778)","(-1.6329113924050633, 2.7721518987341778)",(0.3614423606556116+0.08397751055694852j),(0.3851853186397657+0.36879953705330326j),(-0.02374295798415411-0.28482202649635474j)
"(-1.5569620253164556, 2.7721518987341778)","(-1.5569620253164556, 2.7721518987341778)",(0.3364137284543165+0.1172310064591286j),(0.4313157091314431+0.38928238085719513j),(-0.0949019806771266-0.27205137439806654j)
"(-1.481012658227848, 2.7721518987341778)","(-1.481012658227848, 2.7721518987341778)",(0.3032406749988169+0.15965821967231997j),(0.4622927875105923+0.4024708253399791j),(-0.15905211251177534-0.2428126056676591j)
"(-1.4050632911392404, 2.7721518987341778)","(-1.4050632911392404, 2.7721518987341778)",(0.25871626994566393+0.20717733555546838j),(0.4714996186888329+0.4074368978191384j),(-0.21278334874316895-0.20025956226367j)
"(-1.3291139240506329, 2.7721518987341778)","(-1.3291139240506329, 2.7721518987341778)",(0.1994371024051883+0.25447777121866966j),(0.45330468536674684+0.40255661524715286j),(-0.25386758296155854-0.14807884402848318j)
"(-1.2531645569620253, 2.7721518987341778)","(-1.2531645569620253, 2.7721518987341778)",(0.12285940537073475+0.2950415637637882j),(0.404116981186923+0.3851519714470947j),(-0.28125757581618827-0.09011040768330644j)
"(-1.1772151898734178, 2.7721518987341778)","(-1.1772151898734178, 2.7721518987341778)",(0.028563994897777445+0.32137379632536783j),(0.3235459133936334+0.3513922330645572j),(-0.294981918495856-0.030018436739189375j)
"(-1.10126582278481, 2.7721518987341778)","(-1.10126582278481, 2.7721518987341778)",(-0.08049666619002166+0.3256069173403181j),(0.21546792577181917+0.2966419060014401j),(-0.29596459196184083+0.02896501133887803j)
"(-1.0253164556962024, 2.7721518987341778)","(-1.0253164556962024, 2.7721518987341778)",(-0.19709364055440234+0.3006053942522247j),(0.08870655661608065+0.2163928650114937j),(-0.285800197170483+0.084212529240731j)
"(-0.9493670886075947, 2.7721518987341778)","(-0.9493670886075947, 2.7721518987341778)",(-0.3095322632023169+0.24157348406607732j),(-0.043017591452352545+0.10778391761196437j),(-0.26651467174996435+0.13378956645411294j)
"(-0.8734177215189871, 2.7721518987341778)","(-0.8734177215189871, 2.7721518987341778)",(-0.4025101317455795+0.14796600702260548j),(-0.16217303623082294-0.028500495439941625j),(-0.24033709551475652+0.1764665024625471j)
"(-0.7974683544303796, 2.7721518987341778)","(-0.7974683544303796, 2.7721518987341778)",(-0.45919237691055603+0.02526790972020243j),(-0.2496903723274623-0.18640101193369354j),(-0.20950200458309376+0.21166892165389598j)
"(-0.721518987341772, 2.7721518987341778)","(-0.721518987341772, 2.7721518987341778)",(-0.46439332383926524-0.11397093820653775j),(-0.2882987918942885-0.353354749392871j),(-0.1760945319449768+0.23938381118633323j)
"(-0.6455696202531644, 2.7721518987341778)","(-0.6455696202531644, 2.7721518987341778)",(-0.40839774527628486-0.2504858040404588j),(-0.26645408950631855-0.5105259488775721j),(-0.14194365576996631+0.2600401448371133j)
"(-0.5696202531645569, 2.7721518987341778)","(-0.5696202531645569, 2.7721518987341778)",(-0.29061356280566963-0.3604759446778063j),(-0.18205088934017455-0.6348567766316955j),(-0.10856267346549507+0.2743808319538892j)
"(-0.49367088607594933, 2.7721518987341778)","(-0.49367088607594933, 2.7721518987341778)",(-0.12203900150404125-0.4196340080841062j),(-0.044907716926281316-0.7029739280708168j),(-0.07713128457775993+0.2833399199867106j)
"(-0.4177215189873418, 2.7721518987341778)","(-0.4177215189873418, 2.7721518987341778)",(0.07443757635763128-0.40848161027864743j),(0.12294820520550293-0.6964165585752988j),(-0.04851062884787165+0.2879349482966514j)
"(-0.3417721518987342, 2.7721518987341778)","(-0.3417721518987342, 2.7721518987341778)",(0.26654589239095877-0.3179125178001876j),(0.2898271760853308-0.6070926626140455j),(-0.023281283694372025+0.2891801448138579j)
"(-0.26582278481012667, 2.7721518987341778)","(-0.26582278481012667, 2.7721518987341778)",(0.41796858589685676-0.15349068473939098j),(0.41976293728510666-0.44151299381259684j),(-0.0017943513882498884+0.28802230907320586j)
"(-0.1898734177215191, 2.7721518987341778)","(-0.1898734177215191, 2.7721518987341778)",(0.49574223799974587+0.06294316421876789j),(0.4799692230697427-0.22235497490627215j),(0.015773014930003167+0.28529813912504004j)
"(-0.11392405063291111, 2.7721518987341778)","(-0.11392405063291111, 2.7721518987341778)",(0.47823212433278245+0.29536133773610534j),(0.4488676993968266+0.01365168940839847j),(0.02936442493595589+0.2817096483277069j)
"(-0.037974683544303556, 2.7721518987341778)","(-0.037974683544303556, 2.7721518987341778)",(0.3617343063719455+0.49951429622598725j),(0.32273622349716763+0.2217010822030434j),(0.03899808287477788+0.27781321402294384j)
"(0.037974683544304, 2.7721518987341778)","(0.037974683544304, 2.7721518987341778)",(0.16377134605662777+0.6319176448665527j),(0.11904100735466397+0.3579000504956052j),(0.0447303387019638+0.2740175943709474j)
"(0.11392405063291156, 2.7721518987341778)","(0.11392405063291156, 2.7721518987341778)",(-0.07829389944518639+0.6600385728979283j),(-0.12492394542038178+0.3894518304690732j),(0.04663004597519539+0.27058674242885505j)
"(0.1898734177215191, 2.7721518987341778)","(0.1898734177215191, 2.7721518987341778)",(-0.3136704351088825+0.57124539901423j),(-0.35843411555370464+0.303601197597808j),(0.04476368044482215+0.267644201416422j)
"(0.26582278481012667, 2.7721518987341778)","(0.26582278481012667, 2.7721518987341778)",(-0.48863940111248383+0.3780537644090246j),(-0.5278299263138422+0.1128767096255977j),(0.039190525201358364+0.2651770547834269j)
"(0.3417721518987342, 2.7721518987341778)","(0.3417721518987342, 2.7721518987341778)",(-0.5589996077763266+0.1178462332204809j),(-0.5889665898720956-0.1451924094394342j),(0.02996698209576896+0.2630386426599151j)
"(0.4177215189873418, 2.7721518987341778)","(0.4177215189873418, 2.7721518987341778)",(-0.5015350549468475-0.15353443771014258j),(-0.5186941399108613-0.4144848488702027j),(0.017159084964013874+0.2609504111600601j)
"(0.49367088607594933, 2.7721518987341778)","(0.49367088607594933, 2.7721518987341778)",(-0.321494301212199-0.37338408512306387j),(-0.3223567045346301-0.6318883401197851j),(0.0008624033224310726+0.25850425499672125j)
"(0.5696202531645569, 2.7721518987341778)","(0.5696202531645569, 2.7721518987341778)",(-0.05378175833089338-0.4865372408715421j),(-0.035010332473941426-0.7417047497066909j),(-0.01877142585695195+0.25516750883514877j)
"(0.6455696202531644, 2.7721518987341778)","(0.6455696202531644, 2.7721518987341778)",(0.24304084909638937-0.4592064024344965j),(0.2845433018362154-0.709499722031624j),(-0.04150245273982603+0.25029331959712753j)
"(0.7215189873417724, 2.7721518987341778)","(0.7215189873417724, 2.7721518987341778)",(0.49907027817153277-0.2887250102811614j),(0.5660360977226169-0.5318644785334453j),(-0.06696581955108409+0.2431394682522839j)
"(0.79746835443038, 2.7721518987341778)","(0.79746835443038, 2.7721518987341778)",(0.6491170093424536-0.006404820555133195j),(0.7437499806975463-0.2393035826729625j),(-0.09463297135509267+0.2328987621178293j)
"(0.8734177215189876, 2.7721518987341778)","(0.8734177215189876, 2.7721518987341778)",(0.648751546447776+0.32773713407050914j),(0.7725254915752726+0.10899332087602899j),(-0.12377394512749665+0.21874381319448016j)
"(0.9493670886075951, 2.7721518987341778)","(0.9493670886075951, 2.7721518987341778)",(0.4863149611055664+0.6376337297089643j),(0.6397403258985911+0.4377454780176978j),(-0.15342536479302468+0.19988825169126642j)
"(1.0253164556962027, 2.7721518987341778)","(1.0253164556962027, 2.7721518987341778)",(0.1876224386169115+0.8485142372816704j),(0.369992636748784+0.6728491567165099j),(-0.18237019813187252+0.1756650805651605j)
"(1.1012658227848107, 2.7721518987341778)","(1.1012658227848107, 2.7721518987341778)",(-0.18825058597337135+0.904880457349979j),(0.020885998200769917+0.7592596002645475j),(-0.20913658417414127+0.14562085708543152j)
"(1.1772151898734178, 2.7721518987341778)","(1.1772151898734178, 2.7721518987341778)",(-0.5615263697140728+0.7846533792545484j),(-0.32950258113069525+0.6750317287901578j),(-0.23202378858337752+0.10962165046439057j)
"(1.2531645569620258, 2.7721518987341778)","(1.2531645569620258, 2.7721518987341778)",(-0.8498942185857546+0.5057712066637851j),(-0.6007310192999714+0.43780786707288916j),(-0.2491631992857832+0.06796333959089586j)
"(1.3291139240506329, 2.7721518987341778)","(1.3291139240506329, 2.7721518987341778)",(-0.9879962568280716+0.12326464420644795j),(-0.729375434681884+0.10178963140909489j),(-0.2586208221461876+0.021475012797353067j)
"(1.4050632911392409, 2.7721518987341778)","(1.4050632911392409, 2.7721518987341778)",(-0.9434124934053854-0.28282376616050964j),(-0.6848678869327728-0.25442421329030007j),(-0.2585446064726125-0.028399552870209545j)
"(1.481012658227848, 2.7721518987341778)","(1.481012658227848, 2.7721518987341778)",(-0.7250329234330081-0.6259620040058588j),(-0.4776780358970934-0.5464015375811186j),(-0.2473548875359147-0.07956046642474014j)
"(1.556962025316456, 2.7721518987341778)","(1.556962025316456, 2.7721518987341778)",(-0.38150347971179477-0.8336425213144392j),(-0.15753418790420892-0.7043724511654506j),(-0.22396929180758587-0.1292700701489886j)
"(1.6329113924050631, 2.7721518987341778)","(1.6329113924050631, 2.7721518987341778)",(0.01010462243471466-0.8647945717033231j),(0.1981496135582447-0.6905447039299124j),(-0.18804499112353004-0.17424986777341064j)
"(1.708860759493671, 2.7721518987341778)","(1.708860759493671, 2.7721518987341778)",(0.36275062355447896-0.7196597388537688j),(0.5029626839609809-0.5087892377953585j),(-0.14021206040650194-0.21087050105841032j)
"(1.7848101265822782, 2.7721518987341778)","(1.7848101265822782, 2.7721518987341778)",(0.6004694671118107-0.4395237285956982j),(0.682732710957234-0.20408295009652744j),(-0.08226324384542326-0.23544077849917078j)
"(1.8607594936708862, 2.7721518987341778)","(1.8607594936708862, 2.7721518987341778)",(0.6767189005531157-0.09624900785013585j),(0.6939783789196332+0.14833997892915457j),(-0.017259478366517558-0.24458898677929042j)
"(1.9367088607594942, 2.7721518987341778)","(1.9367088607594942, 2.7721518987341778)",(0.5853485709665132+0.22582516860090915j),(0.5348577249785198+0.46153838598877384j),(0.05049084598799337-0.2357132173878647j)
"(2.0126582278481013, 2.7721518987341778)","(2.0126582278481013, 2.7721518987341778)",(0.3613509166782517+0.45104564809008896j),(0.24573527905300313+0.6585044332976037j),(0.11561563762524857-0.20745878520751473j)
"(2.0886075949367093, 2.7721518987341778)","(2.0886075949367093, 2.7721518987341778)",(0.07116603220730731+0.5312585009179565j),(-0.10088311040532134+0.6914211378894698j),(0.17204914261262866-0.16016263697151334j)
"(2.1645569620253164, 2.7721518987341778)","(2.1645569620253164, 2.7721518987341778)",(-0.20497732304007857+0.4574212368954974j),(-0.41856666478278665+0.5536117583178434j),(0.21358934174270808-0.09619052142234595j)
"(2.2405063291139244, 2.7721518987341778)","(2.2405063291139244, 2.7721518987341778)",(-0.3941093614525109+0.2610041719256187j),(-0.6287232256569848+0.2810909185986205j),(0.2346138642044739-0.020086746673001813j)
"(2.3164556962025316, 2.7721518987341778)","(2.3164556962025316, 2.7721518987341778)",(-0.4494672229560688+0.004823681261068163j),(-0.6803581508622316-0.056713733650057475j),(0.23089092790616284+0.06153741491112564j)
