index,value
"(118,)",(10.213159307313994+12.067355694247496j)
"(119,)",(10.192907553629833+12.142275587494606j)
"(120,)",(10.159501140519943+12.252976522140248j)
"(121,)",(10.105032572135775+12.395888581212747j)
"(122,)",(10.019205957847005+12.565937678646801j)
"(123,)",(9.88974780514694+12.756335313127874j)
"(124,)",(9.70293293056761+12.95835117302353j)
"(125,)",(9.44422671331741+13.161094874977632j)
"(126,)",(9.099041433235401+13.351338003496085j)
"(127,)",(8.65359892102175+13.513412048175542j)
"(128,)",(8.095884000074118+13.629220602987854j)
"(129,)",(7.41666398788109+13.678405251204254j)
"(130,)",(6.610537934375317+13.638703180185487j)
"(131,)",(5.6769671103898345+13.486528952645669j)
"(132,)",(4.621226078590309+13.19780443186039j)
"(133,)",(3.4552012197986297+12.749046690763219j)
"(134,)",(2.197955957691759+12.11870479686633j)
"(135,)",(0.8759762782630309+11.288714834579658j)
"(136,)",(-0.4769886568483699+10.246213359621585j)
"(137,)",(-1.8205641068236487+8.985322758249003j)
"(138,)",(-3.1089242511350994+7.5088931781864465j)
"(139,)",(-4.292528759922995+5.830056553202001j)
"(140,)",(-5.3204087038397+3.9734368088051495j)
"(141,)",(-6.1429460735145955+1.9758433639278543j)
"(142,)",(-6.715024555382667-0.1137147572846251j)
"(143,)",(-6.9993895989112005-2.2348274550067497j)
"(144,)",(-6.969992496784236-4.317406477171307j)
"(145,)",(-6.615044471384854-6.2843532667833095j)
"(146,)",(-5.939514467144234-8.055139248577966j)
"(147,)",(-4.966748807433847-9.550179698508781j)
"(148,)",(-3.7389703090215596-10.695738295167207j)
"(149,)",(-2.316464350780245-11.42910561620592j)
"(150,)",(-0.7752770262038196-11.703618138840135j)
"(151,)",(0.7964699004627933-11.493080770185902j)
"(152,)",(2.3036077297186424-10.79524519053308j)
"(153,)",(3.649995328364138-9.633761094719755j)
"(154,)",(4.7450952326071985-8.058474901711389j)
"(155,)",(5.510840271684131-6.143799324435547j)
"(156,)",(5.88783359260983-3.9849434233327052j)
"(157,)",(5.840519084801184-1.692663136077316j)
"(158,)",(5.360992801930535+0.6138314667720657j)
"(159,)",(4.470214552338346+2.8147704029061864j)
"(160,)",(3.21764680249661+4.797712278111469j)
"(161,)",(1.678128046973137+6.465992474062677j)
"(162,)",(-0.05377903969024267+7.744751409814677j)
"(163,)",(-1.8696629474455007+8.586255018629988j)
"(164,)",(-3.6567031845682+8.9733039577372j)
"(165,)",(-5.305366541957839+8.917801274476858j)
"(166,)",(-6.716915596796159+8.4610791990021j)
"(167,)",(-7.813339369287931+7.66751089533303j)
"(168,)",(-8.538186173394305+6.61772576162611j)
"(169,)",(-8.863859756275007+5.405515378671684j)
"(170,)",(-8.79197394502602+4.121881308750537j)
"(171,)",(-8.345167329852286+2.8557703571672914j)
"(172,)",(-7.577066432708971+1.684593680835337j)
"(173,)",(-6.550439037196011+0.6601750560559201j)
"(174,)",(-5.339357024425304-0.17114679247175912j)
"(175,)",(-4.033450375369638-0.8003098190913502j)
"(176,)",(-2.6934540789120103-1.2329057972630402j)
"(177,)",(-1.4022031237449406-1.475298721075232j)
"(178,)",(-0.2126612055919096-1.5902296009537373j)
"(179,)",(0.8582208045902745-1.5903198298074357j)
"(180,)",(1.739439253414222-1.532008426162209j)
"(181,)",(2.4823249595262213-1.488945004170484j)
"(182,)",(3.06116496371712-1.4170306555413952j)
"(183,)",(3.4561849881885944-1.4531600079441305j)
"(184,)",(3.823049510274318-1.5350639215070045j)
"(185,)",(3.988428712099381-1.6330912882065938j)
"(186,)",(4.151178513953735-1.9482178920068092j)
"(187,)",(4.3389958387571905-2.107790836540702j)
"(188,)",(4.2566313361332355-2.4460253244200283j)
"(189,)",(4.5367431050229445-2.847414303829551j)
"(190,)",(4.478611770448763-2.8394772280264022j)
"(191,)",(4.405234229291394-3.4527502529037184j)
"(192,)",(4.889201274335561-3.3202625448186893j)
"(193,)",(4.1730520783265055-3.2810843341955604j)
"(194,)",(4.7374461641289605-3.966361950894724j)
"(195,)",(4.602021140697241-2.5764607294824753j)
"(196,)",(3.317776091236386-3.626289937917594j)
"(197,)",(5.180259846026209-2.9507514534898722j)
"(198,)",(2.189825114879641-1.0524772247580494j)
"(199,)",(2.6341562679557695-4.364817017962292j)
