index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)"
"(32,)",(-0.0007195315935059517+0.0010336302085009019j),(-0.0015554795484123169+0.0004918275362433449j),(-0.0016891310841465848-0.0006521654746226008j),(-0.0009854834720212308-0.001927693165643157j),(-3.0352006980915988e-05-0.0022507065747968337j),(0.0007984267625096548-0.0019785337478564926j),(0.0012853608202356673-0.0016170059273516988j),(0.001823982320251952-0.001619484865147039j),(0.0020257456540794597-0.001729424137681724j),(0.001761031029511933-0.0018289406973398907j),(0.0012478389610746938-0.0019904049689420697j),(0.00047143751590628515-0.0018969320063830686j),(-0.0007860321856443282-0.0022694385148981436j),(-0.0016179375236401437-0.0015472785276214242j),(-0.0016954762289928939-0.00019961160530539623j),(-0.0013838007154957069+0.0012461924260732322j),(0.00013047443486668766+0.001749982955167768j),(0.0012263995685270113+0.0007990601708887653j),(0.0014040983163845645-0.0008114631699710479j),(-0.000523292552149626-0.0013953866999820365j),(-0.0010810599321953312-2.5461262376327884e-05j),(-0.0002721912465454608+0.0008749539209079321j),(0.000923027097720786+0.000228503781156338j),(0.0001881174632308497-0.0008791733612837175j),(-0.0009348671410707605-8.23301827050982e-05j),(-0.00013572414673172027+0.0007305280615235003j),(0.0005372737758166558-0.00012240165558007214j),(-9.04719112517497e-05-0.000639997367920292j),(-0.000645349702134584+0.00028219925614333616j),(0.00021061554422773654+0.00044355529504226047j),(0.00022754831131387303-0.000298571852938309j),(-0.00015672538541879543-8.88862908545653e-05j),(-0.00016334951571684024+0.0002886668729682091j),(-0.000284255900644433-7.166549757005665e-05j),(0.000224269955386298-0.0003422445711784615j),(0.0004019982820676848+0.0003139047257392926j),(-0.0005053750560859541+0.00023290253548407798j),(-0.0002609702344336375-0.0006833953755284749j),(0.0007213691975909289+9.07104913196461e-05j),(-9.049056735818961e-05+0.000660584795607907j),(-0.0006961622120363558-0.0002135140913922969j),(0.0002739937712213805-0.0009053527578099192j),(0.0011608015507521118+0.00020208114377691825j),(-0.00017489615621232702+0.0011831142526312125j),(-0.0012283088506188135+0.00010792617215320621j),(-0.0004493066490001206-0.001429372176435114j),(0.001062062168353462-0.0011294930982228282j),(0.001663944084739724+0.0007913146909044437j),(0.00020978506003847293+0.0019200502645690537j),(-0.0009290620398310239+0.001323240323324075j),(-0.00107127530905562+0.00037586560205618574j)
"(33,)",(0.0003795435981718316+0.0012500747481754442j),(-0.0006636920108219813+0.001402563892251383j),(-0.0016329173914953802+0.0006523447455015899j),(-0.0018736823901394802-0.0008140322805558701j),(-0.0010875614057468902-0.0018562618816434346j),(3.280203654440967e-05-0.002093832306103375j),(0.0007859425957708619-0.0018614757730886762j),(0.0015573438260570195-0.001840119179285942j),(0.0019722787377982835-0.001784224449549445j),(0.0019412170546306128-0.0016618159997724101j),(0.001663770730386553-0.0017079122164812385j),(0.0010579776108162946-0.0016985576351530047j),(0.0004397106279752713-0.0024153752158324j),(-0.0005709555627137711-0.0022477535658232354j),(-0.001258080125514169-0.001290186970152695j),(-0.0019326420170199996-0.00023548233041147706j),(-0.0015279202116880225+0.0011217350980015327j),(-5.3807830531821026e-05+0.0015559844759153734j),(0.00148170043940511+0.0007670898546525637j),(0.0013271560905222918-0.0007891926760034185j),(-0.00013806281675055257-0.0010871044640663394j),(-0.0010707723166600753-0.0003378167904593369j),(-0.00029734408268834684+0.0012401037995123715j),(0.0009861183180125594+0.0004235336596947112j),(0.00018049493972613188-0.0011496580483518193j),(-0.0008054085609612741-8.10345516338957e-05j),(1.0382848251069266e-07+0.0007134882963619673j),(0.0006347632643606082+1.1300308614860511e-05j),(-0.00024976983769828167-0.0007506099584566985j),(-0.000412493820044248+0.00011470206720089109j),(0.00033760401543487856+0.00031917124167527174j),(0.0001764685073482601-0.00018296781211671033j),(-0.000284255900644433-7.166549757005665e-05j),(-0.00015998225496538892+0.0002699249881656454j),(-0.0002568521913044964-0.0001244590493584405j),(0.00012836012740745912-0.00028984408954672614j),(0.00036747500301157555+0.0003085374886576153j),(-0.0004169959275497143+0.00036037169448355894j),(-0.0002626735017121572-0.0005550097457165827j),(0.0005774517084106915-8.010191102986874e-05j),(8.769433189046538e-05+0.0008547771594670266j),(-0.0009817725355003918-4.033528594160847e-05j),(8.569306795689267e-05-0.0009448883899418738j),(0.0009954987637560717+5.125484304923033e-05j),(-1.8320015950243267e-05+0.0010815917572605316j),(-0.001285070840051362+0.0002199690687257065j),(-0.0004881572944365551-0.001275976006148337j),(0.0010981409933047566-0.0009950666846349325j),(0.0016151484635484033+0.0005919575775119172j),(0.00018807114900803136+0.0018280905723208358j),(-9.154786866922441e-05+0.0005215546814364778j)
"(34,)",(0.0011250646648276745+0.00013798974577866214j),(0.0007454681851306109+0.001276154937977872j),(-0.0005628717998057082+0.001497884619537499j),(-0.0017878089212982702+0.0006130052671656427j),(-0.0018995819302758277-0.0008427208278303261j),(-0.000964101066771416-0.0017706433790126471j),(5.28857636602727e-05-0.001981333749304409j),(0.0010164251946004263-0.0021437207509878j),(0.0016657280011206877-0.0020404540714639083j),(0.0019051096387641975-0.0016986814713075137j),(0.001823170281822178-0.0015616836784582548j),(0.0014366788558345612-0.0014378278547215548j),(0.0012643614964301523-0.002186351606413008j),(0.000477274963849519-0.0023521367525342974j),(-0.00040034078764271814-0.0018647156015078159j),(-0.0014236962263854756-0.0014336588142238806j),(-0.0020019004095755038-0.00014784534233188906j),(-0.001384911791237728+0.0009953736662835948j),(1.247559138042249e-05+0.001975045621540886j),(0.00135454107618335+0.0008239485254197577j),(0.001069394444300541-0.0006280010889119642j),(-0.00021192065424058826-0.001213990447132461j),(-0.0013809175088121451-6.488475858717033e-05j),(-0.00023047950056156213+0.0013183323640090232j),(0.0010427398167827037+0.00026467044188342996j),(0.0002974773343719093-0.0008597558860730906j),(-0.000749887403029844+9.615511172569553e-06j),(-0.00019960736217598785+0.0009822417335416608j),(0.0006441829318604322-2.7023584443814005e-06j),(-5.652661480944531e-05-0.0006832865042558657j),(-0.0004345319638678512+0.00012154512693523513j),(0.0002446313571203266+0.0002253231444128898j),(0.000224269955386298-0.0003422445711784615j),(-0.0002568521913044964-0.0001244590493584405j),(-0.00015499178942089285+0.00024676358896806225j),(-0.0002742801032814456-0.00012191846135024708j),(0.00020760519204981851-0.0002654013665491072j),(0.00023037638167659925+0.0002663606152553406j),(-0.0004364396016646642+0.0002592930092846091j),(-2.6982418228135728e-05-0.00046126776556154646j),(0.0006139672379038355-0.0001349398077112949j),(-0.00018213605322591665+0.0007338011999168516j),(-0.000814065815662369-0.00015842182609042345j),(0.00030610278378049715-0.0009258322134389422j),(0.000920407808619319+0.00021009063093941239j),(-0.00015964941543209323+0.0009556517062371278j),(-0.001275651262247578+0.0001316198046024495j),(-0.0005776303435325713-0.0011649496614636744j),(0.0012738895053785182-0.0007922292409303366j),(0.0014059450426135807+0.0006775331889201847j),(0.0005941328549850695+0.0007037588900275931j)
"(35,)",(0.0006091139803794872-0.0008191714169962j),(0.0013570645114329336+0.0001278136460877286j),(0.0009282583683650079+0.0011710819970324005j),(-0.0006690463240333084+0.0017460713649439367j),(-0.001866422758224566+0.0006996529303405023j),(-0.001755105194481081-0.0007483471018113851j),(-0.0008791960963313545-0.0016982988381087547j),(0.00011814716309294222-0.0022900519728532203j),(0.001060097934940897-0.0023610394239944286j),(0.0015785928954525452-0.00196674347417249j),(0.0017887005643760514-0.0015964234632610775j),(0.0015527106051559493-0.0013300887152375993j),(0.001742698979197732-0.0018831974569464597j),(0.0012693571613358065-0.0020993576932671516j),(0.00044521815316867316-0.0019149465165924774j),(-0.000530100506498969-0.0020372672720814717j),(-0.001392006044179506-0.0015700449952827232j),(-0.0017259447425847184-0.0002719503433090764j),(-0.00147902662433731+0.0013279210520871383j),(4.256016915328421e-05+0.0016767631833742112j),(0.0011709315893881193+0.0007504216970802583j),(0.0011503244493242409-0.0007488484884532465j),(-0.00030745081462054704-0.0014447886788759804j),(-0.0012198348654396563-9.65637914977631e-06j),(-0.00022763990576746043+0.001340851195399986j),(0.000991012597641277+0.00013653101487874888j),(8.043183036914416e-05-0.0007482264705928622j),(-0.0008926926981081795-0.0001298159525238217j),(1.3988871544560307e-05+0.0009295245756696147j),(0.000765876917801983+9.685905167899382e-05j),(-9.199773356572496e-05-0.0005424213734101414j),(-0.00036494982133367196+0.00012266041742215313j),(0.0004019982820676848+0.0003139047257392926j),(0.00012836012740745912-0.00028984408954672614j),(-0.0002742801032814456-0.00012191846135024708j),(-0.0001687542366042761+0.0002909153706834125j),(-0.000222720811282788-0.00015277771948119233j),(0.00013144863103616364-0.0004949245572233086j),(0.0003395386530543701+0.0003523649225009712j),(-0.0005503748428385895+0.00045440816582551023j),(-0.00035057464519789726-0.0006798743119418316j),(0.0008533737962361917-1.653119250626725e-05j),(3.067010993064004e-05+0.000859400154818003j),(-0.001025994325566873-0.00014589373061346623j),(0.00015469626464206652-0.001043926591516209j),(0.0011332008791366509+0.00020071415600132034j),(-0.0001414908617343855+0.0013259594490093994j),(-0.0015031328942160446+0.00019608657686955288j),(-0.00047020234513860343-0.0014903227510223963j),(0.0013560785843525487-0.0012554473676878884j),(0.0004573869958425112-0.0003144288323350893j)
"(36,)",(-0.000583998744362389-0.000826014910743515j),(0.0004031580659258026-0.001246573972625506j),(0.001405809647614351-0.0002394477979295741j),(0.0009645482516384497+0.0014695193073027554j),(-0.000689772810738029+0.0017766557196900459j),(-0.0017044727553513026+0.0006292165671002841j),(-0.0016213024320372292-0.0006970206120685544j),(-0.0009568589532053444-0.0019359812354381235j),(-6.561876051666522e-05-0.002478452896004069j),(0.0010530458159614987-0.0022584321106905074j),(0.0014529967158871812-0.001868479434587909j),(0.001521102097733356-0.001361566179211814j),(0.0019521078963716794-0.0016949351251962634j),(0.0017329794861782842-0.0017953182420957345j),(0.0010871726557699778-0.0017100040494248073j),(0.0005275363061469267-0.0021398477764402253j),(-0.0004418110189705161-0.002156947357426014j),(-0.0012765509816794727-0.001345443049082527j),(-0.002065888874810928-0.0002630638531886803j),(-0.0014476636518520121+0.001155126867772687j),(-6.731659640847955e-05+0.0015355270632084527j),(0.0012378785126966885+0.0008179855335133402j),(0.0013400748407482333-0.0008801056208076414j),(-0.00036521818716830895-0.0014005530766764247j),(-0.0015500680607643147+2.3815521612930378e-05j),(-0.00011002089598079698+0.0009320020310571878j),(0.0009749654589885667+3.3558972998857476e-05j),(0.00032638450710975-0.0010760152868216567j),(-0.0009658287752791598-0.00022292504251387196j),(-1.98414359297486e-05+0.0006869184724253186j),(0.0005790322684582307+6.894608173620534e-05j),(1.860352514139979e-05-0.0005527583456045651j),(-0.0005053750560859541+0.00023290253548407798j),(0.00036747500301157555+0.0003085374886576153j),(0.00020760519204981851-0.0002654013665491072j),(-0.000222720811282788-0.00015277771948119233j),(-0.00010485791915274593+0.0002278001678047685j),(-0.00021654894804468472-9.866575619795346e-05j),(0.0001477812904153521-0.00019681759061043253j),(0.0002211237012072687+0.00021993973927508838j),(-0.000371665678063651+0.00016073291530361862j),(-9.759106097856516e-05-0.00043101378656266683j),(0.0005407753173380888-1.699071198210514e-05j),(8.292247964846864e-05+0.0005903449886258103j),(-0.0007031839334752775-9.988043829118594e-05j),(0.0001996085489598787-0.0007347985494418716j),(0.0009151117299222387+0.00012061160154545433j),(-0.0001030535136687375+0.0009372390820878173j),(-0.001019281313983051+4.7920681740881394e-05j),(-0.0006080377894196617-0.0007134739310161798j),(0.0001328417676793545-0.0007053140160932419j)
"(37,)",(-0.0008439510774762978+0.00025231536406702406j),(-0.0007385499195715216-0.0008942958410593296j),(0.00038849763565859506-0.0012408373959195322j),(0.0014913695569628085-5.8301689126452845e-06j),(0.0010812039537852472+0.0014424733083597844j),(-0.0007214502699688387+0.0015716609571482824j),(-0.0016241218705609036+0.0005333024429165842j),(-0.0018459335299446916-0.0010523779494180895j),(-0.0011116739750746138-0.0021166367105264435j),(3.41155400950366e-05-0.0024277549491914445j),(0.0009128206510322997-0.0021329644391073115j),(0.0013051088259251212-0.0015462548043250145j),(0.0019268372083490583-0.0017194815358999272j),(0.0019033854498461953-0.001638652484024252j),(0.001437106026204294-0.001472062739702453j),(0.0012122217228867202-0.0019037955847326824j),(0.0005549835030044682-0.002227487550692895j),(-0.0002973752285350391-0.001922953323698884j),(-0.0016233977378251568-0.0015631799251036665j),(-0.0020173152143686773-0.0002316949328361642j),(-0.0012376680098628312+0.0009650669931698355j),(-5.863645183962823e-05+0.0014707808481522425j),(0.0014390882166601868+0.0007034070752206244j),(0.0012067440250997405-0.0008616440762845047j),(-0.0004899541493341654-0.0014349909503272732j),(-0.0012160084153655408+4.942455863948535e-05j),(8.864380709919768e-05+0.0009525807981778665j),(0.001073398601490165+0.0003741608134753461j),(0.00028235005393853144-0.0010175709114982868j),(-0.0007640570520849471-0.00023113541730265488j),(-0.00010762344939260269+0.0005266281325930297j),(0.0005944371359799512+1.4613022764339054e-05j),(-0.0002609702344336375-0.0006833953755284749j),(-0.0004169959275497143+0.00036037169448355894j),(0.00023037638167659925+0.0002663606152553406j),(0.00013144863103616364-0.0004949245572233086j),(-0.00021654894804468472-9.866575619795346e-05j),(-0.00010547071807793876+0.00023619283874061259j),(-0.00019635697946773802-8.528279710814449e-05j),(0.0001288903472432816-0.00025399470893626343j),(0.0002723980716307571+0.00025369968252015755j),(-0.0004146613230437801+0.000223172558552065j),(-0.0001826516832700159-0.0004181986022002094j),(0.0005102894175764254-2.014438572684847e-05j),(-3.94704441918254e-05+0.0006435853542435135j),(-0.000806965340872447-0.000243303930791723j),(0.00017948597246909866-0.0008587055254888482j),(0.0007324367472554067+0.0001740479617283125j),(-0.00018889949959450216+0.0008437944770121378j),(-0.001203039038442898+0.00010748430824784228j),(-0.0003795224952197777-5.160454912637286e-05j)
"(38,)",(0.00021680893217998005+0.0007901319523291486j),(-0.0007223704631714727+0.0006365315303649207j),(-0.0008812692057088936-0.00075842258501885j),(0.00044848185765914816-0.0013164563177125443j),(0.0017377365820756567-0.00022399737381882312j),(0.0007897907862013056+0.0012973804040591836j),(-0.0004918078758736771+0.0014637529159046132j),(-0.0019186295409938448+0.0005326285559845452j),(-0.0020413082821596077-0.0010427249883679234j),(-0.0011392676745438741-0.002041858356989865j),(9.87204739458793e-06-0.002247237903782582j),(0.0008496345679663422-0.0017855868818399065j),(0.001593578472687107-0.001995716051447271j),(0.0018616286322952539-0.0016794109887101878j),(0.0015816113463084924-0.0013423567910399998j),(0.0015892528658896982-0.0016561955242342205j),(0.0012767376864952819-0.001957554177216253j),(0.0005018252840527743-0.0019436494988026413j),(-0.00045684126239128664-0.0022533630487584833j),(-0.0014388183548129912-0.0014696633380904874j),(-0.0017007176688976515-0.00021282480882134784j),(-0.0013086179448045462+0.0009322290515525478j),(6.580247743214137e-05+0.001769728539576309j),(0.0014697774345943345+0.0007428820844115456j),(0.0014067602855394477-0.0010154017277353305j),(-0.0003335971084089625-0.0011112790290492799j),(-0.001277971639794023+0.0002336098100588688j),(-0.0002621982613112575+0.0011334759309613465j),(0.0012676009574886+0.00027627279936916736j),(0.0003635286819515036-0.0009683512895046134j),(-0.0006639101973600738-0.0002657805148122398j),(-0.000182425106587639+0.0005599585648967847j),(0.0007213691975909289+9.07104913196461e-05j),(-0.0002626735017121572-0.0005550097457165827j),(-0.0004364396016646642+0.0002592930092846091j),(0.0003395386530543701+0.0003523649225009712j),(0.0001477812904153521-0.00019681759061043253j),(-0.00019635697946773802-8.528279710814449e-05j),(-0.00015925412109933263+0.00024177706460881584j),(-0.00018764671382720142-0.0001740429518293099j),(0.0003161283681656585-0.0002395096493229147j),(0.00029760705142656616+0.0002921325554273246j),(-0.00047119465540984193+0.00019887591168748234j),(-9.000519748425562e-05-0.0007585671455682892j),(0.0008305952624320909+6.789219343936916e-05j),(-0.00019724510773177437+0.0008247263632105602j),(-0.0007584285732149405-0.00021846387450648896j),(0.0003788003020330616-0.0009978707428217569j),(0.0008809625913066115+0.00030523003974920423j),(0.00020654001922971345+0.0011043587946232983j),(-0.0006008836337887215+0.0005612224442012415j)
"(39,)",(0.0007600135976972864-0.00020533328304078675j),(0.00036803065694244785+0.000957054953600933j),(-0.0007991311589675439+0.0007477939587521015j),(-0.0010613233998933813-0.000782653898889042j),(0.0002732081736958109-0.0015540554111276095j),(0.0014110859993252665-0.00022849502396736593j),(0.0008371715252606688+0.00125353182509785j),(-0.0007119531470152179+0.0017208721242431915j),(-0.002099070113963495+0.0007266211803523508j),(-0.0020661106555796287-0.0010194749652098635j),(-0.0010215543550143164-0.0019177549282375062j),(-4.539171486314478e-05-0.001908213220127668j),(0.0010580064412974975-0.0022770976696660913j),(0.0015814434829758777-0.0019119276145356412j),(0.0014971362929603734-0.0014248323134035262j),(0.0017481001496597556-0.0015188936287897485j),(0.0016642507065487617-0.0016851298101602425j),(0.0010804887851589234-0.00173682861188583j),(0.0005582607901980705-0.002288235961369468j),(-0.0005042537534379867-0.0021043806199574633j),(-0.0012036462501701583-0.0013599820727414574j),(-0.0016787996562931792-0.0001972281537430253j),(-0.0014574516104172088+0.001099902362889568j),(0.00017105775081093595+0.0017684066607885087j),(0.001605288070121155+0.0007089339282425086j),(0.0011891889810261343-0.0007332202874789094j),(-0.00045305229433782295-0.0012239475523208947j),(-0.001563291200606524+2.3562716514081525e-05j),(-0.000174113786596994+0.0012201890194306181j),(0.0008964003897617347+0.00034158357752684456j),(0.0003163627211672657-0.0009098654644950784j),(-0.0005509575463330358-0.000330891867856861j),(-9.049056735818961e-05+0.000660584795607907j),(0.0005774517084106915-8.010191102986874e-05j),(-2.6982418228135728e-05-0.00046126776556154646j),(-0.0005503748428385895+0.00045440816582551023j),(0.0002211237012072687+0.00021993973927508838j),(0.0001288903472432816-0.00025399470893626343j),(-0.00018764671382720142-0.0001740429518293099j),(-0.00019253430682595194+0.0003385673861840608j),(-0.00037901881106195724-0.00010449758191024957j),(0.0003261704960144712-0.00032044004201814186j),(0.0003784353706082457+0.00039378954713206895j),(-0.000572860425328179+0.00031015107745566487j),(-0.00019607160259437552-0.0007474632126480416j),(0.0008984641822704584-8.281717052651892e-05j),(1.3177035804059068e-05+0.0009130605049091708j),(-0.000919213218590769-0.00021499334917842545j),(0.0002285170660892782-0.001207180973020647j),(0.0012020929933667587-0.00024279802391885593j),(0.0003726612750289481+0.00034159991931502693j)
"(40,)",(-0.00021959359291857112-0.0007168305568256956j),(0.0006878310600005954-0.00028945645032785747j),(0.0005291573818898839+0.0006879585922409186j),(-0.0009120857730128731+0.0008447318843799547j),(-0.00111978015954106-0.0007180950945242537j),(0.0003913404076631882-0.001213965625702858j),(0.0014433160983276544-6.18985616460815e-05j),(0.000768390632296602+0.0015099332928024754j),(-0.0007830582451061131+0.001920698611189975j),(-0.002102950968290304+0.0005295573502915558j),(-0.001866390415375838-0.0009520987770116453j),(-0.0008720199362271526-0.0016427128432687456j),(0.0002012782448890002-0.00241550548754794j),(0.0010295449705366585-0.0022147936252817435j),(0.0012755136656872825-0.0016040366850417814j),(0.0017122606219231722-0.0015530568125296425j),(0.0018253314991871696-0.0015363222439583693j),(0.0014682878611918923-0.0014823901548189815j),(0.0013660991626601947-0.0020197865605596187j),(0.000422805155649695-0.0021608602788673967j),(-0.0003643445300102959-0.0018367961762625522j),(-0.001232866363970644-0.0012585776947067352j),(-0.0019995825309341133-0.0002702351692914623j),(-0.0014001784133598125+0.0012028513133163327j),(0.0002231354891770769+0.001909531254268723j),(0.00141050775514258+0.0008167000478282272j),(0.0010301621354161785-0.0009117569503637931j),(-0.00015650775755782323-0.0014155381168710133j),(-0.001551114835410376+0.00022036955207595496j),(-0.00033509220690312354+0.0010246178906406637j),(0.000873888306009298+0.00037301074445825585j),(0.0002635295822340868-0.0005749600318609198j),(-0.0006961622120363558-0.0002135140913922969j),(8.769433189046538e-05+0.0008547771594670266j),(0.0006139672379038355-0.0001349398077112949j),(-0.00035057464519789726-0.0006798743119418316j),(-0.000371665678063651+0.00016073291530361862j),(0.0002723980716307571+0.00025369968252015755j),(0.0003161283681656585-0.0002395096493229147j),(-0.00037901881106195724-0.00010449758191024957j),(-0.0001221702388277566+0.00023177966521366108j),(-0.00026593837568943086-0.00010448197350762495j),(0.00012376057045101875-0.000268986247607552j),(0.0002604220894465804+0.00016970237284129723j),(-0.00033479444538106235+0.00014913974614034776j),(-0.00014069326388841847-0.0004403100755269141j),(0.0005524316432434112-0.00014666788426936765j),(-6.417889057218823e-05+0.0005225803263526242j),(-0.00079480184900257-8.038710361961595e-05j),(-0.00022093674791166112-0.0007589242901287862j),(0.00021288513516151184-0.00024425774342096466j)
"(41,)",(-0.000588133633844432+0.0002706267052591751j),(-0.0003007061768767613-0.000716473877087529j),(0.0007071529085979208-0.0007148065325984427j),(0.0006563407344569529+0.0009721960544383153j),(-0.0009450145544057634+0.0007635805150871613j),(-0.0010117640069007893-0.0006215554412041588j),(0.0004704397023891977-0.001172934345697008j),(0.00158893952493585+9.462165306534405e-05j),(0.0011057230579902529+0.0016830551023259029j),(-0.0007711682939060046+0.0018430657926553646j),(-0.001864617679255744+0.0005150883908389695j),(-0.0015381063338278103-0.0008044905852016491j),(-0.0009755377599679746-0.00208869996912099j),(1.7378174743028087e-05-0.0023713567919300318j),(0.0007752362825612628-0.0018560806295474458j),(0.0014687284240156146-0.0017571211400595195j),(0.0017634228183862628-0.0016009254254413924j),(0.0015898895877407655-0.0013740831179352144j),(0.0017222801514773865-0.0017590595475616884j),(0.00123167048681582-0.0019180619643479294j),(0.00045640971875158176-0.0018741942500651216j),(-0.00031955059056595133-0.0018530014311745355j),(-0.0014366746103766312-0.0015746937387818684j),(-0.0019474426465658733-0.00025084669247330406j),(-0.0016180954524308744+0.0013824141557521104j),(-1.611128236353899e-05+0.0016850538850644494j),(0.0014624800150736298+0.0005373817270961898j),(0.0013759133675150614-0.00095096499630753j),(-0.00040532752672039227-0.0016364903138144885j),(-0.0013740978759145396-3.485302823364261e-05j),(-0.00029629748559490603+0.0009737450627142423j),(0.0008100889369639439+0.00042109979369826193j),(0.0002739937712213805-0.0009053527578099192j),(-0.0009817725355003918-4.033528594160847e-05j),(-0.00018213605322591665+0.0007338011999168516j),(0.0008533737962361917-1.653119250626725e-05j),(-9.759106097856516e-05-0.00043101378656266683j),(-0.0004146613230437801+0.000223172558552065j),(0.00029760705142656616+0.0002921325554273246j),(0.0003261704960144712-0.00032044004201814186j),(-0.00026593837568943086-0.00010448197350762495j),(-0.00017960219915901397+0.0003072490360122536j),(-0.00025802243781002907-0.00016146306511755304j),(0.00027722570851729044-0.00037644906694794713j),(0.0003403968206248619+0.00042686533565206014j),(-0.0006524810783234502+0.00035100453231650747j),(-0.00022498593468149865-0.0007820109994590141j),(0.000910645251270203-0.00010680448001094126j),(-0.0001400936051633408+0.000917344155898511j),(-0.0009478963570519339+0.00023554974752351029j),(-0.0003388916326115211-0.00023381789752540397j)
"(42,)",(0.0002264658340267131+0.0005606934779871652j),(-0.0005127978844974047+0.00027884470482528786j),(-0.0004514514795815653-0.0006317789211837562j),(0.0008617671180767885-0.0005631295058737464j),(0.0006541403991580949+0.0009395094143600063j),(-0.0009967916212486327+0.0007271739209015065j),(-0.000918280261406583-0.0006419247904213062j),(0.0005257356778844334-0.0013727753990059831j),(0.0017949788858341701-0.00012698760314274512j),(0.0008148259982390074+0.0016432956669426993j),(-0.0009158177839968045+0.0016473635684412305j),(-0.0016222527490590299+0.0005093438037032135j),(-0.0019841999192669077-0.0010773563195303555j),(-0.001038482390010128-0.0020108952656685574j),(-0.0001236342156167332-0.0019478204926350487j),(0.0009089773668609052-0.00204863844113112j),(0.001488966828576392-0.0018290767190994874j),(0.0015467973577425415-0.0014172324041992368j),(0.0018772040975854885-0.00162078778398752j),(0.0016269282886202435-0.0016358593662903467j),(0.0010968163611697265-0.0016503690739572653j),(0.0005029216529360514-0.0018680527492260406j),(-0.0004991520964480935-0.002128380708769453j),(-0.00152473877935282-0.001450981002963275j),(-0.0021683092991948184-4.622163253853346e-05j),(-0.0013614084909975106+0.0012100002480880214j),(0.000361278187879529+0.0016891590892912846j),(0.0015317088984556292+0.0009287048316202526j),(0.0013420192371502195-0.0009369938937316157j),(-0.0003283056989869316-0.0012779414044911373j),(-0.0011392934783647493-0.0002347437407373491j),(-0.00012386545620476488+0.000943392003077065j),(0.0011608015507521118+0.00020208114377691825j),(8.569306795689267e-05-0.0009448883899418738j),(-0.000814065815662369-0.00015842182609042345j),(3.067010993064004e-05+0.000859400154818003j),(0.0005407753173380888-1.699071198210514e-05j),(-0.0001826516832700159-0.0004181986022002094j),(-0.00047119465540984193+0.00019887591168748234j),(0.0003784353706082457+0.00039378954713206895j),(0.00012376057045101875-0.000268986247607552j),(-0.00025802243781002907-0.00016146306511755304j),(-0.00018392066804314927+0.00021552176296376908j),(-0.00027707403854082703-0.00016687121114785798j),(0.00023989622197913122-0.00027259622978177965j),(0.0002595535648642137+0.0003028271101652743j),(-0.0005294560760114473+0.00022052968496382667j),(-9.160411030005632e-05-0.0004498086038049661j),(0.0006155246233351902-7.07068376041383e-05j),(-5.414840908708828e-05+0.0008318379561396892j),(-0.00013620532874753226+0.0003081644638416791j)
