index,cp
"(1, (36,))",(-0.06077503302870575+0.05202302721256939j)
"(1, (37,))",(-0.060775033028705495+0.05202302721256916j)
"(1, (38,))",(-0.060775033028705926+0.05202302721256953j)
"(1, (39,))",(-0.060775033028705766+0.05202302721256939j)
"(1, (40,))",(-0.06077503302870559+0.05202302721256925j)
"(1, (41,))",(-0.06077503302870575+0.05202302721256939j)
"(1, (42,))",(-0.060775033028705495+0.05202302721256916j)
"(1, (43,))",(-0.060775033028705926+0.05202302721256953j)
"(1, (44,))",(-0.06077503302870594+0.05202302721256953j)
"(1, (45,))",(-0.06077503302870575+0.05202302721256939j)
"(1, (46,))",(-0.06077503302870575+0.05202302721256939j)
"(1, (47,))",(-0.060775033028705655+0.0520230272125693j)
"(1, (48,))",(-0.060775033028705926+0.05202302721256954j)
"(1, (49,))",(-0.06077503302870575+0.05202302721256939j)
"(1, (50,))",(-0.026570859911513558+0.05965670117702828j)
"(1, (51,))",(0.03203200172826189-0.02036786633382017j)
"(1, (52,))",(-0.034585754823262725+0.015643678500176922j)
"(1, (53,))",(0.036447273800323664-0.010606382334989362j)
"(1, (54,))",(-0.037579300344462205+0.005356799355253128j)
"(1, (55,))",(0.03795917693670051-4.736951571734005e-17j)
"(1, (56,))",(-0.0375793003444622-0.005356799355253044j)
"(1, (57,))",(0.036447273800323726+0.010606382334989272j)
"(1, (58,))",(-0.03458575482326275-0.015643678500176807j)
"(1, (59,))",(0.03203200172826262+0.020367866333820532j)
"(1, (60,))",(-0.02657085991151439-0.05965670117702889j)
"(1, (61,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (62,))",(-0.060775033028705495-0.05202302721256916j)
"(1, (63,))",(-0.060775033028705495-0.05202302721256916j)
"(1, (64,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (65,))",(-0.06077503302870602-0.052023027212569635j)
"(1, (66,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (67,))",(-0.060775033028705495-0.05202302721256916j)
"(1, (68,))",(-0.06077503302870583-0.05202302721256946j)
"(1, (69,))",(-0.060775033028706085-0.05202302721256969j)
"(1, (70,))",(-0.06077503302870602-0.052023027212569635j)
"(1, (71,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (72,))",(-0.060775033028705495-0.05202302721256916j)
"(1, (73,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (74,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (75,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (76,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (77,))",(-0.06077503302870583-0.05202302721256946j)
"(1, (78,))",(-0.060775033028706085-0.05202302721256969j)
"(1, (79,))",(-0.06077503302870543-0.052023027212569115j)
"(1, (80,))",(-0.06077503302870543-0.052023027212569115j)
"(1, (81,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (82,))",(-0.060775033028705495-0.05202302721256916j)
"(1, (83,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (84,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (85,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (86,))",(-0.060775033028706085-0.05202302721256969j)
"(1, (87,))",(-0.06077503302870583-0.05202302721256946j)
"(1, (88,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (89,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (90,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (91,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (92,))",(-0.060775033028705495-0.05202302721256916j)
"(1, (93,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (94,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (95,))",(-0.060775033028706106-0.05202302721256969j)
"(1, (96,))",(-0.060775033028706106-0.052023027212569684j)
"(1, (97,))",(-0.060775033028705495-0.05202302721256916j)
"(1, (98,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (99,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (0,))",(-0.042097935158007915-0.06972414998102436j)
"(2, (1,))",(0.032032001728261865+0.020367866333820185j)
"(2, (2,))",(-0.034585754823262725-0.01564367850017688j)
"(2, (3,))",(0.036447273800323685+0.010606382334989348j)
"(2, (4,))",(-0.0375793003444622-0.005356799355253137j)
"(2, (5,))",(0.03795917693670048-2.9605947323337513e-18j)
"(2, (6,))",(-0.03757930034446219+0.005356799355253078j)
"(2, (7,))",(0.03644727380032372-0.01060638233498921j)
"(2, (8,))",(-0.03458575482326275+0.015643678500176814j)
"(2, (9,))",(0.032032001728261976-0.02036786633382022j)
"(2, (10,))",(-0.026570859911513815+0.05965670117702852j)
"(2, (11,))",(-0.06077503302870576+0.05202302721256939j)
"(2, (12,))",(-0.06077503302870552+0.0520230272125692j)
"(2, (13,))",(-0.060775033028705495+0.05202302721256916j)
"(2, (14,))",(-0.060775033028705835+0.05202302721256946j)
"(2, (15,))",(-0.06077503302870611+0.052023027212569704j)
"(2, (16,))",(-0.06077503302870575+0.05202302721256939j)
"(2, (17,))",(-0.06077503302870558+0.05202302721256923j)
"(2, (18,))",(-0.06077503302870558+0.05202302721256923j)
"(2, (19,))",(-0.06077503302870575+0.05202302721256939j)
"(2, (20,))",(-0.06077503302870602+0.052023027212569635j)
"(2, (21,))",(-0.060775033028705835+0.05202302721256947j)
"(2, (22,))",(-0.06077503302870558+0.05202302721256923j)
"(2, (23,))",(-0.060775033028705835+0.05202302721256946j)
"(2, (24,))",(-0.060775033028705676+0.05202302721256932j)
"(2, (25,))",(-0.060775033028705766+0.05202302721256939j)
"(2, (26,))",(-0.06077503302870594+0.05202302721256953j)
"(2, (27,))",(-0.060775033028705495+0.05202302721256916j)
"(2, (28,))",(-0.06077503302870575+0.05202302721256939j)
"(2, (29,))",(-0.060775033028705926+0.05202302721256954j)
"(2, (30,))",(-0.060775033028705926+0.05202302721256954j)
"(2, (31,))",(-0.06077503302870575+0.05202302721256939j)
"(2, (32,))",(-0.060775033028705495+0.05202302721256916j)
"(2, (33,))",(-0.06077503302870575+0.05202302721256939j)
"(2, (34,))",(-0.060775033028705926+0.05202302721256954j)
"(2, (35,))",(-0.060775033028705926+0.05202302721256954j)
"(2, (36,))",(-0.06077503302870575+0.05202302721256939j)
"(2, (37,))",(-0.060775033028705495+0.05202302721256916j)
"(2, (38,))",(-0.060775033028705926+0.05202302721256953j)
"(2, (39,))",(-0.060775033028705766+0.05202302721256939j)
"(2, (40,))",(-0.06077503302870559+0.05202302721256925j)
"(2, (41,))",(-0.06077503302870575+0.05202302721256939j)
"(2, (42,))",(-0.060775033028705495+0.05202302721256916j)
"(2, (43,))",(-0.060775033028705926+0.05202302721256953j)
"(2, (44,))",(-0.06077503302870594+0.05202302721256953j)
"(2, (45,))",(-0.06077503302870575+0.05202302721256939j)
"(2, (46,))",(-0.06077503302870575+0.05202302721256939j)
"(2, (47,))",(-0.060775033028705655+0.0520230272125693j)
"(2, (48,))",(-0.060775033028705926+0.05202302721256954j)
"(2, (49,))",(-0.06077503302870575+0.05202302721256939j)
"(2, (50,))",(-0.026570859911513558+0.05965670117702828j)
"(2, (51,))",(0.03203200172826189-0.02036786633382017j)
"(2, (52,))",(-0.034585754823262725+0.015643678500176922j)
"(2, (53,))",(0.036447273800323664-0.010606382334989362j)
"(2, (54,))",(-0.037579300344462205+0.005356799355253128j)
"(2, (55,))",(0.03795917693670051-4.736951571734005e-17j)
"(2, (56,))",(-0.0375793003444622-0.005356799355253044j)
"(2, (57,))",(0.036447273800323726+0.010606382334989272j)
"(2, (58,))",(-0.03458575482326275-0.015643678500176807j)
"(2, (59,))",(0.03203200172826262+0.020367866333820532j)
"(2, (60,))",(-0.02657085991151439-0.05965670117702889j)
"(2, (61,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (62,))",(-0.060775033028705495-0.05202302721256916j)
"(2, (63,))",(-0.060775033028705495-0.05202302721256916j)
"(2, (64,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (65,))",(-0.06077503302870602-0.052023027212569635j)
"(2, (66,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (67,))",(-0.060775033028705495-0.05202302721256916j)
"(2, (68,))",(-0.06077503302870583-0.05202302721256946j)
"(2, (69,))",(-0.060775033028706085-0.05202302721256969j)
"(2, (70,))",(-0.06077503302870602-0.052023027212569635j)
"(2, (71,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (72,))",(-0.060775033028705495-0.05202302721256916j)
"(2, (73,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (74,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (75,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (76,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (77,))",(-0.06077503302870583-0.05202302721256946j)
"(2, (78,))",(-0.060775033028706085-0.05202302721256969j)
"(2, (79,))",(-0.06077503302870543-0.052023027212569115j)
"(2, (80,))",(-0.06077503302870543-0.052023027212569115j)
"(2, (81,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (82,))",(-0.060775033028705495-0.05202302721256916j)
"(2, (83,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (84,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (85,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (86,))",(-0.060775033028706085-0.05202302721256969j)
"(2, (87,))",(-0.06077503302870583-0.05202302721256946j)
"(2, (88,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (89,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (90,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (91,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (92,))",(-0.060775033028705495-0.05202302721256916j)
"(2, (93,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (94,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (95,))",(-0.060775033028706106-0.05202302721256969j)
"(2, (96,))",(-0.060775033028706106-0.052023027212569684j)
"(2, (97,))",(-0.060775033028705495-0.05202302721256916j)
"(2, (98,))",(-0.06077503302870575-0.05202302721256939j)
"(2, (99,))",(-0.06077503302870575-0.05202302721256939j)
