index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)"
"(32,)",(-0.0008269870305848416+0.0013137319072078965j),(-0.0018075788115013405+0.0008023225571665369j),(-0.0018882169756082084-0.0009446553899120405j),(-0.0010603998751004284-0.0018143344721096456j),(6.665473134560711e-05-0.0019520260145111832j),(0.0010228540045678978-0.0021569320583350042j),(0.0015279975597340743-0.0018009158499595137j),(0.001633330621024036-0.0014860622038855797j),(0.0018645675264479095-0.0015741786614867856j),(0.0016691780991670213-0.0016959426174336996j),(0.001295587194703024-0.002014213353792837j),(0.0006336037172574236-0.002484079290684069j),(-0.00047745504396989137-0.0023523278512237616j),(-0.0016722244168345644-0.001389803580858676j),(-0.0018207756776264972-0.00010329918019989059j),(-0.0014437216165910946+0.0015022413777959543j),(0.0001405705181168578+0.0016622979129804778j),(0.0015779231741702008+0.0007407135075588857j),(0.0012268296811756025-0.0010223147732808453j),(-0.0004754547722051851-0.0013838407480706069j),(-0.0011414503508930319-9.666611682719494e-05j),(-0.00037037997097650173+0.0012812047524480674j),(0.0008584101069461766+0.00040551157866035157j),(0.00031968143758804104-0.0011924297068415235j),(-0.0008198709281909876-0.00025163296225551795j),(-0.00021011934139950072+0.000694455377995295j),(0.0005861216320550827-1.1727504446826138e-05j),(-5.470404244574548e-05-0.0004933310633840849j),(-0.0006330861175139515+0.0003655764137301083j),(0.000308554100188665+0.00020144073631264066j),(0.00027064392595834504-0.00032018516827957047j),(-0.00019177279688101904-9.135597601290531e-05j),(-0.00013218373073908528+0.00022480264781943993j),(-0.0002422884448621725-0.00014816661223025996j),(0.0002787764623862882-0.00027835212510197305j),(0.00018413141461146607+0.0003276095058387422j),(-0.0005100479345426936+0.0002064001016180971j),(-4.4337383428817064e-05-0.000515957134378122j),(0.00047421271901024257+4.5392093129469416e-05j),(-0.00023439775215252764+0.0006332751539813429j),(-0.0006723696315572051-0.00019098389758202266j),(0.0002383379549512774-0.0007458048187088336j),(0.0008875749597035826+0.0003496053761223065j),(-0.00015283716527521744+0.0011348080578222014j),(-0.0011760778384582312-0.0001092479283247725j),(-0.000257400021268736-0.0012580787387367486j),(0.0011593808674913119-0.000695856106902694j),(0.0013503902348878443+0.0006935966434491515j),(-7.02569669646525e-05+0.00165445365414882j),(-0.00048425872879479876+0.0008224846504711494j),(-0.00041815698205320355+0.00025985967875612924j),(-0.0009032671032271574+0.0003535763920897416j)
"(33,)",(0.0005553375105677439+0.0013115882069631086j),(-0.0007101796319721626+0.001770643288302682j),(-0.0019175334237568353+0.0004470128901333659j),(-0.0018970859027393672-0.0008414245437498192j),(-0.0008950519843263264-0.0016574171072839896j),(7.465279940935238e-05-0.002326346891669563j),(0.0009319020410357851-0.002099520500609955j),(0.0014006549990766629-0.0016811325507488416j),(0.0018158062854338715-0.0016235955488038845j),(0.0018224714550362055-0.0015568805698163882j),(0.0016954367621900522-0.0017439860336167755j),(0.0013442883967560637-0.0022504882476250183j),(0.0005252564588357955-0.0023992007159312854j),(-0.0006471728962195661-0.002155776070791202j),(-0.0013732015941207076-0.0013735436814356606j),(-0.0022168643564827064-0.00013666722776468145j),(-0.0012517839055716927+0.0012075558096889356j),(0.00011760694489398643+0.001939462921382353j),(0.0016692886198030968+0.0007468829400451263j),(0.0011206072071795348-0.0010301242515625446j),(-0.00031051711708249876-0.0013400677025358228j),(-0.0012924425742183705-0.00014446434503177108j),(-0.00030080674923210754+0.0010094977102194245j),(0.0010694816751484213+0.00038708059664299287j),(0.00040704558985698533-0.0008302893434228045j),(-0.0008133564099574704-0.0003114484070635986j),(-8.602330128507122e-05+0.0006999697194703766j),(0.0005937989483500942-1.6620753307734783e-06j),(-0.00023807937192238732-0.0005110202091587267j),(-0.00021903588591885533+0.00020904132765718557j),(0.0002765635185008958+0.0004267466387065793j),(0.00018511607944446038-0.00023703286715692288j),(-0.0002422884448621725-0.00014816661223025996j),(-0.00015806425304571326+0.00023477976935357j),(-0.00028986554388300893-4.110168777540208e-05j),(0.00016891996039099287-0.00029695112931033316j),(0.0002940790295201002+0.00024434995897889894j),(-0.00045532210658311373+0.00030096455850139387j),(-0.00027432224063618635-0.00041956711364701766j),(0.0006168122872903262-0.00017033961338605176j),(3.990039086922344e-05+0.0008363860353525533j),(-0.001031764272338431-0.00011823738470860845j),(0.0001426952264688287-0.0010226958805745997j),(0.0009684481484415466+0.0002878256693268365j),(-0.00012191742622972306+0.0011255338139727364j),(-0.001228785803634641+0.00030987787302317384j),(-0.0006456558683543505-0.0013370657193805563j),(0.0012281492954232124-0.0007830239166427332j),(0.0014221994841099941+0.0005559077219866604j),(0.0005113444826869458+0.0007672924300839577j),(7.283447199856309e-05+0.0009811941530063707j),(-3.849251660174131e-05+0.000505671051561789j)
"(34,)",(0.0013211015056597208+0.00014455543150827655j),(0.0009811370144965643+0.001474911342913502j),(-0.0008660694577204942+0.001604695754394368j),(-0.0018499162814494335+0.0005463390607932491j),(-0.0015874118236491415-0.0008351770029911062j),(-0.0010166590749515231-0.0020153678913189723j),(4.5317358205893576e-05-0.002250609450497019j),(0.0008554335945670663-0.0019585679224974014j),(0.001513954428503643-0.0018693233427162263j),(0.0017729348264129998-0.001606928075226466j),(0.0018772702784567853-0.001575622785025814j),(0.0018495530663475085-0.0019147998751495778j),(0.0013617796050849208-0.0020997251331669785j),(0.0004609436511505885-0.002295934376245286j),(-0.00047105836350838144-0.001989906367289997j),(-0.0017212801244185323-0.0016388877277978527j),(-0.0018668358067495674-5.958971402627911e-05j),(-0.001483709047607162+0.0014411131121178057j),(0.00038424913317433134+0.0018280874434493213j),(0.0014995268946789157+0.0007075161406471932j),(0.0012057357003540357-0.0008717865909513307j),(-0.0003902933172448984-0.0014354561527426726j),(-0.0011120201345571508-7.906715225646618e-05j),(-0.0003987964700140727+0.0012298739856027216j),(0.0010223425020882454+0.00027315908358709816j),(0.0003176373293717206-0.0008821949921327829j),(-0.000856436346308413-0.0002941020733096232j),(-8.096859519080613e-05+0.0006258717131498045j),(0.0006290650146308161-0.00011490250371663023j),(-0.0003214540545386937-0.0004467662363172942j),(-0.0005122358671919469+5.076185126619347e-05j),(0.00019522947835932876+0.0002725912177352559j),(0.0002787764623862882-0.00027835212510197305j),(-0.00028986554388300893-4.110168777540208e-05j),(-0.00015148318729039006+0.0002012958922666697j),(-0.0002414260784521309-0.0001705774863011652j),(0.00016676438883508023-0.00021580691543107865j),(0.00016786629849076655+0.0003225955293006635j),(-0.0003154454645129482+3.829178731577697e-05j),(-2.5847946478749072e-05-0.0005759271932030264j),(0.0005129729963902654+1.2599351757041981e-05j),(-7.941329895342501e-05+0.0004835336592466277j),(-0.0006069054772654592-0.00025094505355461477j),(0.00017190000920129284-0.000778078519065887j),(0.0007669188921118064+0.0002864711345267649j),(-0.000222525163391259+0.0008701484418030328j),(-0.000996546241138415-3.134823480134245e-05j),(-0.0002202916376147943-0.0011412717547945774j),(0.0007814265814628902-0.0006966904749528748j),(0.000367240125084288-0.00017617857822352587j),(0.00031102758192211923+0.0002933868940387338j),(0.0004260515075219713+0.000730968677614627j)
"(35,)",(0.0006941517367207336-0.0010401278282591636j),(0.00146581621562432-0.000141409391544585j),(0.0008728620402247211+0.0015662398239491245j),(-0.0006798057385525869+0.0017149918800796874j),(-0.0016760440747011253+0.0004519527546608884j),(-0.0019363911149861905-0.0009904994466547773j),(-0.0010227615615904769-0.001856086983632565j),(2.1801719723089927e-05-0.00209065000154105j),(0.000992266082656714-0.002145489413810727j),(0.001476312595120084-0.0018529390368799716j),(0.001807124613958808-0.0016458309770194602j),(0.002051748895915113-0.0017237659900297662j),(0.0017722770122715825-0.001826447725294807j),(0.0012945462629591763-0.0020294699775937554j),(0.0004809284887412904-0.0020406334310759723j),(-0.0006297051353127108-0.0023235182614335j),(-0.0014237134880049332-0.0013005662872698617j),(-0.0021660485608292557-0.00017763811663758434j),(-0.001567614508652793+0.0014228651926575238j),(7.789972431489892e-05+0.0017524130994726744j),(0.0012193433955135769+0.0008118670859501122j),(0.0012505530347913926-0.0010573217455906341j),(-0.00021059354649247814-0.0011857726891424459j),(-0.0014538554816682966-8.920478732325089e-05j),(-0.0001568289415017375+0.0011048934901903627j),(0.0010581840534157317+0.0003479847856216874j),(0.0003105813513189165-0.0007779362212067304j),(-0.0007502073602132053-0.0001989279909835979j),(-0.00023090583787006247+0.0007122000206999203j),(0.0005930611236233466-0.00015585335091109387j),(-2.9661571766823025e-05-0.0006831212822183747j),(-0.00035357197047531063+0.00015335122802061604j),(0.00018413141461146607+0.0003276095058387422j),(0.00016891996039099287-0.00029695112931033316j),(-0.0002414260784521309-0.0001705774863011652j),(-0.00014783113129256174+0.00027935937443573146j),(-0.00029188625963108447-0.00018154759941759125j),(0.00023025861677997714-0.0002819064517260588j),(0.00031477710731727326+0.0002582129992703578j),(-0.0006275116277563338+0.00031315907294946215j),(-6.648654332634371e-05-0.000643144503949853j),(0.0008861994741717071+7.649349545295293e-05j),(-0.00020651590126502965+0.0009790607134015571j),(-0.001005284922265205-0.00020759944933895403j),(0.0004078901177045024-0.0009674290784466393j),(0.0011439668741263615+0.0004006088815698256j),(-0.0001852268201593974+0.0012912473427781701j),(-0.0013722161369097408-7.501977868510364e-05j),(-0.000395482755381385-0.0014213404868258079j),(-1.03179845689893e-05-0.0005272354369161326j),(0.0010726275839123983-4.824434093126345e-05j),(0.0005372968415617274-0.0001231145718545499j)
"(36,)",(-0.0007494021503832897-0.0008048167981875674j),(0.0005805826131012622-0.0013858659632556363j),(0.0017137321966090146+0.00021292955107503317j),(0.0008836160871278311+0.0014480999264434053j),(-0.0006346961369074923+0.0014982625899890127j),(-0.0020318368253297698+0.0005522696205264809j),(-0.0018857904910013572-0.0008769292944360079j),(-0.0010409859656711057-0.0016768594544718535j),(3.16269491333477e-05-0.002268483989004973j),(0.0009445525223392451-0.0021307358647767844j),(0.0015510794755824592-0.0018644178412053915j),(0.001996613541991091-0.0017805959898772098j),(0.001967461759209503-0.0016446757855846012j),(0.0017009777327637564-0.001752214556421479j),(0.0011065435641217968-0.0018326577661937574j),(0.0006095488635606792-0.0024594388129024203j),(-0.00044905208298636986-0.001992618679681576j),(-0.001622355234595132-0.0015664097675566321j),(-0.002184225708321785-0.00010029440112324379j),(-0.001414187535702776+0.0011988759367970434j),(-0.0001812049971472843+0.001668741419589211j),(0.0015414462943886475+0.0007619150997663237j),(0.0011704316522282746-0.0006464093856784508j),(-0.0005452097897764927-0.001679868165767904j),(-0.0013823707621887457-3.544291608046176e-05j),(-0.0001263141633440769+0.0011873246378305054j),(0.0010657926090209826+0.00029293157024317426j),(0.00020844267735653247-0.0007920286341521868j),(-0.001004329740303914-0.00027085202510922424j),(9.952403266709744e-07+0.0006668687415474022j),(0.0006343603212691964+6.299355071609389e-05j),(-0.00014099080978957756-0.0005032113200528986j),(-0.0005100479345426936+0.0002064001016180971j),(0.0002940790295201002+0.00024434995897889894j),(0.00016676438883508023-0.00021580691543107865j),(-0.00029188625963108447-0.00018154759941759125j),(-0.00022074210056103783+0.00026390469019559976j),(-0.00026384669616814503-8.701065770245127e-05j),(0.00018425835032273263-0.00033115313613629987j),(0.00034956315798732353+0.0003548377986982878j),(-0.0003629422332007259+0.00023990771274213688j),(-0.00019704892150774624-0.0005525674722047458j),(0.0005208551432402614-0.00010852065941350203j),(-8.104044074530291e-06+0.0010241236186558308j),(-0.0008388638852861181-9.99113631007693e-05j),(0.0003327267563467645-0.0010829853653989976j),(0.00120152261221555+0.000370210678600254j),(-0.00027210184634792584+0.0011257870121764864j),(-0.001141487060668125+0.00022873663880278161j),(-0.00043254475319725824-0.00020729361197363469j),(0.0002012840469640102-0.000944701011066603j),(0.0002743516268205465-0.0009469370479367209j)
"(37,)",(-0.000859173739253202+0.0005044576052735041j),(-0.001066145802426202-0.0009344889341213224j),(0.0006915092127532535-0.0013210563230561777j),(0.0015711477025327511-0.00012044397357216792j),(0.0008191385851127589+0.001308093594203178j),(-0.00089124740253615+0.0016992761382862095j),(-0.0019360943016558717+0.000529680403316077j),(-0.00168619627390497-0.0007485049823947212j),(-0.0011079365586786117-0.0019381894631463465j),(9.676638030794629e-06-0.0022494287317502966j),(0.0008542224083337837-0.00220844837525864j),(0.0017149478533106945-0.0020208002198265104j),(0.0018826019163064288-0.0017300951179497395j),(0.001864145620426888-0.0016049218651828085j),(0.0015283065269982054-0.0015579636793752003j),(0.0013320105867484146-0.0022226113446529388j),(0.0005032278874586409-0.002036045876101814j),(-0.0006116711455733764-0.0022564154121635766j),(-0.0017229513411292456-0.001502185725839986j),(-0.001930130827484437-0.00015560482369137403j),(-0.0012954300452078533+0.0011044326949080458j),(0.00013034763258886988+0.0018531395180366671j),(0.0013586978095098507+0.0007392551451220817j),(0.0015671503797104805-0.0010084942850856122j),(-0.00016042672041376434-0.0014137478609485882j),(-0.001198599089734947+0.00014101478771179365j),(-0.00019479645263436075+0.0012057989468477865j),(0.0007714754656100289+0.0002614666160306211j),(0.00032256568830349805-0.0010038840084289238j),(-0.0007072753649592276-2.8673085413486943e-05j),(-0.00020204302007921046+0.0009772224949365735j),(0.0005056939130532604+1.0834142979097554e-05j),(-4.4337383428817064e-05-0.000515957134378122j),(-0.00045532210658311373+0.00030096455850139387j),(0.00016786629849076655+0.0003225955293006635j),(0.00023025861677997714-0.0002819064517260588j),(-0.00026384669616814503-8.701065770245127e-05j),(-0.00012746057913431432+0.00023464439261023623j),(-0.0001938748770915773-4.9968269623991584e-05j),(7.530805446474581e-05-0.0003081976417104332j),(0.00038611052741739887+0.0002607971639944583j),(-0.0003924057511623856+0.00029488249617765376j),(-0.00023605099129547937-0.0005291455951459078j),(0.0006280253759197107-0.0001240545839842689j),(-1.4356382642303423e-06+0.0006607152407913138j),(-0.0006965831284718342-1.3711074107092629e-05j),(1.039854885264783e-05-0.0008476372590229767j),(0.0010516466382356655+0.00015941654078222562j),(0.00020062280640966674+0.0008957907898684193j),(-0.0004846265940199046+0.0005874695502820894j),(-0.0003822394943887876-0.00014520226090508924j),(-0.0007138825527218549-0.00031146565730479233j)
"(38,)",(0.0003269053298964992+0.0008865373077114362j),(-0.0009111085118290396+0.0007816131047497966j),(-0.0007914542321087052-0.0010127193526252682j),(0.00048286899810188674-0.0013495572000065102j),(0.0014770262150843527+5.365388962845194e-05j),(0.0009402111274955066+0.0016132442339683248j),(-0.000758626642988972+0.0016805487884336211j),(-0.0016627527331815714+0.0006117775528242859j),(-0.001909442492706853-0.0008879173108991351j),(-0.0010361283371247763-0.0019343549229890672j),(5.1962747635672896e-05-0.0023109034269709473j),(0.0010659855419075895-0.0023705111381354086j),(0.0015972531933778874-0.0019703745689341736j),(0.0018170288222480143-0.0016496442915372308j),(0.0016839859463822846-0.001412476435571773j),(0.0018218441828042184-0.0019029875684258995j),(0.0011122939348715423-0.001845139265514209j),(0.0004678856189375471-0.0023518898112427885j),(-0.0006118929638583364-0.0022635478535188067j),(-0.0014706446733266962-0.0014083814920095993j),(-0.0018647816521412724-0.00031685073671505623j),(-0.0014985800815483922+0.001260875476672078j),(9.504296024153078e-05+0.001694431709596144j),(0.0016086700578915858+0.0008361251206668166j),(0.0011815281693528283-0.0007126002825535182j),(-0.0006017389150309588-0.001343649493306891j),(-0.0013519319605507887-3.14448138049826e-05j),(-0.0001985114012261489+0.0010083295070778423j),(0.001181212704210701+0.00022032485165911754j),(9.147758254277841e-05-0.0007723389145073937j),(-0.0009438657555883829-0.0003058789350196881j),(-0.0001590032979729144+0.0005601507915554939j),(0.00047421271901024257+4.5392093129469416e-05j),(-0.00027432224063618635-0.00041956711364701766j),(-0.0003154454645129482+3.829178731577697e-05j),(0.00031477710731727326+0.0002582129992703578j),(0.00018425835032273263-0.00033115313613629987j),(-0.0001938748770915773-4.9968269623991584e-05j),(-0.00020149387526130312+0.00028474692564453547j),(-0.00031261461929111845-0.00019575233466023517j),(0.0002187740003348348-0.0003522335268195227j),(0.00032992561651192193+0.00028426098608416467j),(-0.0005192840906088022+0.00020682571946285908j),(-5.477542937890841e-05-0.0007400854316772722j),(0.0008301230780236577+6.861117701094687e-05j),(-0.0001069196001407808+0.0007407760143768237j),(-0.0008359080043408406-0.00021453109523400561j),(0.0004130508764351737-0.0012253112937044548j),(0.0011343125856025666-8.114738713116927e-05j),(0.00039710593660690073+0.0007346398066214744j),(-0.00015690482265238285+0.00046373564353250864j),(-0.000612245168946217+0.0006697344226484494j)
"(39,)",(0.0006488211624414678-0.00019071603995924716j),(0.0005757492136761842+0.0010932105895018914j),(-0.0010490886139353775+0.0007464761930169618j),(-0.001140658167926497-0.0007705192560714272j),(0.0005226114009636575-0.0010438142971081648j),(0.0016125853827485372-7.95526981285191e-05j),(0.0009704237010152914+0.001377332164995537j),(-0.0006255044601265387+0.001607321057026871j),(-0.0018454415592777133+0.0005472734118868776j),(-0.0018788412354303035-0.0008813210860858257j),(-0.0011466525544388147-0.0019195887370958079j),(8.698736538266482e-05-0.0025338026357274515j),(0.0009278227315422286-0.00230295232233006j),(0.0015740758115286352-0.0018556098181887132j),(0.0016203190708840008-0.0014764625092219892j),(0.002020518316913944-0.0017247217641839126j),(0.0015467966877055223-0.0015620816559937635j),(0.0013457057793072205-0.002064353668552565j),(0.0004385091912060585-0.0023833283366465545j),(-0.0005618177141068994-0.0020641187762920113j),(-0.0012392190886995477-0.0015150101629611736j),(-0.002157592532021146-0.0001722582888351086j),(-0.0013721178603055514+0.001120783719515546j),(0.00010268282587705695+0.0020773820899578003j),(0.0013773846012185185+0.0007087400775100464j),(0.0014221354864367582-0.0009405643904186391j),(-0.0003074245885697158-0.0012966814204827396j),(-0.0009777212033575866-6.029573613612229e-05j),(-0.00013680659205027835+0.001115207390713693j),(0.0008118633020821984+6.328227261454819e-05j),(0.00021251339236069336-0.0008386985021401264j),(-0.0006697270472973868-0.00021963033242293183j),(-0.00023439775215252764+0.0006332751539813429j),(0.0006168122872903262-0.00017033961338605176j),(-2.5847946478749072e-05-0.0005759271932030264j),(-0.0006275116277563338+0.00031315907294946215j),(0.00034956315798732353+0.0003548377986982878j),(7.530805446474581e-05-0.0003081976417104332j),(-0.00031261461929111845-0.00019575233466023517j),(-0.00013027999085489354+0.0002444739318197576j),(-0.0003052595319214013-0.00011744463779774335j),(0.0001731837504964507-0.0003770857582621544j),(0.0002963912883563427+0.000174381220928088j),(-0.00029766809309941035+0.0002611195804436348j),(-0.0002669331480079885-0.0005798258214027352j),(0.0006533338440704635-0.00014619537287696173j),(-9.055556277748434e-05+0.0007475149276264771j),(-0.000736177342912108-0.00011146907699586036j),(-0.00013072565494567305-0.000701217500743633j),(0.00024103941106576698-0.0002735604148824072j),(0.0008864961041587708+0.0005020261007095976j),(0.0005028790536351669+0.000551373884709931j)
"(40,)",(-0.0002583782971542392-0.0006799793732332031j),(0.0008019696157180159-0.0005061485370916575j),(0.00039867680326254105+0.0009787364359151176j),(-0.0010059756920577625+0.0008204458250865841j),(-0.0008493113534788134-0.0006516936469478458j),(0.0005964135744065913-0.0015134350254121087j),(0.0016330696242451703-4.274315099562969e-05j),(0.0008109937793252614+0.001358305210129788j),(-0.0006786032070082975+0.001726834814335287j),(-0.001901088006036867+0.0005638815504366652j),(-0.001954204543883613-0.0008920077796309642j),(-0.0012677852996971638-0.00208207064774614j),(-3.2812120761808624e-05-0.0024323165136463515j),(0.0009916945197069736-0.002172149330769609j),(0.0013612362356669565-0.0016860373130924181j),(0.0019821526626356972-0.001763983143633151j),(0.0016955439011157362-0.0014218065359872113j),(0.0017367232571926215-0.0017837982952947785j),(0.0012710309147535989-0.002126481413168622j),(0.00047279086256250667-0.002156775708268532j),(-0.00040443179139478365-0.002001868872398047j),(-0.001598892231962464-0.0014914663381562544j),(-0.0018124449232808123-0.0002866863043729502j),(-0.0016478862705610754+0.001380853825483232j),(3.7718280648919564e-05+0.0017674097147302214j),(0.0014697156054849865+0.0008196158485160795j),(0.0011737085535848885-0.0009475605996518774j),(-0.0004989096319130288-0.0010823235115531426j),(-0.0014760699701584306-2.1153845929964192e-05j),(5.5849196222474325e-05+0.0010255660384215837j),(0.0009969272574808633+0.0002870868873321829j),(0.00036860533913067985-0.0008107435679361576j),(-0.0006723696315572051-0.00019098389758202266j),(3.990039086922344e-05+0.0008363860353525533j),(0.0005129729963902654+1.2599351757041981e-05j),(-6.648654332634371e-05-0.000643144503949853j),(-0.0003629422332007259+0.00023990771274213688j),(0.00038611052741739887+0.0002607971639944583j),(0.0002187740003348348-0.0003522335268195227j),(-0.0003052595319214013-0.00011744463779774335j),(-0.00014265450560294342+0.00021152163564364582j),(-0.00016095620946647682-9.996907305848026e-05j),(0.00017213746237338705-0.0002020463329398418j),(0.00016928541779602998+0.00023168061019739612j),(-0.00037752497417672595+0.00021597030576120014j),(-0.00016400310207842356-0.00043358828385147536j),(0.0005751382081280381-0.00013362140155393626j),(8.270410093906664e-06+0.0005486570563039416j),(-0.0005441323824606657+0.00023058276417841844j),(-0.0003036161559044847-0.0004077118826371408j),(0.00016717706724736378-0.0002490166967635625j),(0.0004650323778302093-0.000328722892776341j)
"(41,)",(-0.0005800545162610931+0.000240874834006868j),(-0.0003842614975819152-0.0007107830534176711j),(0.0009307116504187833-0.0004079671597402762j),(0.0005342758278083512+0.001077425554328504j),(-0.0008977382412097576+0.0006409890753174201j),(-0.0009315994002041854-0.001056203938304081j),(0.0006638077004821099-0.0013733829017535941j),(0.0015246256185548351+3.567246018916221e-05j),(0.0009652541260050907+0.0016017021764902408j),(-0.0006842564341807676+0.0016654345076270898j),(-0.0018146260727613145+0.0007576373567898273j),(-0.002132217134249863-0.0010040948464334076j),(-0.0012104174581828902-0.0020298575546993888j),(2.921495721924587e-05-0.002304690640488373j),(0.0008298600106981185-0.0019458943712842656j),(0.0016982884818150332-0.002006428540099675j),(0.0016295448245886336-0.001486141071677504j),(0.00192561470939289-0.001610470224187461j),(0.001739533793235278-0.0018322099867539134j),(0.00118713252249196-0.001920982890139603j),(0.0005467267946755873-0.002012182726766526j),(-0.0004924035126731846-0.002233792816964912j),(-0.001337253428492824-0.0013774279379233545j),(-0.002282896833615939-0.0003172719800362266j),(-0.0013869010787940195+0.0012683143982659402j),(0.0002710171659384707+0.0018317396622380658j),(0.0014135688892282661+0.0006091077817054956j),(0.001089388518611443-0.0007944083091077169j),(-0.0005835127997857344-0.0014061738218595157j),(-0.0011943425799580615+0.00019988452515972167j),(-0.00032300693546639107+0.001201578319565642j),(0.0008083282372243867+0.0002666833888747925j),(0.0002383379549512774-0.0007458048187088336j),(-0.001031764272338431-0.00011823738470860845j),(-7.941329895342501e-05+0.0004835336592466277j),(0.0008861994741717071+7.649349545295293e-05j),(-0.00019704892150774624-0.0005525674722047458j),(-0.0003924057511623856+0.00029488249617765376j),(0.00032992561651192193+0.00028426098608416467j),(0.0001731837504964507-0.0003770857582621544j),(-0.00016095620946647682-9.996907305848026e-05j),(-0.00018302349281213058+0.0001643152833122323j),(-0.00023085722210337581-0.00014885701442935887j),(0.0001918200007600882-0.00023303257455799226j),(0.00017264406944721248+0.0003133713341791585j),(-0.0004166377049224452+0.00021895961915182257j),(-5.542181197189026e-05-0.0005332365508110724j),(0.0005215557191882053+2.295064652914892e-05j),(-0.00016700596695839174+0.0007203651087589409j),(-0.0006757301575442477+0.00028218506720169723j),(-0.0005125367159930716-0.0005845553962021022j),(-0.0003015422225206254-0.00047254920004203156j)
"(42,)",(0.00028764813859702215+0.00048123652583347205j),(-0.0007050234572436931+0.00045218573370684877j),(-0.00027425632608063977-0.0010132733864851465j),(0.0008783705479372214-0.0006800739410002429j),(0.0004967967363600324+0.0007847900510472432j),(-0.0010667063518691624+0.0008906411538088762j),(-0.0009754852117927429-0.0008428945731283054j),(0.0003278519245967392-0.001287615463855619j),(0.001608463346472836-1.6680485237663767e-05j),(0.0009420457285476286+0.0014382289140161745j),(-0.0008129564628327412+0.0017561147023203059j),(-0.0021481974033841045+0.0005778928565864234j),(-0.0021012995800855747-0.0008973827347383271j),(-0.000954128073254718-0.0020475323912246095j),(-5.509123115661551e-05-0.002064243192925785j),(0.0010832898294296143-0.0023422708382870687j),(0.001380442416383239-0.0016883923210994339j),(0.00186782230754727-0.0016706124488318134j),(0.0019423703676199888-0.0016392798678469614j),(0.0016145489885966268-0.0016372046196401378j),(0.0011284289503007538-0.0018112982322750924j),(0.0004625084216198872-0.002324834044302215j),(-0.0003707849876557597-0.0019853025718956866j),(-0.0016779643587721657-0.0016747426838698675j),(-0.002060304631796516-0.00020385279551495252j),(-0.0015342925271275719+0.001305452110538172j),(6.372848066532519e-05+0.0017269071478941214j),(0.0013175445939758465+0.0006566144290630758j),(0.0013682368826826953-0.001018168645877986j),(-0.0005710138421880774-0.0009974109113462008j),(-0.0012640226335786835-0.00019394399076673677j),(-6.476771728534486e-05+0.0010407342002435908j),(0.0008875749597035826+0.0003496053761223065j),(0.0001426952264688287-0.0010226958805745997j),(-0.0006069054772654592-0.00025094505355461477j),(-0.00020651590126502965+0.0009790607134015571j),(0.0005208551432402614-0.00010852065941350203j),(-0.00023605099129547937-0.0005291455951459078j),(-0.0005192840906088022+0.00020682571946285908j),(0.0002963912883563427+0.000174381220928088j),(0.00017213746237338705-0.0002020463329398418j),(-0.00023085722210337581-0.00014885701442935887j),(-0.00015450217037578457+0.00021546569465339652j),(-0.00019056903042444435-0.00015039077718141634j),(0.0002524139723086242-0.00024144442479630564j),(0.0002903657351310397+0.0004103551324554114j),(-0.0003678253291300106+0.00016727159596996235j),(-3.1864991642019634e-06-0.000501721590074743j),(0.0007052399076443322-9.73722801519647e-06j),(0.0002520951872099166+0.0003723419667147816j),(-0.00013273550342611542+0.0002537155448918284j),(-0.00046771487723859577+0.0003065200741426452j)
