index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)","(52,)","(53,)","(54,)","(55,)","(56,)","(57,)","(58,)","(59,)"
"(-1.923076923076923, 1.1538461538461542)",(0.0030005314311568774-0.003045783733535172j),(0.0016369529567368082-0.003293491528717426j),(0.0003462418613336964-0.0036799866861953563j),(-0.001185836559087299-0.003524092215399676j),(-0.0026653867663030077-0.0026297451076299563j),(-0.0036439733154654853-0.000985358098477865j),(-0.003645645161824233+0.0011083258824160084j),(-0.002405294451955933+0.0030081563077521568j),(-0.0001342500532037776+0.0038966813881058946j),(0.0023643065609128986+0.003168618771016514j),(0.003916684754290017+0.0008871812030405857j),(0.003564406540766637-0.002000057447389535j),(0.0012450317663123616-0.003978153820766754j),(-0.0019262472206470743-0.0038004344643525275j),(-0.004144119955474941-0.0013716789931558936j),(-0.004008497285040363+0.002007445150083917j),(-0.0014942819661728382+0.0043665094827520816j),(0.001982177868277783+0.004329582719487941j),(0.004509440594553291+0.001973561667792228j),(0.0049077618849493404-0.0013676655832044581j),(0.003299259488408134-0.00411452240512599j),(0.0007190477539561085-0.0054036696488088745j),(-0.00172522094298763-0.0053422829586215765j),(-0.0034281429417899424-0.004610564576165162j),(-0.004312408383033914-0.003921086191717094j),(-0.0045193674832168605-0.00371552732200021j),(-0.0041094787443724055-0.004104288603233682j),(-0.0029744873796124405-0.004871303109473341j),(-0.0010042821186244174-0.005472873810667662j),(0.001579269927685799-0.005158905318355958j),(0.003981069601134412-0.003370243455011449j),(0.005029943021883536-0.0002909186510134212j),(0.003898181529586714+0.002918021257763378j),(0.0008814939200497168+0.004629898210543539j),(-0.002496953625809411+0.0038288695253073488j),(-0.00434349810147587+0.0009383352075162997j),(-0.003642189524792686-0.002342125271655247j),(-0.0009213391714484962-0.0041282316591557166j),(0.0021585115837782767-0.0035341536968403423j),(0.00391295390085426-0.0010949609299456754j),(0.003591898095987032+0.0017486509567871337j),(0.0016060690179512513+0.0035924997289804228j),(-0.0009384379996773027+0.003767916353171175j),(-0.002938222557056402+0.0024687297269625156j),(-0.0037751142375245773+0.0004198978705036873j),(-0.003414896142608411-0.0015843208723500277j),(-0.0022208999150668124-0.003003558518757633j),(-0.0006815975066946315-0.003647628420891968j),(0.0007962234131158254-0.003603027698674705j),(0.0019764392563089107-0.003095525644934313j),(0.002786998743332565-0.0023702717850116427j),(0.003266499727370942-0.001623109692314002j),(0.0035046944456417826-0.0009802426098874926j),(0.003597799549894371-0.0005078104404175852j),(0.0036227418983229864-0.0002327876419434945j),(0.0036257407525593205-0.00016282593519298963j),(0.0036186632297064494-0.0002989345980012448j),(0.003578457636435406-0.0006388005545851143j),(0.003448391254256903-0.0011703609053791185j),(0.0031435427800397715-0.001856446710641615j)
"(-1.7692307692307692, 1.1538461538461542)",(-0.001256881132795358-0.004188883797315857j),(-0.002190714012900849-0.003060811820849569j),(-0.003186055224296185-0.0020438087409725427j),(-0.0037724484981956448-0.0005373109836120188j),(-0.003626432840096968+0.0012635665007969224j),(-0.002534495713831015+0.0029311679042695916j),(-0.0005731014878604572+0.003873059465970478j),(0.001758692015745363+0.003549943456209199j),(0.0035868546543735744+0.0018044193270421642j),(0.003984226025091378-0.0008621986973094961j),(0.0025021455406291785-0.0033065698899142513j),(-0.00037340050273209946-0.004210134485383455j),(-0.003232895019596805-0.0028623222804342974j),(-0.004416491237592915+0.00021529584625609415j),(-0.003059558611260514+0.003353544567905767j),(0.000206788766323968+0.004668079429620541j),(0.0035269042508344253+0.00328879596536436j),(0.0049891564909021495-3.4176152713675465e-05j),(0.0038462433875640907-0.003458993741983263j),(0.0008553186352906954-0.005301825823576199j),(-0.002441774772304613-0.0050126088879441704j),(-0.004801926765703257-0.003212839503701896j),(-0.005874441450003274-0.0010002486167392081j),(-0.006050516342372413+0.0007607853097524358j),(-0.005941604448985485+0.0016771092937824294j),(-0.005944966005406922+0.0016596776039923724j),(-0.0060525863964799205+0.0007093486120338551j),(-0.005854418540420327-0.0010781737158566257j),(-0.004737981688933067-0.0032937284384160527j),(-0.0023309338672118786-0.005056683577219924j),(0.0009816282229475454-0.0052722474883306805j),(0.0039301113984084885-0.003352487602174705j),(0.004981697500915734+0.00010352329102812913j),(0.0034274430859994862+0.0033839858715982896j),(7.120092735777051e-05+0.004666882946469279j),(-0.003152671543558903+0.003259714782831682j),(-0.004416776500065545+8.746084643390148e-05j),(-0.003147570243803123-0.0029506272320349376j),(-0.0002562894007722336-0.0042157134996229344j),(0.002588270081649588-0.003236047375733635j),(0.00400274434720098-0.0007587525207973492j),(0.00353957993063116+0.001890984892019864j),(0.0016750172979946123+0.0035881474997426334j),(-0.0006569492792244284+0.003858098005311116j),(-0.002592220265444652+0.002878382779909714j),(-0.0036480884405418234+0.00119579816253892j),(-0.0037618965211296145-0.0006003925989536114j),(-0.0031543838896849197-0.002090806296277144j),(-0.002150028735277428-0.003088654849525206j),(-0.0010424594761927065-0.0035978884501197722j),(-3.170649970037361e-05-0.0037316610276680704j),(0.0007806939444263378-0.0036380130094691935j),(0.0013660426124924012-0.0034523577024042286j),(0.001735189051959902-0.003276413947162131j),(0.0019104525481391174-0.003174393755890826j),(0.0019071903059477676-0.0031764116531786137j),(0.0017250862484961304-0.0032819106787691566j),(0.0013483120889113812-0.0034595871352824186j),(0.0007545821579595116-0.0036438796229268074j),(-6.604064573707633e-05-0.0037316766879680534j)
"(-1.6153846153846154, 1.1538461538461542)",(-0.0043706905419381775-0.0009710840995856275j),(-0.003825497296955565+0.00048191764167066414j),(-0.0033724259703000743+0.0019193218078088824j),(-0.0022492641009516034+0.003197583151983019j),(-0.0004961380835825699+0.003912175079455164j),(0.0015702222644265861+0.0036605406798021736j),(0.0033432600614442453+0.0022482368612061084j),(0.004080691427846248-8.647258392517505e-05j),(0.003243836343594636-0.0025758052236512854j),(0.0009038975022072172-0.004113317496929622j),(-0.0020451009652108923-0.0037720174181338838j),(-0.004137309348439387-0.0014417368964270369j),(-0.004087429223679067+0.001845254136722695j),(-0.0016740430195263149+0.004287148959455054j),(0.0018911214236602522+0.004342448799426969j),(0.004546297402294602+0.001796539198760594j),(0.004663056569155395-0.0019648353790058565j),(0.0021266846471822112-0.004802735023904599j),(-0.0016387091700479732-0.005213762557431803j),(-0.004715000228064384-0.003193915846966026j),(-0.005933464023299344+3.0041901411385292e-05j),(-0.005373939028896746+0.0030226791076746313j),(-0.003946094612185898+0.004997577899892912j),(-0.0026427387892513044+0.005949581211222445j),(-0.002090406628286966+0.006224883775200992j),(-0.002498985809677+0.006027422746454054j),(-0.0037162005672356194+0.005203518228272895j),(-0.0051831921805506045+0.003401206111726109j),(-0.005946119131366766+0.000536080803217264j),(-0.005036026941697191-0.002736348627906909j),(-0.002200629698994112-0.005040179140993117j),(0.0015771804832485248-0.0050431561021473505j),(0.004423937047305068-0.002514077207560793j),(0.004753331641805928+0.001244452985440503j),(0.002412488120244855+0.0041017009158501195j),(-0.0011523614445983145+0.0044759801314469706j),(-0.003855265777462924+0.002324477973116087j),(-0.00429087696903382-0.0009573037292194286j),(-0.0024624104119248627-0.003529932305789228j),(0.00045625816049543554-0.004198281306486914j),(0.0029683760191960406-0.0029033816402051645j),(0.004061460285286602-0.0004857276216150405j),(0.0035423513743077645+0.0019353081003406333j),(0.001880916941036326+0.0035185515056862385j),(-0.00018595591165064364+0.003944855860002066j),(-0.002015780078368932+0.0033554132010458274j),(-0.0032446422914821065+0.002135839642532133j),(-0.0037951395815969255+0.0007005163587226785j),(-0.0037843919855762922-0.0006399377849147189j),(-0.003412319035747319-0.001718833529722737j),(-0.002877979650654779-0.002491974898066682j),(-0.0023369824059037056-0.0029917864342491342j),(-0.0018918673596777064-0.003282725603206508j),(-0.0016007085084192595-0.0034291204887621145j),(-0.0014911284121584703-0.0034763776832676084j),(-0.0015715934358612796-0.003442077070138024j),(-0.0018359866879647465-0.003313286700652643j),(-0.00226023486991063-0.003048499336437292j),(-0.002791872349981608-0.0025853748837774844j),(-0.0033360343974987096-0.0018577386476987528j)
"(-1.4615384615384615, 1.1538461538461542)",(-0.003089611727152417+0.0033912773203340517j),(-0.001464083534504604+0.0036724450168137534j),(0.00010685435539302956+0.003980706538922246j),(0.0018537518423087248+0.0035622968546432914j),(0.0033627363160732265+0.0022659566691657354j),(0.004094798999749166+0.0002126021117949004j),(0.0035828447149664107-0.002099408658268889j),(0.0017198668543514152-0.0038456784619034217j),(-0.0009977095246457993-0.0041638079381340586j),(-0.003477797865277894-0.0026305375853398886j),(-0.004440229737972795+0.00030775798896491086j),(-0.003138070668810328+0.003300379324755463j),(5.190470227714869e-06+0.004672133941379062j),(0.0033697451488605007+0.0034281677173366204j),(0.004960841982504542+5.1815875215489706e-05j),(0.0036767188962399913-0.0035873270210085594j),(0.00012696538043051507-0.005335039581182124j),(-0.0037030890543454553-0.004149853345605811j),(-0.005766202675214699-0.0007321824538454263j),(-0.005235258677230355+0.0031002087484507963j),(-0.002784869586907113+0.005724569664745196j),(0.00017799413978326404+0.006632841341210996j),(0.002511782963430182+0.006380696613103556j),(0.003756470061625837+0.005896333718616236j),(0.003886024145605936+0.005829759918796933j),(0.0029093277233625953+0.00625490186987702j),(0.0008151864338555598+0.006643713145428251j),(-0.0020774632895147827+0.006087201359212327j),(-0.004780262599870661+0.003870470172281134j),(-0.005871416417740374+0.00021043709978552235j),(-0.004408027271041792-0.003484500510154916j),(-0.0008406159685477412-0.005321528874963726j),(0.0029825844250751517-0.0042374295576566925j),(0.004924028305092549-0.0008720149878240753j),(0.003971130071512679+0.002769805030292232j),(0.0008584094359212572+0.00462343380281661j),(-0.0025166796959414533+0.0038273400026985374j),(-0.004343096793550267+0.0010746456383798546j),(-0.0038849549861194083-0.0020246527714106633j),(-0.0016551867987498845-0.003968018638515747j),(0.001121612797981271-0.004076736052037j),(0.0032566078653962958-0.00259826267273148j),(0.00409814578382062-0.0003376874557639918j),(0.003626628128178843+0.0018364491643522356j),(0.0022513033835536273+0.003335912227074868j),(0.0005166124102821912+0.003956035354218132j),(-0.0011230605990393409+0.003797278250971126j),(-0.002403111948233938+0.0031156832670009077j),(-0.003244120576486737+0.0021896216712154206j),(-0.0036940444872013752+0.0012411553817182723j),(-0.0038618587707067234+0.00041105242417738215j),(-0.0038668663497122345-0.00023153083533056348j),(-0.003809573278316314-0.0006649628262499637j),(-0.003759677910188712-0.0008905427348833789j),(-0.003753612704383881-0.000914228541631516j),(-0.0037951993428722475-0.0007368628147381072j),(-0.0038557978426268413-0.0003531420089016248j),(-0.0038735626547830443+0.0002406826477667289j),(-0.003754673414829612+0.0010304588553974984j),(-0.00338239750782446+0.00196064046294728j)
"(-1.3076923076923075, 1.1538461538461542)",(0.0013899133721990906+0.004495013298076346j),(0.0025405655330048905+0.003164242193729527j),(0.0036428789626944975+0.001862362209676375j),(0.0041302677048890004+2.3583629640210363e-05j),(0.003655112485257924-0.0020188425452931287j),(0.0020798073233716553-0.003680897401838489j),(-0.0003293295748429916-0.004275268320032021j),(-0.002823271557810166-0.003318391883069821j),(-0.00434430142546659-0.0008969768859787564j),(-0.003994479034372584+0.002129052910548696j),(-0.0016319184912748723+0.0043329788610997j),(0.0017804835627760799+0.004402460657548127j),(0.004454580521795386+0.0020051416706853608j),(0.004728583341142727-0.0017481914121095154j),(0.0021884874498222296-0.004740137554592068j),(-0.0018644067472295615-0.005096853291414169j),(-0.005104912468787666-0.0024522547623802844j),(-0.0056658040502999465+0.0017577854610538839j),(-0.0033186468989389994+0.005277006086988426j),(0.0005633894497969683+0.006538105735209316j),(0.004151538124835851+0.005512071824409064j),(0.006382635143174811+0.0033609480966867943j),(0.0073055815533434034+0.0014451777449607085j),(0.007518804921849464+0.0006262447259949115j),(0.0073831600838226525+0.0011868927129969904j),(0.00664543302344787+0.002939117457512792j),(0.004697955383426867+0.005140812489036791j),(0.00132430935858668+0.006493700601468639j),(-0.002633037733959285+0.005718044746661377j),(-0.005415716374580395+0.002553881507488774j),(-0.005454388928371052-0.0016974877908648126j),(-0.0026236574779560182-0.004799833300185353j),(0.0014618918473743015-0.005051096162882483j),(0.004441998177991946-0.002452345211066137j),(0.004729432382545427+0.001332077835574299j),(0.0024118951685011343+0.004119475246422986j),(-0.0010099889696886103+0.004540711974702992j),(-0.0036829596594865938+0.002663723917318769j),(-0.00444061527488466-0.00032353200975342687j),(-0.0032245613052415733-0.0029512953169517657j),(-0.0008322618666335-0.004219159003783337j),(0.0016651336014450126-0.0038979838303481755j),(0.003436276405370608-0.0023888805625491834j),(0.004122137261226755-0.0003679136721296251j),(0.003796268594807105+0.0015443304237480829j),(0.0027818311704147173+0.0029626127914802692j),(0.0014585268068317443+0.003761862594612506j),(0.00013472831321543617+0.004007942181445398j),(-0.0010014086742906776+0.0038623306034519657j),(-0.0018737793492449484+0.003504400375024562j),(-0.002483476219898956+0.0030864336822993784j),(-0.002870291156881712+0.002717647536886589j),(-0.0030822359844726865+0.0024661263140045545j),(-0.0031559361185441812+0.0023677754938393656j),(-0.003106322015880481+0.0024346799454188976j),(-0.0029232042677151382+0.002658731835807394j),(-0.002573567634903848+0.003009143234663354j),(-0.0020103884113325033+0.003424771389294158j),(-0.0011902653058647502+0.003804803283161823j),(-0.0001018343476220044+0.00400471108635269j)
"(-1.1538461538461537, 1.1538461538461542)",(0.004684526388220025+0.0011757588361828576j),(0.00412303149075623-0.000621021971412842j),(0.00350115426754549-0.0023355186884069655j),(0.002040504598066156-0.0037327992876347114j),(-0.00010226458588867535-0.004305439757639307j),(-0.00242099629043151-0.003634663067843167j),(-0.004117440936182675-0.0016523657695195254j),(-0.0043699541975591085+0.001140357249773543j),(-0.0027736140359848867+0.003679285820188086j),(0.00025115647822043026+0.004705609573707279j),(0.0033949223699520107+0.003439071330352532j),(0.004965825038467872+0.00021750786325261992j),(0.0038488048381747995-0.0033912308530251087j),(0.0003708103642392225-0.005300450239785063j),(-0.0036225989060460475-0.0041729551251048404j),(-0.005756942031088916-0.0004221777992863676j),(-0.004645452978804384+0.003887908683572522j),(-0.0008306295701044971+0.006332023246787398j),(0.003634490490499658+0.005698234988647069j),(0.006666979201399661+0.0026267742400989725j),(0.007494128210840885-0.0011264315421750718j),(0.006838903269096468-0.004024627752695563j),(0.006043600848888424-0.005466789019337611j),(0.006043600848888431-0.005466789019337617j),(0.006838903269096482-0.0040246277526955745j),(0.007494128210840897-0.0011264315421750687j),(0.006666979201399654+0.0026267742400989847j),(0.0036344904904996446+0.005698234988647067j),(-0.0008306295701045024+0.00633202324678739j),(-0.004645452978804389+0.0038879086835725187j),(-0.005756942031088906-0.00042217779928637074j),(-0.003622598906046032-0.004172955125104822j),(0.0003708103642392298-0.0053004502397850746j),(0.003848804838174804-0.0033912308530251035j),(0.004965825038467875+0.00021750786325262471j),(0.003394922369952013+0.0034390713303525397j),(0.00025115647822041996+0.004705609573707273j),(-0.002773614035984889+0.003679285820188084j),(-0.004369954197559112+0.0011403572497735422j),(-0.00411744093618267-0.0016523657695195232j),(-0.0024209962904315095-0.0036346630678431736j),(-0.0001022645858886741-0.004305439757639322j),(0.00204050459806616-0.0037327992876347005j),(0.0035011542675454743-0.002335518688406967j),(0.004123031490756224-0.0006210219714128402j),(0.004013350028681373+0.0010004201353275048j),(0.0034094748785147054+0.002291520683585584j),(0.002565413141458701+0.0031784558559706686j),(0.0016859255775575031+0.003699582881179091j),(0.0009054104110204323+0.003948287487390303j),(0.00029552640376456497+0.004029001958942049j),(-0.00011500194995402926+0.004030979514336147j),(-0.0003198667099748884+0.004016326273956334j),(-0.00031986670997488924+0.004016326273956338j),(-0.00011500194995402928+0.004030979514336153j),(0.0002955264037645707+0.0040290019589420455j),(0.0009054104110204301+0.0039482874873902965j),(0.0016859255775575066+0.0036995828811790927j),(0.0025654131414586875+0.0031784558559706647j),(0.00340947487851471+0.0022915206835855927j)
"(-1.0, 1.1538461538461542)",(0.0035871955862536893-0.0034291620031942005j),(0.0016377924310077624-0.003963860862527817j),(-0.0002852244581089136-0.00432551153298989j),(-0.002349987281189736-0.003705865220778706j),(-0.0039741795495155195-0.0020009923431306537j),(-0.004492272938539993+0.0004998733171342568j),(-0.003446713432134059+0.003047672077122813j),(-0.0009320869576923611+0.004600172245685754j),(0.002208082694834702+0.004262083718116606j),(0.004558963119051293+0.0018563715144012769j),(0.004766074380531004-0.0017092293471347424j),(0.0023865774965587247-0.004649230199579689j),(-0.0015728848174879591-0.005181139962849997j),(-0.0049563659685781004-0.0026793161765850666j),(-0.0056452987070591+0.0016833596494975516j),(-0.0029644796518996154+0.005436455410281246j),(0.0017306712772873223+0.006313226741937993j),(0.005869898069048474+0.003739873980011055j),(0.007385684807921338-0.0008556184143738072j),(0.006018339649639175-0.005200398862352942j),(0.0032083271546681728-0.007826031802809387j),(0.0008583134743605605-0.008788701771940056j),(0.00021055751207784825-0.00893104471877832j),(0.0015564345046583418-0.008580300906291825j),(0.004265489748201362-0.007100857295913036j),(0.0067801500158042064-0.0037819181373354473j),(0.007201123927160421+0.0008956336381491356j),(0.004597274147753963+0.005014635850000862j),(-4.684084494780589e-05+0.006411290663136919j),(-0.0042788228788791915+0.004316010326750201j),(-0.005793213939921575+3.190633269525696e-05j),(-0.003950202937304208-0.003899664080595545j),(-7.92569999165723e-05-0.005342493338310521j),(0.0035150862512062166-0.0037834907145346316j),(0.004995081372142726-0.0003861104249961749j),(0.003895762541513981+0.0029325874729423437j),(0.0010817679912143022+0.004635317394832506j),(-0.0019746634966045233+0.0042193952691014j),(-0.004014959647739175+0.002183571292864367j),(-0.004469847924449896-0.00045905496250791796j),(-0.0034802196320761793-0.002735002584939466j),(-0.0016191765154862925-0.004056804629938857j),(0.00045104314312777947-0.0042938345492378625j),(0.0022224967045470136-0.003650544171896628j),(0.003434754884527461-0.002480063158372326j),(0.004050541626688026-0.0011287889408852741j),(0.0041757612250950035+0.00014920112895678374j),(0.003975822638454102+0.001213064319742786j),(0.0036154794319790203+0.00201603781619814j),(0.0032277445422987934+0.0025711042657409213j),(0.002905371820408306+0.002917883272117298j),(0.002704905908092048+0.00309794123786188j),(0.0026546755754509686+0.003139501438463694j),(0.0027610696520346993+0.0030498518539226476j),(0.003010229731358242+0.0028136515222862302j),(0.0033645182529921805+0.0023966148671924156j),(0.003755156712177305+0.0017556454110843958j),(0.004074843272977414+0.0008574034932345343j),(0.00417712198537921-0.00029359870841107584j),(0.003891951523571399-0.0016201764902493553j)
"(-0.8461538461538458, 1.1538461538461542)",(-0.0009219752737013477-0.005019641937699j),(-0.002568217077491381-0.0035930468703067324j),(-0.003982757848910343-0.0020314526115465473j),(-0.004528716884238084+0.00021101222002697104j),(-0.003794075630003339+0.002611048583454348j),(-0.0017204778847664105+0.004361364513296922j),(0.0011862625142756223+0.004633952446706692j),(0.0038588201969726563+0.0030074848536891245j),(0.005016150979872236-0.00012741995191852586j),(0.0038145602900534242-0.0034783929712398354j),(0.0005011817409680224-0.005306140897191949j),(-0.003399414036305304-0.0043546765956405005j),(-0.005699306751542447-0.0007774826309497153j),(-0.00480366148870219+0.0036285987891608714j),(-0.0008716657004202318+0.0062776906689833165j),(0.00402352317654713+0.005378926480051975j),(0.007072255706877869+0.0011914511284354002j),(0.006547979596307695-0.004078932727372837j),(0.0029140766644335306-0.007819945255633747j),(-0.001692902302770115-0.008860842270631313j),(-0.005121912994187887-0.008123078668522904j),(-0.006379438173011605-0.007514309223328575j),(-0.005317519488267611-0.008041514146851897j),(-0.002051448008506158-0.008841985065275127j),(0.002526887839183276-0.008012854816170112j),(0.006338367065124318-0.0044849739190759175j),(0.007175412088044486+0.0007478816719213996j),(0.004389335403108653+0.005131425022114245j),(-0.0004554238605674684+0.006351141028119256j),(-0.004570785101693669+0.003955906223698148j),(-0.0057590836290396154-0.0004019351420609954j),(-0.0036862671965529237-0.00413868274047383j),(0.00016476616949106184-0.005342560885679146j),(0.003602668360276984-0.003715855861346165j),(0.005011135130820238-0.0004260659617285168j),(0.00403225216812142+0.0027881444683554462j),(0.0014394761454569439+0.004570717940888965j),(-0.0014951578149263762+0.004451603312496104j),(-0.0036675659945258152+0.0027967999965555286j),(-0.004520079269742185+0.00041782788466288007j),(-0.0040696841134682-0.001863142219131343j),(-0.0027087046126429547-0.003493805579441383j),(-0.0009483573009320234-0.0042691958821315j),(0.0007749478543137598-0.004262554095050533j),(0.002189501685959115-0.00369814136967987j),(0.0031912354613825088-0.002834861194168458j),(0.003799218866554965-0.001892605275857655j),(0.004099569331454389-0.0010231190931412944j),(0.0041990231614802915-0.00031207973789435417j),(0.004195267218538344+0.00020351805274333647j),(0.004162245681326591+0.000514710951743668j),(0.004145142190668925+0.0006234359029041119j),(0.004159764740606118+0.0005317034119853394j),(0.0041927761503386856+0.00023777115224251087j),(0.004201484171108507-0.0002606266982702578j),(0.004114277374402956-0.0009560345741920778j),(0.0038350832703341123-0.0018146117460591622j),(0.003257020186013805-0.002755584907946739j),(0.002290648151708973-0.0036331945233836604j),(0.0009090898939818469-0.004232733686543119j)
"(-0.6923076923076921, 1.1538461538461542)",(-0.0047911871130019035-0.002154077603242993j),(-0.004548975483155657+0.00018931990620746114j),(-0.003952612413595855+0.002387114237796474j),(-0.0022005781257775367+0.004143712079315765j),(0.00041506916504035324+0.004758991509348195j),(0.0031263757589322302+0.003740413418206185j),(0.0048521786560912295+0.0011533309379790076j),(0.004634555671797285-0.002168532329821325j),(0.0022182920553910366-0.004776267954363995j),(-0.001546052303436325-0.005215265625125836j),(-0.004844641275561075-0.0028911265677332124j),(-0.005731486757787182+0.001309024948936084j),(-0.003323747650838175+0.005186459157511193j),(0.0013848952619072213+0.006346765920980284j),(0.005811487768172673+0.0037241385165317064j),(0.007240566388998758-0.001523157237814344j),(0.004593208367686903-0.006563365016888272j),(-0.0008067116293667547-0.008723001684298053j),(-0.006216206189034957-0.007359307922183928j),(-0.009559084879503353-0.004310691143112014j),(-0.010669001898028304-0.0024602341496483522j),(-0.010123970395246509-0.0034616906760923665j),(-0.007561737799510895-0.006424971955914464j),(-0.0026764520052845755-0.008624439454070385j),(0.0030375567919236554-0.007655451086258616j),(0.006817671470614387-0.0033170781912595336j),(0.006696018991000287+0.002208881193786892j),(0.0029832417139124758+0.005907576768675752j),(-0.001960309153913099+0.005946615741833702j),(-0.005310176688514885+0.002715256830403403j),(-0.005467231572444578-0.0016603269322607696j),(-0.0027581595442571-0.004759719519655988j),(0.0010832268273020158-0.005207670697816782j),(0.004081047049941869-0.003161662819800444j),(0.005025859525355838+0.00010523615562612052j),(0.003842026354029597+0.0030562376706998297j),(0.0013242637227296186+0.004621032874713908j),(-0.001426814695931047+0.0044969882389142785j),(-0.0035113093244387643+0.003033604953875166j),(-0.004482825105526999+0.0009020632081408362j),(-0.004342266302872272-0.0012332817849719882j),(-0.0033791801471221225-0.0029157976694039974j),(-0.0019823613791513307-0.00395013305920697j),(-0.0004984680002476512-0.0043540496075597j),(0.0008366614170882094-0.004270030814855763j),(0.0019062452174298911-0.0038826912924836616j),(0.002686409233429387-0.003363488484984224j),(0.0032092494235358223-0.0028448322275324077j),(0.0035296432567421287-0.002415739607591737j),(0.0037015156612203275-0.0021289498100737327j),(0.003763573319718004-0.0020112773663968934j),(0.0037321504752855818-0.00207196838814097j),(0.003598793713307606-0.0023063770825744088j),(0.0033314705732820186-0.002694053657321749j),(0.0028799863337103174-0.003191698380311708j),(0.002187670874635582-0.0037230177381418427j),(0.001211898697954344-0.004169814249376679j),(-4.548394115512805e-05-0.004371590801518716j),(-0.0015013120784434896-0.004143433695422956j),(-0.0029592973466472062-0.003321417299462537j)
"(-0.5384615384615383, 1.1538461538461542)",(-0.004705041024709826+0.002672563384420223j),(-0.0025050281763456645+0.0039747874034041j),(-0.0001670786682012338+0.004772468423288139j),(0.002449483827576684+0.0042020762817073j),(0.0044785149468036115+0.0021445186951692874j),(0.0049986071792586535-0.0009183135180846369j),(0.0034829315109358807-0.003883826494607745j),(0.00024349474903962985-0.005366809207466572j),(-0.0034290532042306043-0.004367800731820473j),(-0.0056794648329098-0.0009851229864541232j),(-0.005025556022751745+0.0033018569895384565j),(-0.0013795362397304258+0.006156764057816266j),(0.003543299132647852+0.005646598658639215j),(0.006925907637096405+0.0015735518599536292j),(0.006469497197766324-0.004072532323562747j),(0.0019630179093369834-0.008095949535814368j),(-0.004394064562173517-0.008092045850959946j),(-0.009432684360766438-0.004155900407374121j),(-0.011457938108833835+0.0010102129185636279j),(-0.011604485430160745+0.0038457957491810474j),(-0.011600113219388376+0.002385341054132397j),(-0.010456171278488614-0.002357892755461609j),(-0.006388641334848611-0.007107230628257243j),(-0.00014531680779501433-0.00860283067464215j),(0.005329124285101032-0.00577585371600226j),(0.007265818527967322-0.00031592179759317026j),(0.00500625313419262+0.004607913415649355j),(0.0002772198739382112+0.006416804481605403j),(-0.004074965511836682+0.004549617440005102j),(-0.0058246142897141915+0.0004756385436096739j),(-0.004443955654323368-0.003441756478964102j),(-0.0010412561831590797-0.0053297603125175355j),(0.00253244818671248-0.004618195116948994j),(0.004718069519901128-0.0020032190350344464j),(0.004863290272283816+0.0011751304077708955j),(0.003251827516782986+0.0036611364337679857j),(0.0007268272257957136+0.004748732378576684j),(-0.001785513721303674+0.0043727598781812885j),(-0.003617818846396776+0.002925950294032123j),(-0.00448618772463625+0.0009794775440417204j),(-0.004438566696676323-0.0009497542704259627j),(-0.0037189493688054354-0.002522303595278333j),(-0.002629527572502001-0.0035960658386407504j),(-0.0014356296383880062-0.004182789042004051j),(-0.0003225289283211429-0.004383509801198974j),(0.0006078226319825683-0.004331241604552485j),(0.00131822955619658-0.004152763051127131j),(0.0018109962673302092-0.003949577311826982j),(0.0021050880952915955-0.0037924961104726395j),(0.002219484343783776-0.0037232561224768428j),(0.0021632748364831538-0.003757878766393381j),(0.0019318682438506701-0.003888510209756263j),(0.0015088491576440157-0.004082478327801075j),(0.0008737273706385261-0.004279186006416743j),(1.6264706081388936e-05-0.004387408406440395j),(-0.0010425706394567864-0.004287622729700811j),(-0.0022254501504757338-0.003845684403722457j),(-0.0033764414361852507-0.0029441479551616033j),(-0.0042548717491325844-0.0015337113615027681j),(-0.004563076799203186+0.00030237615612509574j)
