index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)"
"(-1.4615384615384615, -3.0)",(0.00010343565585685128-0.01004239231190329j),(0.009729089490541682+0.009267908327760794j),(0.0005841000200993217+0.01659486920576275j),(0.010553440921145914+0.0074530868060324485j),(-0.0021421689216516468-0.006643575148340823j),(0.003461346913816536+0.0019422942423823098j),(-0.005762671870861994+0.0039747375607312625j),(0.018313461055991628+0.0033189387714200424j),(0.01683470762957084+0.005007253336125709j),(-0.00611150455217655+0.0018190958734725466j),(0.0025192715224747015+0.0031743945483762893j)
"(-1.3076923076923075, -3.0)",(-0.0062931294737653635-0.007515301446855336j),(0.012964845543694103+0.0020691007563192515j),(0.008275976811961249+0.014548226052396945j),(0.01303695729012278+0.003461917823138473j),(-0.0038981678767412804-0.006356893089469299j),(0.0037968059938148727+0.0015158886602898278j),(-0.004487958614664962+0.0046862268221188825j),(0.017526866011754114-0.0037268712166721846j),(0.017905180690586973-0.005267986740238152j),(-0.003584745446166657+0.0059246013919207925j),(0.004002381169485361+0.000443018877067378j)
"(-1.1538461538461537, -3.0)",(-0.009371447573187369-0.0018539526308730108j),(0.011709751049957338-0.005121286213297333j),(0.013808729782797818+0.009594647720217056j),(0.01402816312224508-0.0007826141145128228j),(-0.005394249314705866-0.0058615521776616475j),(0.004059090259708794+0.0012478630610731917j),(-0.0035416810028039247+0.004856331267994054j),(0.01469768725911266-0.008693356025920609j),(0.013672921315898682-0.014239453092878974j),(0.001121071351246994+0.00747616670367941j),(0.0031971147599043647-0.0024378492136210013j)
"(-1.0, -3.0)",(-0.00836415207704664+0.004061015873059024j),(0.007222718637309863-0.010071305763784705j),(0.016502235581443488+0.003313379115245974j),(0.0138085869825339-0.00472520250985266j),(-0.006620711058922094-0.0053381410374900955j),(0.004287167510129243+0.0011697941838044196j),(-0.003000812936232313+0.004699251017703805j),(0.011328679496802998-0.011447193162927383j),(0.006245576523395803-0.01978572496966414j),(0.005905690553270087+0.005820589134421562j),(0.0007585406921078707-0.003967789291775583j)
"(-0.8461538461538458, -3.0)",(-0.004370426491157807+0.007912762495641788j),(0.0014548837232770306-0.011881009719094287j),(0.016534851811095815-0.002875641314139595j),(0.012795070550561364-0.008043613602013727j),(-0.007602750193739727-0.004944752317361321j),(0.004491641386613329+0.0013115393040577055j),(-0.002843989451412909+0.004343483166266695j),(0.00843344701809487-0.012447623187639366j),(-0.001922692900246698-0.021544341231062476j),(0.008968614726997658+0.0017102013819864886j),(-0.001984428382705027-0.003577563483279663j)
"(-0.6923076923076921, -3.0)",(0.0006514232223607391+0.008756897767861847j),(-0.003845127812648089-0.010851847681219096j),(0.014606863984422555-0.00802418448501854j),(0.011419063319584942-0.010622792005498231j),(-0.008369476449653789-0.004812749112635298j),(0.004648394787624214+0.0017036342553549259j),(-0.0030004307851365006+0.003829788593515428j),(0.006489319219737954-0.012295811031371421j),(-0.009005068269852009-0.020431272080561454j),(0.00949593565126759-0.0033829799302358536j),(-0.0038382022627922213-0.0016619607863851056j)
"(-0.5384615384615383, -3.0)",(0.0049239106586319295+0.006960850826634696j),(-0.007622247914505742-0.007969250397439204j),(0.011586800174086441-0.011716123321912571j),(0.010052907714205826-0.012489942253289059j),(-0.008925806856037173-0.005047147457310527j),(0.00469139043520398+0.0023701062959329065j),(-0.0033685102255236136+0.003132791668955598j),(0.005579289405585786-0.011461065609780881j),(-0.014131227243220827-0.017873631764140887j),(0.0076915433997146-0.00806383074850345j),(-0.004234248709282408+0.0008687980807202365j)
"(-0.3846153846153846, -3.0)",(0.0074425708862293155+0.003626748593348692j),(-0.009576746460513716-0.004352086490813979j),(0.00825544672962943-0.013961261368620624j),(0.008979574312650014-0.013741033615410897j),(-0.009229086688164677-0.005723743730281423j),(0.004507673260456642+0.0033095474791131493j),(-0.0038116810799502954+0.002194794007679278j),(0.005556503524737637-0.010187535274420966j),(-0.01720972646132697-0.015193033004091404j),(0.004376410889716106-0.011509440649533555j),(-0.0032662702525482084+0.003123316072737248j)
"(-0.23076923076923084, -3.0)",(0.008043839050749069-5.096899034979195e-05j),(-0.00995510676203581-0.0008842939987707517j),(0.005180058457689215-0.015024275281534242j),(0.008391063500726766-0.014477210211202499j),(-0.00917285910044429-0.006876053833549746j),(0.003942180807550498+0.004463634222777948j),(-0.0041471532981195+0.0009705916286471383j),(0.0061489798715414325-0.008521316998364526j),(-0.01853920746883753-0.013299285906392634j),(0.0005060954716156754-0.01356300166128443j),(-0.001428151480512711+0.004562791372923966j)
"(-0.07692307692307665, -3.0)",(0.0071389880658085615-0.0032046448549812342j),(-0.009262197180068342+0.0019227992125936393j),(0.0026956893176981124-0.015263977407489747j),(0.008398399684013345-0.014758806939752839j),(-0.00858320590551579-0.008467706559968523j),(0.0028241205466242748+0.005677437700640892j),(-0.004147329594844708-0.0005160896760207578j),(0.00699780267578333-0.006401935999017498j),(-0.01845136883791864-0.012634080740221168j),(-0.003150467512042493-0.014555040126860996j),(0.0007091847486743315+0.005065675889186194j)
"(0.0769230769230771, -3.0)",(0.005362614386246366-0.00542443007500264j),(-0.00802656532706347+0.0038970588516795573j),(0.0009490023448613764-0.015019243375871376j),(0.009039193057334069-0.014578415681900212j),(-0.007237264208045054-0.01035123187205998j),(0.0010271608856159595+0.006666163713680039j),(-0.003575916975207118-0.0021127957998701577j),(0.00766654933826294-0.00378630478526855j),(-0.017104279905089025-0.013223999511609505j),(-0.006105462164707368-0.015039119922383987j),(0.002718566081742364+0.004811892171854683j)
"(0.23076923076923084, -3.0)",(0.0033039594840618665-0.006684083860499583j),(-0.00666799666010873+0.005092626028470906j),(-3.7086006063995826e-05-0.014546654789812522j),(0.010274189607180555-0.013852977163973918j),(-0.004916118172729805-0.012223431471286825j),(-0.001432988942220748+0.007016578967460083j),(-0.0022740514825439597-0.0035012397362917036j),(0.00767659575365997-0.0007828367908564825j),(-0.014450004779563144-0.014733773190792556j),(-0.008079337216857295-0.015566201016722625j),(0.004391633734411685+0.004116435812520954j)
"(0.384615384615385, -3.0)",(0.0013762275674236773-0.007184379793580498j),(-0.005456891950603782+0.005670377299852863j),(-0.0003056801655488244-0.013998160958297406j),(0.011970707902524172-0.012436584238893777j),(-0.0015008011995704632-0.013600444147731115j),(-0.004282994360796937+0.006260514239444956j),(-0.00028827078073653947-0.004226589361036798j),(0.006615013518303213+0.0022426614603005294j),(-0.010358815811763466-0.016491933158597646j),(-0.008861942413463587-0.016528973853174027j),(0.005706156362698074+0.0033023832576615218j)
"(0.5384615384615388, -3.0)",(-0.00019941095654322973-0.0072060909720948856j),(-0.004530168471240603+0.005809252234170969j),(7.168163342765333e-05-0.013423064364892856j),(0.013878232555506612-0.010157981805488436j),(0.002894462946684884-0.013848200006065702j),(-0.006913371176126481+0.004047987122866746j),(0.002010265860987338-0.00383563639278094j),(0.004322935928891897+0.004655998644388883j),(-0.004862378283663691-0.017541493972282787j),(-0.008200314831251734-0.01804839850530925j),(0.006745150194670075+0.0026426029593318075j)
"(0.6923076923076925, -3.0)",(-0.0013466400918277785-0.007013308126129481j),(-0.003929103387970377+0.005656536089962635j),(0.001009732349825389-0.01278222823408083j),(0.015609674721700217-0.006886546311229417j),(0.007785731308276585-0.012306806487157908j),(-0.008424177179466695+0.000403491849495449j),(0.003910474005655722-0.002124353781634596j),(0.001100861105658748+0.005710981511355093j),(0.0015601250635027147-0.016811993153067563j),(-0.005785326459793945-0.019870872588755414j),(0.0076101416882407395+0.002356040038466064j)
"(0.8461538461538463, -3.0)",(-0.002068786557882965-0.006808343803809468j),(-0.0036364167005943394+0.0053094417599465595j),(0.002404607368123251-0.011968708310198709j),(0.016649615742291426-0.002624765704771785j),(0.012249091634229383-0.00852726460214352j),(-0.007877150323858134-0.004029594604310991j),(0.004550968462245167+0.0005923277785262587j),(-0.002209752380153612+0.004888325134294611j),(0.007795215105180757-0.013482569148068758j),(-0.0013878332485278597-0.0212898312933846j),(0.0083447777179226+0.002625866325941944j)
"(1.0, -3.0)",(-0.0023919447663594082-0.006720624949799139j),(-0.003602435854044867+0.004816204751944678j),(0.004116056785552233-0.010834712229928255j),(0.016414544657415455+0.0023879187611497822j),(0.015010342496722702-0.002585891527169041j),(-0.00475819314487275-0.007931510490790293j),(0.0033359221911507266+0.003370690013871084j),(-0.0044266795510771225+0.0023019449896293383j),(0.01219930254217158-0.007486699540706772j),(0.004848964276976571-0.0211755900853777j),(0.008870065308052682+0.003604066086903393j)
"(1.1538461538461542, -3.0)",(-0.0023266008600364256-0.006809034827949076j),(-0.003758859985986734+0.004187118882122059j),(0.005945932977942047-0.009227953549365831j),(0.014383720215808254+0.007594131532119913j),(0.014770353311807542+0.004637629367604429j),(0.000501926553104923-0.009620681923390611j),(0.0004276870037572533+0.004885898690591611j),(-0.004553900561761396-0.0010834729350304626j),(0.01313077711167482+7.342919355033973e-05j),(0.012048904744982616-0.018243360446646657j),(0.008936534574479653+0.005371702906427824j)
"(1.3076923076923084, -3.0)",(-0.001849859675668121-0.007062305413007286j),(-0.004023123178203363+0.0034099772118373725j),(0.007624750490517997-0.007039936346654767j),(0.010296878195512766+0.012112573284706678j),(0.010754827143253152+0.011403423762388855j),(0.006267250046749796-0.0077900974462353535j),(-0.0030093614157776453+0.004082913017014732j),(-0.0024382106704533123-0.003698617967240471j),(0.009824121087054489+0.006965189090361477j),(0.018397775342317103-0.011640461982088133j),(0.008119494749774709+0.00783776554807239j)
"(1.4615384615384617, -3.0)",(-0.0009097194535719177-0.007390239172828942j),(-0.0042980524657385884+0.0024676738231938925j),(0.00882004394273499-0.004263874360464513j),(0.004375564071083015+0.014862544844125868j),(0.0033249257918920214+0.01546057610961327j),(0.010050949788620226-0.0024279679534195305j),(-0.005151728710741093+0.0009672716181320591j),(0.0008731560448162911-0.004136416857142301j),(0.003188384999413486+0.010585542392250055j),(0.021406831504938374-0.0017367632300791982j),(0.005908325975854215+0.01059263377227321j)
"(1.6153846153846159, -3.0)",(0.0005443709086755278-0.007608522122474573j),(-0.004471884141988448+0.001357304412714338j),(0.009179178574993875-0.001051220201194859j),(-0.0025214620352929447+0.014847588083708336j),(-0.005670596087840847+0.014855796704673421j),(0.009604509169017492+0.004618970332114986j),(-0.004495868470646752-0.003010677559261168j),(0.0034878253441436506-0.0020896784869062724j),(-0.0040968696862910955+0.009306692656652573j),(0.018851157054683737+0.009294870524175212j),(0.00194185209075435+0.012791408108163605j)
"(1.7692307692307692, -3.0)",(0.0024999880055512633-0.007432122667241378j),(-0.004423533616935796+0.00010988779327426048j),(0.008412106331214635+0.0022544793064108695j),(-0.008926979318437804+0.011561168534060305j),(-0.01316302173678082+0.008989920386400774j),(0.004365252675312751+0.01004144313024009j),(-0.0010052960838380822-0.005485887609666358j),(0.0037486273210683018+0.0012066049713204713j),(-0.008609709552486883+0.0037169974811168834j),(0.010190113641928672+0.017710158242828268j),(-0.003617067165845822+0.013208131279089003j)
"(1.9230769230769234, -3.0)",(0.00479331177191969-0.0065049819501388165j),(-0.00403734405718482-0.0011919113567660348j),(0.006404306088717812+0.005134430787915333j),(-0.013074129166648471+0.005385187578173164j),(-0.015923578811305673-0.000582757109552845j),(-0.003610492853916356+0.01061773487688328j),(0.0034291837115662713-0.0046022360756609775j),(0.0014356593084078185+0.003559222903344688j),(-0.008062769605634039-0.0032037230344866j),(-0.0022826115863368536+0.01962509741361624j),(-0.009709069219054544+0.01061286848614776j)
"(2.0769230769230775, -3.0)",(0.007020862479712128-0.0044988922786711955j),(-0.0032298016785112125-0.0024034439066252427j),(0.0033285401523191907+0.006986313407819879j),(-0.013484048110573582-0.0022247373232909006j),(-0.012156187027005208-0.010230539035099798j),(-0.010152101063811347+0.005303826322895783j),(0.005872837818926471-0.0005199718018293768j),(-0.001850180127565192+0.003273563186534791j),(-0.002938288906830475-0.007499520812503514j),(-0.013607716883669109+0.013296654156503293j),(-0.014305839977862394+0.004497116509536531j)
"(2.230769230769231, -3.0)",(0.008511964819595572-0.0012973017459141228j),(-0.0019870073176472577-0.0033233646048644694j),(-0.00029616256135808885+0.007294408001302294j),(-0.009671280823510922-0.008971858822351903j),(-0.0028689259632953923-0.015543971781295976j),(-0.011138334700384575-0.003473533186351242j),(0.0043283666600837595+0.004220920698380696j),(-0.003664997623582097+0.0005135753928448938j),(0.0034368320527439246-0.006671876289828568j),(-0.018238471776199035+0.0009723900406886569j),(-0.014968579900130634-0.004115939352968171j)
"(2.384615384615385, -3.0)",(0.00844570214033333+0.0027732748602987112j),(-0.00040531525435084676-0.003723989996295957j),(-0.003655302713394528+0.005844229627148807j),(-0.0026505723236179106-0.012442224575042531j),(0.007938526020614076-0.013537482342095767j),(-0.005306803866432138-0.010601417230716123j),(-0.0004994345273947663+0.006168235241819337j),(-0.0025600196684796056-0.0026100293993380455j),(0.006850919087752745-0.0015266400280984527j),(-0.01334640937651075-0.011312508898415079j),(-0.010109656226259646-0.012357179626337114j)
"(2.5384615384615383, -3.0)",(0.006171061688361067+0.006783773340839979j),(0.0012810773694090492-0.003412938504168382j),(-0.0058330173192225375+0.002904732406319852j),(0.005112948291713272-0.011141457625144534j),(0.01483652718735594-0.00466722750909713j),(0.004229077893937966-0.011250719459386575j),(-0.00523698810616672+0.0035439430901876177j),(0.0006267224972974492-0.0035680515731947053j),(0.005120672295030158+0.004145761329697937j),(-0.001318613399937455-0.01668394708118631j),(-0.0004678428235237281-0.016314875226306487j)
"(2.6923076923076925, -3.0)",(0.001682168062210423+0.009298686368890807j),(0.002709656832417066-0.002321507873775539j),(-0.006125698028322398-0.0007241241542253271j),(0.010501044716708896-0.005397025289881233j),(0.013842714454098312+0.0067260323313416215j),(0.011338885781276627-0.004392878228424104j),(-0.006132532837494768-0.0020000979826553947j),(0.0032655432642904113-0.0015118688470239098j),(-0.00019266752470682708+0.006203722989125366j),(0.01077875940207166-0.011820464676588663j),(0.010243527584568217-0.013056346300928279j)
"(2.8461538461538467, -3.0)",(-0.003972496480681209+0.008873666074103352j),(0.0034607113651079074-0.0005959826519027483j),(-0.004374814583804855-0.0038807402774865786j),(0.011105659638924282+0.002429096106636388j),(0.005090241987243943+0.014330932916430585j),(0.010841360298903351+0.005765588129231146j),(-0.0021370458144362643-0.006212117993550276j),(0.003068049124779979+0.001847894961658886j),(-0.004844829564976817+0.0033094752704642964j),(0.015285526023767503+0.00020378193240098045j),(0.016526970021993204-0.0029704777635716894j)
"(3.0, -3.0)",(-0.008703756807655717+0.004894432190935962j),(0.003198611905641888+0.0013544776098487262j),(-0.0011604270027889979-0.005430977340495229j),(0.00655773362596369+0.008762604603246398j),(-0.006594260448591775+0.013484253098676843j),(0.0025561663339360506+0.0121110455530529j),(0.0038041739090601194-0.005491386726527233j),(0.00014910978029496197+0.003567030221619449j),(-0.005211220760060976-0.0019518078123243715j),(0.009284702471537563+0.011281031293317185j),(0.014144513539891651+0.009282405234449944j)
"(-3.0, -2.8461538461538463)",(0.01182865507325009-0.002894711177483554j),(0.006199545239737978+0.01344993283276204j),(0.009087372707411756+0.010071961378591858j),(0.003126573302528655-0.00721962671752979j),(-0.00021755534341006417+0.003941667188211857j),(-0.004332490287402234-0.0016304126951882992j),(0.011390699667095288+0.005307948086153842j),(0.01723618558415215-0.006448574342441306j),(0.002876559734598859+0.008534142454357822j),(0.0009626721437446802-0.0035703904400508535j),(-0.004820131250284473+0.0007815195207356134j)
"(-2.8461538461538463, -2.8461538461538463)",(0.004762397566147458-0.011101576392554104j),(0.0142581351317201+0.004172349148590309j),(0.013912560697666297+0.0009016186188024343j),(-0.0023009580027084503-0.007935784086971856j),(0.002183569085559227+0.0034963175755628653j),(-0.0043400182534548085+0.001138091653652842j),(0.011685230851661284-0.003503231678859786j),(0.006845009129838729-0.01759103216368013j),(0.009098734306871702+0.0028493585023283397j),(-0.0025840314991844218-0.002802882303143081j),(-0.0020041594962955213+0.004386038322466951j)
"(-2.6923076923076925, -2.8461538461538463)",(-0.0058086055279325585-0.010463730345921672j),(0.012664088862404665-0.007813233157416954j),(0.011074039653655835-0.009078141090811846j),(-0.0070552810962639404-0.00506453228795502j),(0.003930536295980037+0.0017927903507817433j),(-0.0029236872354830483+0.0032237355220307963j),(0.006517134740687867-0.009820086692176072j),(-0.008296882230217174-0.017447291288232587j),(0.00823971446645013-0.005876106273574553j),(-0.003887171218669512+0.0006662949920021893j),(0.0024540370400101806+0.004076327492523836j)
"(-2.5384615384615383, -2.8461538461538463)",(-0.011676647778232812-0.001964052811701954j),(0.0029333997814644432-0.014587954607412957j),(0.0022640376805777413-0.014520005794514856j),(-0.009133475017328625+0.0001549360056037562j),(0.0045075448292479885-0.0005722506624542291j),(-0.0008415666775323229+0.004143973350759261j),(-0.000800545904982146-0.011300096012494307j),(-0.01858013047844814-0.006603403931361411j),(0.0005366351058440505-0.010756644334098715j),(-0.0016675170102788898+0.003741159827353465j),(0.004679200216876263+0.0003292335701746041j)
"(-2.3846153846153846, -2.8461538461538463)",(-0.008833168067637375+0.007669025071514608j),(-0.008409641518847127-0.012241426204424886j),(-0.007892768563256363-0.01283288609047859j),(-0.00777577047412511+0.005651513943856454j),(0.003822088670011818-0.0028960683926963484j),(0.0011852822827479483+0.003946139598800411j),(-0.00686727988697652-0.008373624732810529j),(-0.018382384319001053+0.008017514525154638j),(-0.008459319164780007-0.007775548939031293j),(0.0022206667514075556+0.0036500419915126733j),(0.0029602779143407068-0.0035483171637630084j)
"(-2.230769230769231, -2.8461538461538463)",(0.00010102060163180368+0.011538349483006808j),(-0.014529096410896529-0.0027797708619725346j),(-0.014552536379344347-0.005116956505080008j),(-0.003568399266844397+0.009467673004970355j),(0.0021352087427893938-0.004606566322468575j),(0.0027106030433143875+0.002984538122308727j),(-0.00979650774577702-0.003160019285956816j),(-0.008701718347399447+0.01834767996380654j),(-0.012216024595546873+0.0013120824102800094j),(0.004465090125461396+0.00034187562768238947j),(-0.0010655959209545005-0.004422970459814637j)
"(-2.0769230769230766, -2.8461538461538463)",(0.008574005650290827+0.0074573237359550895j),(-0.012385193808352896+0.007917118848550352j),(-0.014985668707518584+0.0049131664576800085j),(0.0020119864836677884+0.010457394398720421j),(-0.00010081614430144302-0.005391009243362155j),(0.0035952482599446683+0.00167800654826427j),(-0.009510300895387019+0.0020423655393568916j),(0.004742080963447792+0.019893486790675135j),(-0.007901562089096403+0.010528826910921453j),(0.003111177449771198-0.0035476338335382667j),(-0.004091934661329627-0.001817315133762306j)
"(-1.923076923076923, -2.8461538461538463)",(0.011103280310927333-0.0012315666128756434j),(-0.0038546276043263813+0.014050034359079115j),(-0.009442126672839527+0.013032643085037026j),(0.007282521705924901+0.008515059824291871j),(-0.002414184952157816-0.005208989544252671j),(0.003916531143855221+0.0003548923674202818j),(-0.007091265831326122+0.005764145591419762j),(0.015601622162975098+0.013241540583144964j),(0.0020027575249422546+0.01398323878447438j),(-0.000914516919966191-0.004916148775804498j),(-0.0039043496340674666+0.002041549625715905j)
"(-1.7692307692307692, -2.8461538461538463)",(0.0066822832743827654-0.008691263757561983j),(0.006150124964265741+0.013019591358015958j),(-0.00048411922671942115+0.016381348983969844j),(0.010937692133826563+0.00437587274684065j),(-0.004437769269807306-0.004224510595458854j),(0.003849604942815951-0.0007975403949483413j),(-0.003899077977075638+0.007595165171734876j),(0.020177462890287802+0.0024091028754265036j),(0.011792659331134554+0.009544591141595208j),(-0.004654108479854495-0.0026012914873618322j),(-0.0008934313301850476+0.004244058870972952j)
"(-1.6153846153846154, -2.8461538461538463)",(-0.0013523871907517295-0.010653794962449899j),(0.012790674536438926+0.006136872442953316j),(0.008511376267740857+0.014307917223765648j),(0.01234607837899722-0.0008117570202189825j),(-0.005965490712931891-0.0027060678391785968j),(0.003578715560646712-0.0017138014750722374j),(-0.000963977673982785+0.007876964373948274j),(0.01831794562666794-0.008036758507966662j),(0.016288058685169048-0.0004132303361609707j),(-0.005399404042386074+0.0018929134228786422j),(0.002600021372751361+0.0033914382274700177j)
"(-1.4615384615384615, -2.8461538461538463)",(-0.008113460965129285-0.006666117697433076j),(0.013635517652998802-0.0028500014617295496j),(0.014792836214552112+0.008099312060516898j),(0.011546165853158107-0.0059196115834366046j),(-0.006949843026344026-0.0009353463447972092j),(0.0032534988563867476-0.002404258863686331j),(0.001205440665138332+0.007245851109094604j),(0.012296997705902693-0.015131574067531215j),(0.01354443625117456-0.01104576561721314j),(-0.0025272019427661965+0.005640429838897028j),(0.004205556081373734+0.0003250108367337196j)
"(-1.3076923076923075, -2.8461538461538463)",(-0.010239875324167329+0.00043100972237178695j),(0.009209456913989061-0.010045827329104175j),(0.017031350413794513+4.092042021768877e-05j),(0.009043280633886588-0.01013178946191259j),(-0.0074639136908300095+0.0008531656019832299j),(0.0029800323737636707-0.0029113902626392496j),(0.0025238477788757747+0.006292106500270834j),(0.005008862976385799-0.01812241413338386j),(0.005165291588331661-0.017970481640017737j),(0.002317735425674884+0.006308799838923974j),(0.003088298605057921-0.0028099002013431506j)
"(-1.1538461538461537, -2.8461538461538463)",(-0.007354256292011567+0.006755172138000228j),(0.0020087408086533975-0.01312830756639675j),(0.01536055737374583-0.007604851588629193j),(0.005542936287318179-0.013052247946829612j),(-0.0076520196612686235+0.0024970344598508926j),(0.0028294906864522-0.0032789727709527255j),(0.0031296268827337623+0.005410199254093296j),(-0.0013631983023669205-0.017871380074525614j),(-0.005307664396045826-0.019196326074057295j),(0.0064919831952191765+0.003458493900556549j),(0.0001830954485618259-0.004146179512068907j)
"(-1.0, -2.8461538461538463)",(-0.0015287660306307401+0.009592914899638063j),(-0.00506332652043216-0.011853024443349507j),(0.010899652917611977-0.013284825646949296j),(0.0017258865366902968-0.014663540020841857j),(-0.007685766442477268+0.003901951079006017j),(0.002850667554402766-0.003533410475977513j),(0.0032143631980682853+0.0047910147521847465j),(-0.005794456570312516-0.015859322355935054j),(-0.014477723202545255-0.015321930552117134j),(0.007952029283380312-0.001531734937691854j),(-0.0027177350763075005-0.003135355992313559j)
"(-0.8461538461538458, -2.8461538461538463)",(0.0043442394042441+0.008376809491378425j),(-0.009928600094234031-0.007519637813042723j),(0.005117525441122806-0.016376369770288j),(-0.001885093090454215-0.015206364468512706j),(-0.0077327789868551905+0.005019977936373174j),(0.0030782437685067487-0.0036724111555438183j),(0.0029271006047741086+0.004474803039183315j),(-0.008197321571549121-0.013414475436870259j),(-0.020429200938682366-0.008488081803279528j),(0.00614634636304587-0.006521124551812122j),(-0.004143672722398672-0.0005514939590572796j)
