index,value
"(143,)",(-9.20651154688494-3.3432229651839327j)
"(144,)",(-9.157553305557268-5.323036470153927j)
"(145,)",(-8.752206795349906-7.172478090324407j)
"(146,)",(-7.996099844824183-8.813568656826485j)
"(147,)",(-6.913547540553001-10.16952017295704j)
"(148,)",(-5.548014562794385-11.169580834061634j)
"(149,)",(-3.9612468964713967-11.754110604814631j)
"(150,)",(-2.23096198445262-11.879501754534596j)
"(151,)",(-0.44710624920635045-11.522513772172843j)
"(152,)",(1.2931779480092445-10.683588185388658j)
"(153,)",(2.8915933874188315-9.388741760653675j)
"(154,)",(4.2553209988107685-7.689727398853918j)
"(155,)",(5.303734590138129-5.662276804713739j)
"(156,)",(5.974612068790869-3.4024006409082093j)
"(157,)",(6.229266450782887-1.0209204456910812j)
"(158,)",(6.056069122911837+1.3634361802149289j)
"(159,)",(5.471939400924726+3.631841253008993j)
"(160,)",(4.521594853127823+5.673446617495337j)
"(161,)",(3.2744808793849427+7.393048009901771j)
"(162,)",(1.8196253503457773+8.717581588642313j)
"(163,)",(0.258816289455154+9.600946893273663j)
"(164,)",(-1.3013698599851873+10.026560059521636j)
"(165,)",(-2.757780344709685+10.007496998280105j)
"(166,)",(-4.018683683334835+9.58424280971394j)
"(167,)",(-5.0104689584383575+8.820009787290775j)
"(168,)",(-5.682623468290263+7.794697910938588j)
"(169,)",(-6.010816059198216+6.597255982375783j)
"(170,)",(-5.99687296139726+5.318010916646639j)
"(171,)",(-5.667555628207104+4.041545472315557j)
"(172,)",(-5.070080883580012+2.839526955730876j)
"(173,)",(-4.26661413908861+1.7674355536691113j)
"(174,)",(-3.329013223145326+0.8601194443422608j)
"(175,)",(-2.32938422296192+0.13220334277998624j)
"(176,)",(-1.3379066065518455-0.41963016293142985j)
"(177,)",(-0.41341980594767325-0.8180178661974962j)
"(178,)",(0.39912752010315455-1.0921290716941199j)
"(179,)",(1.0656674383345708-1.2838526594251742j)
"(180,)",(1.5786642469829006-1.4336960304245494j)
"(181,)",(1.930913290940167-1.5746440967564284j)
"(182,)",(2.1417839217374084-1.750165408471105j)
"(183,)",(2.237594541267125-1.962703264533548j)
"(184,)",(2.2281613058734706-2.2431126180817555j)
"(185,)",(2.1831342900245234-2.5823678401746126j)
"(186,)",(2.0791360537019283-2.9490425413060404j)
"(187,)",(1.9871301751863415-3.391346792535535j)
"(188,)",(1.925536308973994-3.7687051525606794j)
"(189,)",(1.8138004231450635-4.191387760586011j)
"(190,)",(1.8759026683549616-4.542331159712727j)
"(191,)",(1.7777567103471448-4.725703129395593j)
"(192,)",(1.8475886309974348-5.0688961215339035j)
"(193,)",(1.9541971983671131-4.873653430849846j)
"(194,)",(1.676805038403414-5.033661521613342j)
"(195,)",(2.203054948750829-4.801078637290283j)
"(196,)",(1.493187780373427-4.094790855974213j)
"(197,)",(1.853303989002761-4.636777290394814j)
"(198,)",(1.8673219229001559-2.523813126799575j)
"(199,)",(-0.07737943596362418-3.4268828936583082j)
